"","MSSuc-ster-Brachy-1-419","MSSuc-ster-Brachy-2-420","MSSuc-ster-Brachy-3-421","MSSuc-ster-Brachy-4-422","MSSuc-ster-Brachy-5-423","MS-ster-Brachy-1-412","MS-ster-Brachy-2-413","MS-ster-Brachy-3-414","MS-ster-Brachy-4-415","MS-ster-Brachy-5-416","MS-nonster-Brachy-1-426","MS-nonster-Brachy-2-427","MS-nonster-Brachy-3-428","MS-nonster-Brachy-4-429","MS-nonster-Brachy-5-430","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","id","PCone"
"deoxyuridine",4.06889992038178e-05,9.27481197172307e-05,2.65866870340277e-05,4.03172197982976e-05,2.69592164795908e-05,0.000371481776516011,0.000616448757048124,0.000655460842997422,0.000726882793520404,0.000837107752210708,6.44409374518973e-05,0.000402052105291843,4.26339563866538e-05,0.000146651179900227,0.000172920371409646,0.000921723198971476,-0.000642729996349941,0.000577623352106436,-0.00154884029658221,-0.000910225505449842,0.00447434575171259,-0.00248982218382988,0.00167743371334629,0.00190389764945316,0.00136274057354651,0.00468664377661574,0.0197513053411912,0.00698723975500194,0.0124705597376865,-0.00512734892857848,"deoxyuridine",8.49573655522211e-07
"dethiobiotin",0,0,0,7.45329328172216e-06,0.0125483210852487,0,0,0,0,0,3.90819168195307e-06,0,7.2095068542777e-06,1.46659911959685e-05,5.47934443704409e-06,-0.000219241047430193,0.00848140091930971,-0.0080795528856856,-0.0369753119892713,0.0677137046728175,-0.0294693173187337,0.0102677129645116,-0.0658800680768179,-0.059152056764561,-0.0360927525429758,0.0135863616445723,0.0129667166521145,0.0616333021601837,-0.0290112457282288,-0.0244707837242878,"dethiobiotin",4.8066636878288e-08
"dihexose (ex. sucrose, palatinose, maltose, cellobiose, trehalose, melibiose)",0.000202622766139025,0.000136508577986892,0.00100480856348018,0.000153623714029964,0,0,0,0,0,0,5.25942178198273e-06,0,2.1052856538847e-06,5.87981935617997e-06,8.99533949413127e-06,-0.00049958485620809,-0.000268065937229931,0.000294583955466411,0.00258196547427069,0.00200286242598787,0.00504831049993741,0.00589566715969243,0.00186508514406061,-0.00147772930690546,-0.0108113112753472,0.0089160246490094,-0.00249607153041837,-0.00534511732227293,0.0144178168109682,-0.00304854638872127,"dihexose (ex. sucrose, palatinose, maltose, cellobiose, trehalose, melibiose)",2.49585028552458e-07
"ferulic acid",9.76053737451381e-05,0.000102847385515856,4.86936228695485e-05,0.000116525107304662,3.07376223422888e-05,0.00039696542997324,0.0005049055722136,0.000235922675071854,0.000519164281300653,0.000525598493942408,0.000155157127786551,0.00059663083856477,6.54888967634454e-05,0.000344104196021018,0.000589221775885154,0.000594010424577545,6.68249822091686e-05,0.000872861119184365,-0.000225472217784435,-0.00244195359333333,0.00355089241377375,-0.00331853606790671,0.00357366890741541,-0.00642420590644362,0.00333245513494771,9.4810511738135e-05,-0.00490085062848077,0.0037505548375938,0.00278653920632622,0.000970885948860218,"ferulic acid",3.52848384506795e-07
"fumaric acid and/or isomers",0,0,0,0,0.0021585058389596,0,0,0,0.000341570016072753,0,0.00403435772680412,0.00204758751268511,0.00123650323951073,0.00459857086670575,0.00219696736622778,3.28138108533355e-05,0.00733072244601223,0.00639727380894388,0.00182279635594653,-0.0170183723898254,-0.0312422118506803,0.000307188888336622,-0.0259069277778497,-0.0137342815445706,-0.02810359433187,0.0281313587964096,0.0184187759997721,0.00787759299952339,-0.0295683780591112,-0.0141475290647594,"fumaric acid and/or isomers",1.07674618271848e-09
"glutamic acid",0.000340842203374203,0.000381470646294092,0.000273228687590339,0.000565007681890316,9.05519271838317e-05,0,0,0,0,0,4.42823378523972e-06,1.21890149319427e-07,4.96382895673106e-07,4.67495571415615e-07,0,-0.00046198291575268,-0.000262357765935623,-0.000145593911828019,0.0017355143427244,0.00233326336094339,-2.13154304488321e-05,0.00137514294045931,0.000839766131094957,-0.000447830221698094,0.0093459362024235,-0.00456287339752514,0.00469314430854376,-0.011979768842325,0.00488574068974559,-0.00466659597417548,"glutamic acid",2.13428214447348e-07
"glutamic acid2",0.00215721816427727,0.00260764441848972,0.00127862939007828,0.00351754316012226,0.000385357423607794,0,0,0,0,0,0.00582321611392984,0.00343113692137889,0.00149367839161634,0.00040300744976166,0.00531149640314811,-0.00304430065343285,0.00505624593277359,0.00542483927752986,0.00151697258688089,-0.0229364802916071,-0.0182277214825534,0.0288043988992333,0.074156827791015,-0.0156057982341029,0.0600882594700987,-0.108434991376221,-0.0643317875239141,-0.176813823583185,0.0581123564817742,-0.0273908957013101,"glutamic acid2",9.26776646849167e-06
"glutamine",0.0807223422572046,0.0630843696340813,0.077022356497814,0.0540417107228722,0.000464469016789322,0.00452159967427591,0.00676116054839499,0.00176047592693886,0.00549842324082029,0.00535122936173981,0.0461114317858574,0.0362172548883874,0.018537055431276,0.137259225249456,0.0601906532808959,-0.0661299537061725,0.0878634785186018,0.18322220186933,0.766497128352387,-0.123495297550584,-0.103929928955024,-0.250694192765091,-0.300514605793803,0.0961541510357675,-0.157871208963948,-0.0928613723810903,-0.00919846952443482,-0.00432885892211291,-0.0247548442110466,-0.060505814852234,"glutamine",0.00437317077718051
"glyceraldehyde or lactic acid",1.30021854260729e-05,7.45450510084791e-06,5.00090997460925e-06,1.84013486058698e-06,5.97917826790007e-06,0,0,0,0,0,5.25709963642218e-05,7.7408639064938e-05,6.29187338895187e-05,4.06380020548765e-05,3.36027101738515e-05,-3.8676178121964e-05,7.29565462659582e-05,7.56707805002876e-05,-0.000132535069392676,-0.000516067742749757,-0.000264728064836568,-0.00025684177331049,0.000477036728244864,-0.000211060940457437,-0.000283714664807264,0.00101255758602541,-5.69368740728713e-05,0.00166188804602064,-0.00118119911525242,0.000454530499971592,"glyceraldehyde or lactic acid",1.49584675412189e-09
"glyceric acid and/or isomers",0.000533697192912567,0.000632942373411434,0.000304778601074566,0.000955989136599885,0.000152437722639345,0.000145466602558916,0.000184354237496063,0.000176769409010007,0.000133223942702739,0.000216707971568769,4.66966233201953e-05,8.02128843118703e-05,4.35549234926285e-05,9.27563592414165e-05,7.84209883707527e-05,-0.00044758445967524,-0.000577974620050462,-0.00012805647975918,0.00232178036950855,0.00316170966333728,-0.00057271754816812,0.000498964872885954,0.00130989203268548,-0.000531439062873348,0.0166269542185781,-0.00797297472555453,0.0103419227003098,-0.0208597370812477,0.00510066237190324,-0.00906716406909677,"glyceric acid and/or isomers",2.00331848542776e-07
"guanine",0.00660062608822215,0.0154652619536275,0.00440394934997798,0.0152970383231508,0.0077439071741716,0.0477904478808683,0.0546362751674275,0.037907671434629,0.0450324851519129,0.0908394320884842,0.0786943846120852,0.0479692393627862,0.0325268759431563,0.0598370828450697,0.0486516159427124,0.068172490081805,-0.00198659774709138,0.233627458942364,-0.0943488628873478,-0.406660333152908,-0.260343179695278,-0.00912369448724035,0.00419955280836427,0.15325536251764,-0.0569035140706671,0.307441558596457,-0.154762916390834,-0.145777695197374,-0.131483544381437,-0.0602169272156947,"guanine",0.00464748840395381
"guanosine",2.30353282285715e-05,4.89905531963378e-06,1.22895372245591e-05,6.53777064027349e-06,0,4.36850808030684e-06,0,3.32071511775399e-05,0,0,2.60956176775165e-05,7.5790643706137e-05,3.94851637631203e-05,3.68866544162139e-05,4.93552949498876e-05,-2.00941651730128e-05,6.57878514879511e-05,4.44959837068551e-06,-7.25233846783846e-06,-0.000364789666209922,2.67895372596368e-05,-0.000443171605166961,0.000927519011923363,-7.9503659399612e-05,-0.000411020530458415,0.000756969161111472,0.000614653495125338,-0.000286336901723296,-0.00197564788750541,0.000251014964371742,"guanosine",4.03775474000321e-10
"hexosamine",0.0290244109955067,0.0237190178913334,0.0279063608408041,0.0284525285424962,0,0,0,0,0,0,0.000768115029361782,0.00204428197291328,0.00658793073576281,5.44671015625195e-05,0,-0.0361643861945573,-0.0203393582972037,-0.00325760496596519,0.130872000665357,0.114182462136416,0.0897241674569404,0.110100279346603,0.125523384307356,0.108310652894401,0.325662272625111,-0.227920101370774,0.0925246280415426,-0.108762639675804,0.0543271981401252,-0.0830806560855694,"hexosamine",0.00130786282882909
"hexose phosphate",0.000903007387983463,0.00251191093132254,0.000755498752429228,0.00338490871091855,0,0.000548065188962836,0.000626095878860079,0.000658781865529869,4.67845171163048e-05,9.86750816439333e-05,0.000985614334424681,0,0,0,0.00144533697051393,-0.00132850054396129,-0.00132903462079981,-0.00178227662741625,0.00883464689653167,0.00343041059437065,-0.0103012967718243,0.00729345387287938,0.0174751257233534,-0.00925314236374551,0.0558738972380514,-0.060127559382503,-0.00582850586799042,-0.16577894891085,0.113713329131183,-0.0245601989778485,"hexose phosphate",1.76491369530543e-06
"histamine",0.00283871872561907,0.00210845524294697,0.00188297745084021,0.0017305923987081,0.00501658031362737,0.0482339043418843,0.0597697378645057,0.0480325513482072,0.0542631411963349,0.0482957047588888,0.0334882208503147,0.0384338166757284,0.0148229114872823,0.0301912293438806,0.0558639601994298,0.0783939488215185,-0.00512281372626627,0.00962972220070699,-0.0709464037015567,-0.304400576146755,0.164880674922803,-0.129777484613991,0.22504406979714,-0.24790243829181,-0.244600494848567,-0.369520565352196,-0.221449350739249,-0.0997533084816116,-0.121006269956014,-0.0320035256740629,"histamine",0.00614561121183086
"histidine",0.000966711814644834,0.000711921349059004,0.00055311847290944,0.00103116662956832,0.000419247483865477,3.81166655863613e-05,7.66398872986294e-05,1.7353712808138e-05,8.29191263749544e-05,8.5531607203646e-05,0.000321891054616671,0.000120332044650442,0.000127075549895625,0.000431350957223433,0.000297814059530294,-0.000860957795783521,0.000153850644914418,0.000395744280094344,0.00385717331986088,0.00388295359913219,-0.00134712895063023,0.00208951135208542,-0.00056419198700262,0.000454840257241885,0.0145237554903212,-0.0155626168783651,0.00660564702778102,-0.0101439032456531,-0.0145474787597379,-0.00492921920766571,"histidine",7.41248326120419e-07
"histidinol",0.00122194503970588,0.00118371653371261,0.00049238046316885,0.00108594477307505,0.00216138863692336,0.003259655992555,0.00638943982977606,0.00341723134787048,0.00514965171555164,0.00412146411706835,0.00604053092013781,0.00560926482665725,0.00194985221825191,0.0051825482237339,0.00473321036039723,0.00567534436342252,0.00326494265009545,0.00615076856532018,-0.00406337293507997,-0.03255483835041,-0.011376483996483,0.000148213243962906,0.0112881200925432,-0.0441983850138404,-0.00111333896149951,-0.00717436366959538,0.0729838585527646,0.172225976258573,0.036570172000989,-0.0227786199361632,"histidinol",3.22095336434317e-05
"hydroxybutyric acid",0,0,1.00414280857036e-05,6.16885711291461e-06,1.09239014381695e-05,7.12523355465264e-05,8.12559691889729e-05,6.23360707975217e-05,7.01484550460152e-05,7.43777495570451e-05,6.84013560741272e-05,6.28836378075862e-05,1.99080666726219e-05,5.03749102190008e-05,0.000102330023229342,0.00011077936122979,2.16961248544142e-05,8.04919221587341e-05,-9.61347420093852e-05,-0.000505311734056334,0.000157657798110849,-5.45028172122818e-05,0.000493061415020534,-0.000550788700090419,-0.000481457562760031,-0.000616124922030314,-0.00105508976878032,-0.00134747027549359,-0.000359755023345003,-0.000292017105499922,"hydroxybutyric acid",1.22720668744803e-08
"hydroxycinnamic acid",0,0,0,0,0,0,0,0,0,0,2.70014813841345e-05,5.92745760149476e-06,3.406353490585e-06,6.25524466192919e-06,4.14653343214507e-06,-9.25323371221404e-08,1.86720940462607e-05,2.77777084403635e-05,-8.45918633523194e-06,-0.000116840060843824,-0.000156185995551246,0.000181422508143488,5.2444271892425e-05,9.69157170035045e-05,1.50540235036347e-06,2.99222553177459e-05,5.15661129320636e-05,7.38164940691704e-05,-2.68596738049147e-05,-6.65105228949602e-05,"hydroxycinnamic acid",8.56223341328545e-15
"hypoxanthine",0,0.000893314245624516,0.000634806669959869,0.0028770804178204,0.0439693167549616,0,0,0,0,0,0.0056214989328741,0,0.00056276577553121,0.000482623870493041,0.002353659070115,-0.00187915468875332,0.0320322790226197,-0.0235724472359279,-0.127430392655945,0.218496454317442,-0.135978433883979,0.0837788198141686,-0.218272756603938,-0.208859127998497,-0.0943260601446922,-0.0311663866647734,0.0418658637037796,0.00515456249831845,-0.0601905344313102,-0.166792538388663,"hypoxanthine",3.53122234426359e-06
"indole-3-pyruvic acid",2.69154297611797e-06,8.13335976756216e-06,4.80607970986962e-06,5.31673303961053e-06,3.22432974340057e-05,0,0,0,0,0,2.1387667045326e-05,2.91338841462906e-05,3.67053452518235e-06,2.46010696372125e-05,2.24416654307294e-05,-5.67280351005509e-06,6.42632995031597e-05,2.94712846576628e-05,-3.40134808480094e-05,1.32194166762263e-05,-0.0001545855344784,-4.07673890531332e-05,8.13518167720818e-05,-0.000347287352999744,-2.61015459470106e-05,0.000363062685248775,-8.23166750586169e-06,-2.56592458999879e-05,0.000412250941686204,-0.000165131861035012,"indole-3-pyruvic acid",3.21806996636933e-11
"inosine",0,1.69880944417319e-05,3.20057386763756e-06,2.64453154559866e-05,0.00134822257431191,0.000256832486407452,0.000179340485015435,0.000314975129906147,0.000352018411672733,0.000262661734491275,0.000317799329637839,0.000138069430437625,6.11215287587243e-05,0.000142873335607401,0.000188350689880369,0.000385835060979032,0.000901135198923201,-0.000837001179115149,-0.00450208284596478,0.00531824170138694,-0.00261738012862296,0.00222593876255788,-0.00742697849360477,-0.0034446431278084,-0.00351444088636636,0.00236648867088963,0.00478965510909519,-0.000323871165174143,-0.00260921294445403,-0.00576588536360793,"inosine",1.48868694280693e-07
"Isomer of dopamine",0.00778324219195833,0.00808792557259825,0.00310805271931758,0.0108287686599886,3.16873640834395e-05,0,0,0,0,0,0.00349686915324604,0.0177747794808693,0.0027316122078673,0.00370094352222656,0.00807292663068468,-0.0102791533595495,0.00901420380651406,0.00922202145415194,0.020100720766104,-0.0299496950865599,0.0168493097443362,-0.0605703667415435,0.235113863218791,-0.123640287937518,0.276075774922332,0.125739436640794,0.0844110368227542,-0.0397941042732549,0.00198704463571363,-0.0617269983732101,"Isomer of dopamine",0.000105660993789138
"isonicotinic acid or isomer",0.000110710897266396,5.93564915704183e-05,0.000134843627199504,6.78047177877814e-05,6.01582493403839e-05,0.000500466773928054,0.000867684610734324,0.000172656311516223,7.54613573399451e-06,0,0.000301982378235233,0,9.16881183125763e-05,0.000647626761631613,0.000661959833965293,0.000534783561994503,9.41113390642321e-05,-0.000450006699841253,0.00325606540116701,-0.00198308307455288,-0.00430325886529838,-0.00111780203062505,-0.000114959712197009,-0.0104143428859907,-0.0102980941575703,-0.0158640774378998,-0.0226187252093536,0.00919696308415596,-0.0120439251426084,0.00351279575116252,"isonicotinic acid or isomer",2.85993458179528e-07
"kynurenine",0,0,0,0,2.19478057916039e-05,0,0,0,0,0,0.000101078581993141,2.20118805516777e-05,7.78403477528722e-05,2.18710841666556e-05,2.20705349103023e-05,-3.50983264273543e-05,5.93873981073221e-05,6.055578580844e-05,-0.000291009102614419,-0.000533377005237872,-0.000735256783616511,0.000436951977222634,-0.00018486741627008,0.000346785382929402,-0.000717893586289443,-0.000317124255609972,-0.000381977598703695,0.000619312645551357,-0.00104934309198366,0.000107914077851132,"kynurenine",1.23189251800112e-09
"leucine/norleucine/isoleucine",0.000158623662122535,0.000238692161752347,5.11793150366846e-05,0.000159356036679291,0.000177811458694591,0.000175316223112739,0.000166617871785723,8.75354920859212e-05,0.000147677557654409,0.000180593341893271,0.000924104754899329,0.00106382025663741,0.000290943011432644,0.00111776220772533,0.00131848772707688,9.91198632814316e-05,0.0018789666456194,0.00210205099395009,0.00152900037885582,-0.0069199574230071,-0.00331123555278819,-0.00456644453726226,0.00741830567966558,-0.00873474525521641,-0.00106815046621243,-0.00206030660125263,-0.0139918595509252,-0.0158032719135091,0.00365943299227284,0.00057282079243767,"leucine/norleucine/isoleucine",9.82474729692969e-09
"lumichrome",1.57134310251172e-05,3.61033645932491e-05,3.32299117752412e-05,7.6863329432742e-05,0.000511177791519871,3.50283764970096e-05,0.000243698317731154,0.000258366441418425,0,0,6.86047444113346e-05,3.84283491440056e-05,2.49185137747776e-05,7.67950114822239e-05,5.60986060800097e-05,0.000128073195191998,0.000209590933431592,-0.000837618750202897,-0.000977487771472433,0.00252185347435558,-0.00256382115916788,0.000209109573477218,-0.000409420926167307,-0.00324219547161213,-0.00416889653327132,-0.00159830968345669,0.00996594884416581,0.00156608295513872,0.000104608286800251,-0.00243602798173272,"lumichrome",1.64027433266876e-08
"lysine",0.000506278778674625,0.000845826030131272,0.000295749917855668,0.000785912437439416,0.00022947789674236,0,0,0,0,0.00170701757468137,0.000105379141558937,0,0,0.000132201950239918,0.00013281544983504,-0.000143576157762937,-0.00102518847737778,0.0056832751092694,-0.000259764853109023,0.00626111307665054,-0.000114818445430854,-0.00218079390585506,0.00114044066859147,0.0102788672381323,0.0163503005286691,-0.00718216236924523,-0.000925984410589307,-0.0350851956025407,0.0316600321648084,0.00137156777866462,"lysine",2.06141130779677e-08
"malic acid and/or isomers",4.60769072835004e-05,4.66837610766158e-05,3.3938007959225e-05,4.52987585838289e-05,0.000646396130771321,0,0,0,0,0,0.000587525022011859,0.000244898292562499,0.000169786876132036,0.000391378194339242,0.000313704291085417,-7.88514759584184e-05,0.00109065590310029,0.000468395603863606,-0.00133010274200997,7.71079311342612e-05,-0.00491732842773238,0.00201250764181291,-0.0024898222011709,-0.00275178706185511,-0.00343633914501128,-1.8319065092029e-05,-0.000685472635276425,2.60271252349969e-05,-0.00313932056332223,-0.00266809580919436,"malic acid and/or isomers",6.21755526082104e-09
"methionine",4.41234756022236e-05,0.000145915068483595,4.6671285496823e-06,8.73146703440006e-05,0.000171348426420555,0,0,0,0,0,0.000402772214884178,0.000201726595369743,0.000163607410249028,0.000384755075280664,0.000268644948241516,-0.000103308622354176,0.00061642107064276,0.00055563677361732,0.000289576568053768,-0.00164120603396107,-0.00338758952053506,-0.000194973337822977,-0.000863893487798512,-0.000695204905441329,-0.000419934361444524,-0.000687302191614298,-0.00145456242009586,-0.00312533392726425,0.00620768929224513,-4.88993954508949e-05,"methionine",1.06726714527178e-08
"methyl beta-galactoside",0.00211496264833153,0.0045604206306798,0.00184238585681344,0.00433604067616161,0.000962389092766119,0.00760571497205219,0.00820286996894361,0.00836388209163615,0.0146072344253001,0.0207605596852696,0.0083793417518907,0.00865587820478163,0.00204718127115154,0.0039405288577027,0.00770571670645656,0.0142112673997002,-0.00763428586902628,0.0417630353012754,-0.0355781900983144,-0.0353439405240618,0.07191310770195,0.000313526926070903,0.0205580816174359,0.0682527898672574,0.133277959054952,0.0159456822310574,0.136408291198757,-0.177364820643217,0.333604870337269,-0.0788522509954843,"methyl beta-galactoside",0.000201960121105782
"methyl indole-3-acetic acid",0.000227205883986664,0.000962685679590136,0.000236753750585134,0.000361736696980485,5.66841545709962e-05,0.00455377190738583,0.00882476831724718,0.00593024341435489,0.00505884447693553,0.00488355953138978,0.00113226755201028,0.00062873935369395,0.000379623552612277,0.001121423367843,0.000948397598783699,0.00902613604723905,-0.00856807884372725,-0.00662846627503544,-0.00162104364521355,-0.00596557513084165,0.00512754959131368,-0.00171410450960817,0.00320781025031937,-0.00913738576863676,-0.026955457466378,-0.0453408873415536,0.103161493946625,0.168627836971373,0.0987152502912523,0.00100988677240474,"methyl indole-3-acetic acid",8.14711319432682e-05
"methylglutaric acid",0.00170018813999858,0.000795958961667225,0.00158862366144741,0.000845507100274563,0,0,0,0,0,0,0,0,0,0,0,-0.001481672937581,-0.00063847914027041,0.000177739887717762,0.00750579468054877,0.00692058954921288,0.00874493176871855,0.00810943040758916,0.00800310427448389,0.00991464058384291,0.0051195435018964,-0.0118545940407277,-0.000823213005476367,0.0232859161711702,-0.0306062027269228,0.00919370831783633,"methylglutaric acid",2.1953546939599e-06
"N-acetyl-alanine and/or isomers",0.00227633848812376,0.00224725815907415,0.00244916179302375,0.00296553604577058,0.000137477671581659,0,0,0,0,0,0.00125342096088193,0.00455799420598742,0.000709820765562958,0.00186362944016194,0.00154790399597353,-0.0033709445871839,0.00229503545942405,0.00378108992149618,0.0117607105740101,-0.00524725459272346,0.00633637671884866,-0.00577268654392826,0.0505510313920953,-0.0306473649254822,0.049240504860568,0.0721201111577838,0.0399393293524288,0.00737600789206587,0.0146944199497804,-0.0342607799540342,"N-acetyl-alanine and/or isomers",1.13632674098644e-05
"N-acetyl-aspartic acid",0.00100710592408876,0.00125333450058622,0.000618378769315867,0.00135569414071156,1.58048258637491e-05,0.000397986987283253,0.000708724993324727,0.00042191300587598,0.000343786727931373,8.12661254544906e-05,0.000134167490477923,0.000194086906015084,0,5.0829391836858e-05,0.000266885028969786,-0.000552124329038652,-0.00110798259271428,-0.00174184327713858,0.00548000329464595,0.00371240656058484,0.000430518644516077,0.00219010416818832,0.00804375130519703,-0.000985239116805983,0.0253050295509437,-0.0206991400855274,0.00728358665915533,-0.00596265401363797,0.0345109521994032,-0.00410335686141426,"N-acetyl-aspartic acid",3.04841274716382e-07
"N-acetyl-glutamic acid and/or isomers",0.000219162817798544,0.000761320348881512,5.02828147196214e-05,0.00052009828513813,2.62893986589149e-05,0.00011044723184452,8.83352095154103e-05,5.79660254597369e-05,0.000110563517697841,0.00012332862334978,4.38756933327555e-05,6.79405001044178e-05,2.84593699797174e-05,0.000110920891694946,8.14749320379731e-05,-0.000270622125449549,-0.000317507186509427,-0.000124158041835474,0.00164298849147986,0.00136377314440852,-0.00166300843335061,-0.00162968795965976,0.000566459856953126,0.00206097378252283,0.0148372559710061,-0.00489061955738978,-0.00279057030558142,-0.0105129028816088,0.0483143871725128,0.00348391139064923,"N-acetyl-glutamic acid and/or isomers",7.32363347828316e-08
"N-acetyl-hexosamine",0.00304305085159702,0.00272014066053186,0.00255939694649275,0.00355930162098126,0.00218536289916641,0.00260480233829321,0.00295585587059406,0.00346880364652708,0.00283114407410222,0.00267696085850963,0.001044409865546,0.00467107939738866,0.00175897731298064,0.00530765032545703,0.00162579976306893,0.00040764969610803,0.000375434588619646,0.00054937964283132,0.0130345407154787,0.0014072140403971,0.00407048316189312,-0.0302912484201811,-0.00144025061421029,-0.0181390488166514,0.0229072521703648,0.103260066327063,0.125658256000808,0.04673673664723,-0.0592186269460653,-0.0386300127212688,"N-acetyl-hexosamine",1.66178274736969e-07
"N-acetyl-phenylalanine",1.27301560355601e-05,0,0,0,0,0.00012285311720486,0.000241958167963072,0.000355202018187687,0.000181298951697915,2.94710225382268e-05,4.61661252440022e-05,0.000167344286839349,4.3040345973625e-05,0.00117521215668497,0.000496297720059805,0.000417899049751559,0.000747059877012511,0.00032965833873541,0.00394307457433657,-0.00268460694693466,-0.00166116954390265,-0.0076999899270168,-0.0066525878966761,-0.00308933315966826,-0.00950082431293722,0.00177614159622358,0.0111722729354567,-0.0103818656610908,-0.0054834790257881,-0.00736354904256225,"N-acetyl-phenylalanine",1.74639615783256e-07
"N-acetyl-serine",0.31746843217392,0.347405274559098,0.424641796211723,0.441822573537933,0.0768854669820859,0,0,0,0,0,0.051925872793182,0.15580081695842,0.612134052141441,0.00353289894570979,0.000629572406911072,-0.802209289736236,-0.423213800583922,-0.256587957480113,-0.109735999972344,-0.0730842661736222,-0.0207146624190411,-0.163573063642539,0.00282711431004529,0.175398772029171,-0.0799764781258168,-0.0296370993151181,-0.0409925219021559,0.0320793577213947,0.0092978280228497,-0.0478578080629779,"N-acetyl-serine",0.643539744539116
"N-acetylputrescine and/or isomers",1.49385356784025e-05,2.18236693674753e-05,0,3.38782011754965e-06,0.0056192728299367,0,0,0,0,0,0.000195702596395939,0.000103328873405992,6.11704939528339e-05,0.000178297335816587,9.55523864672264e-05,-0.000113288952209997,0.00404719177006821,-0.00328776771855365,-0.0162794593200005,0.029100990698707,-0.0144726426473639,0.00471667313506288,-0.0294303008589738,-0.0263052151427776,-0.016713234685153,0.0070769834810448,0.00588286301855942,0.028477567538274,-0.0131132401749661,-0.0138962384483593,"N-acetylputrescine and/or isomers",1.2834386692839e-08
"N-alpha-acetyl-asparagine",0.000542124599214115,0.00194645541003146,0.000266770233989916,0.00162392362551894,5.78390322180406e-07,0.00858828543333472,0.0526460879544742,0.00499982240079425,0.00575147523993439,0.196807146365922,0.000871959273280274,0.0037995023999889,0.000707422875337115,0.00699497659807181,0.00382360106058905,0.0855657634401405,-0.133108689132327,0.636194785838242,-0.286819114026654,0.283617737281892,0.0812988042881822,-0.336252147461326,0.135882345744734,0.389477846826584,-0.163601565976723,-0.145822885929078,0.0777621598691589,0.0922540572011388,0.0470241027191946,-0.0502284204078397,"N-alpha-acetyl-asparagine",0.00732149987309409
"N-alpha-acetyl-lysine",1.89838412637019e-05,4.26813598690467e-06,1.79562868459275e-05,1.50459620837382e-05,0.000175996581344506,0,0,0,0,0,1.54158497242927e-05,1.82972475654515e-05,6.44756186833421e-06,2.35281597064668e-05,1.31637648140486e-05,-2.12172622758603e-05,0.000141900336757505,-7.02039102386898e-05,-0.000397718306345183,0.000880997177832874,-0.000411003569409655,0.000165709344936806,-0.000813125410806595,-0.000920229473680274,-0.000501711397948958,0.000358751704969734,0.000425983810743062,0.000882680439308512,-0.00156036887112355,-0.000357726334293044,"N-alpha-acetyl-lysine",4.50172218482643e-10
"N-methyl-glutamic acid",0.0347117143661323,0.019022342783285,0.0346639350953163,0.0270324852769942,0.000922845659493478,0,0,0,0,0,0.000794607637457595,1.46941408402907e-05,8.68007841664969e-06,1.78237263559235e-06,6.16783482517734e-07,-0.0348446932955208,-0.0172843753201809,0.00271778280595312,0.166097168186332,0.156445039971116,0.157337311309821,0.191756728651407,0.15125304553464,0.12344277871929,0.239345485931671,-0.249779013113102,0.133332187727626,0.0157380105027544,-0.565717709000026,-0.0779334542466359,"N-methyl-glutamic acid",0.00121415265085891
"N-trimethyllysine",0.00220338810028829,0.00121025773519723,0.00101158075531519,0.000564240502781771,0.0233171970969342,0.000332868419781473,2.94213279182647e-05,0,0.000278697167127729,0.000692066331969357,0.00511184950469753,0.00098877272337472,0.00085542268432992,0.00350148745948371,0.00316310065304603,-0.00107578002939947,0.0209191074417034,-0.00557457460888994,-0.0561185091570664,0.10556719264759,-0.0760840782449657,0.037939514668898,-0.117950880922315,-0.0789976098985251,-0.0719607545297082,-0.0369053376459503,-0.0290390421309243,0.0999075667101083,-0.0953117656741053,0.00768050318577864,"N-trimethyllysine",1.15730267165474e-06
"nicotinamide",0.000375888922368991,0.000439590824317931,0.0002827325273158,0.000469336188336719,0.00073320998051343,0.00108718421147629,0.0015545670813507,0.00161038291837893,0.000558768019549215,0.00041827109721152,0.000594523205467759,0.000821476078566722,0.000272912393370114,0.000739899489150317,0.000689715806896014,0.00121383526120213,-0.000226789049747208,-0.00334960023959345,0.000835110054319987,0.00013710638822464,-0.00513966103904656,-0.00260559344646844,0.00986968298340804,-0.00612987517510297,-0.00814623760989834,0.00509514048540522,0.0212250284048217,0.00756670508911174,-0.0113679609175672,-0.00196380069091503,"nicotinamide",1.47339604133765e-06
"nicotinic acid",0.00020115315242306,0.000159547815544248,0.000282126153824039,5.38207960798647e-05,0,0,0,0,0,0,0.00019217338385439,0.000690480212804225,0.000252326408453531,0.000288827729314033,0.000169450468861855,-0.000353934713073724,0.000440941045767605,0.000577393081695386,0.000473398355464842,-0.00216440525321701,0.000944035821074006,-0.00180623368752226,0.00632266480783349,-0.00262090699596868,-0.000609855411522397,0.0150928565375146,0.00189995866085892,0.0172496228372023,0.00027583042208281,0.00108920486162022,"nicotinic acid",1.25269781118579e-07
