"","exudate-EOD-Arabidopsis-1-451-1","exudate-EOD-Arabidopsis-2-452-1","exudate-EOD-Arabidopsis-3-453-1","exudate-EOD-Arabidopsis-4-454-1","exudate-EOD-Arabidopsis-5-455-1","exudate-EOD-Arabidopsis-6-456-1","exudate-EOD-Arabidopsis-7-457-1","exudate-EOD-Arabidopsis-8-458-1","exudate-EOD-Brachy-1-433-1","exudate-EOD-Brachy-2-434-1","exudate-EOD-Brachy-3-436-1","exudate-EOD-Brachy-4-437-1","exudate-EOD-Brachy-5-438-1","exudate-EOD-Brachy-6-439-1","exudate-EOD-Brachy-7-440-1","exudate-EOD-Medicago-1-442-1","exudate-EOD-Medicago-2-444-1","exudate-EOD-Medicago-3-449-1","exudate-EOD-TxCtrl-1-441-1","exudate-EOD-TxCtrl-2-450-1","exudate-EOD-TxCtrl-3-459-1","exudate-EOD-TxCtrl-4-460-1","exudate-EON-Arabidopsis-1-451-2","exudate-EON-Arabidopsis-2-452-2","exudate-EON-Arabidopsis-3-453-2","exudate-EON-Arabidopsis-4-454-2","exudate-EON-Arabidopsis-5-455-2","exudate-EON-Arabidopsis-6-456-2","exudate-EON-Arabidopsis-7-457-2","exudate-EON-Arabidopsis-8-458-2","exudate-EON-Brachy-1-433-2","exudate-EON-Brachy-2-434-2","exudate-EON-Brachy-3-436-2","exudate-EON-Brachy-4-437-2","exudate-EON-Brachy-5-438-2","exudate-EON-Brachy-6-439-2","exudate-EON-Brachy-7-440-2","exudate-EON-Medicago-1-442-2","exudate-EON-Medicago-2-444-2","exudate-EON-Medicago-3-449-2","exudate-EON-TxCtrl-1-441-2","exudate-EON-TxCtrl-2-450-2","exudate-EON-TxCtrl-3-459-2","exudate-EON-TxCtrl-4-460-2"
"5-methylthioadenosine",0.000644248844589028,0.000943848310297421,0.000535662645272369,0.00124013738267434,0.00183869833323092,0.00114051977185447,0.00087967046393489,0.000898175888744317,0.000928889559407646,0.000910873720853739,0.000893789391952689,0.000746886156907187,0.000866306428768003,0.00121454763215426,0.00119980078011738,0.000334861287962404,0.000371864562740876,0.000456997245432669,0,9.69608446538856e-05,9.49152223034707e-05,0.000128170617188115,0.000441986602969559,0.000469851098097814,0.000460208432153826,0.00017123278007262,0.00033205228257957,0.000293868311394917,0.000174847985464296,0.000361575950137444,0.000369234398644486,0.00039957160936468,0,0.000449740904140099,0.000502456172466647,0.000342661797354489,0,0.000359362220671114,0.000346848991859059,0.000175310017077255,0,0.000148497493529844,0,0
"adenine",0.110231684379892,0.228850956465876,0.23673423020145,0.296982543363859,0.268807163161068,0.229789558324027,0.305224955992126,0.205370049152523,0.51880571803946,0.47510218259349,0.457493583121848,0.502505032806879,0.395227459407529,0.509896642647021,0.0607745875292867,0.0916545775503812,0.094881848495148,0.128183205952065,0.0543918739393286,0.0755391613464899,0.0455594928948754,0.0307257580646623,0.241967574648974,0.205514150253284,0.213616287340256,0.313522948638388,0.23297667202887,0.215114988041788,0.304300353441408,0.326332705864749,0.355855278877323,0.258597597067895,0.276728058223906,0.379694195965424,0.322566415266885,0.299149012356599,0.0341118185076722,0.14606569780787,0.0635223018885931,0.150657888289024,0.0358744145841145,0.0385659059559056,0.0521529452092374,0.0430425210766985
"adenosine and isomers",0.0486067653080385,0.140905658429979,0.126258145547024,0.123787062010637,0.0271082836076732,0.152454119833801,0.139601685112684,0.118762912541611,0.0167365127515367,0.0143273989203723,0.0152430227929353,0.0165369524683957,0.00876726776335046,0.016215394116649,0.00824688303422718,0.0723325223861378,0.0606723898155673,0.0959028611892198,0.00755434552072158,0.0143241543296151,0.0149694464030144,0.00899504735545624,0.147094076775249,0.10872060902986,0.126192202990393,0.142313958651574,0.0223239827059021,0.0944846119011503,0.171988223400114,0.155120770469249,0.0273559914649175,0.0186055177637158,0.0137331468309937,0.0281816793965154,0.0209795958548371,0.0275072667147674,0.0146453694824069,0.112182675193797,0.0850979050720835,0.0886497775604611,0.0433305930298154,0.0464186155614692,0.0329761367075871,0.0319173698598952
"agmatine sulfuric acid",0.00445097167563458,0.0060628976637648,0.00239408246425863,0.00657747538060452,0.0124577342614943,0.00490735385585571,0.00504225908778232,0.0113023050461369,0.000316073002557019,0.000145739103763261,0.000271245590770958,0.000423404298204753,0.000721518293476099,0.00029753832942821,0,0.0149804640053541,0.030643690303272,0.0889465212297672,0,0.00154621861389047,0.000490158139979062,0,0.00243685451449259,0.00607809853443096,0.00273178887798595,0.0042697652204,0.00856231369179146,0.0141881170590823,0.00450526635868543,0.00621596923818823,0.000153283579549984,0.00064942199350337,0.000370935814228276,0.000560250199678124,0.000829204962735868,0.000801126832649947,0,0.0284065960544658,0.23034839032162,0.168624794606251,0,0,0.00152040873036011,0
"alanine",0.000834916493627637,0.0020116565106203,0.000213879280169177,0.000132124731374094,0.000143814017331663,0.000732707909197714,0.000192896040798452,0.000139599599407955,1.49388128712338e-05,0,1.83136040895463e-05,2.99449224066014e-05,2.66168895068669e-05,7.77211856028359e-06,7.94591864592437e-05,3.9242235736768e-05,7.09204564558745e-05,6.08677080326098e-05,1.34352434027514e-05,5.234244950493e-05,8.57130476526808e-05,5.94549404558558e-05,0.000152041745700037,0.00340705415190709,0.000570585649934643,0.000253360291081772,0.000523513762122414,0.00124029364823961,0.000195453405056428,0.000110811539658224,5.50089831827078e-05,0.000144171909958269,0.000171710184349615,1.55053411854304e-05,4.75096397913797e-05,0.00014283245490321,0.000517514253647891,3.08054792869836e-05,0.000132835701613689,0.000109388961347126,0,3.81029749533564e-05,0.000104923608406814,0
"allantoin",0.000270233050846381,0.000587468467687179,0.00109819241505442,0.00133539610718023,0.00130211365933101,0.000791825291203972,0.00053196449570326,0.000500573415699771,0.000682049076039617,0.0014913556955129,0.00138214900601552,0.000697512921685734,0.000214340444106676,0.00100769698077066,0.003883185191032,0.00116988079760307,0.00111752828374892,0.000528125720654656,7.25337962233754e-05,9.36895484349271e-05,5.76110581091427e-05,0,0.000327834363208849,0.000194951868862528,0.000132513191788656,0.000410285206050078,0.00014805553776907,0.000342610326942709,0.000377615597498496,0.000632696394979178,0.00110563118813315,0.000298042797118018,0.000309865231239225,0.00100246744324391,0.00182353960062928,0.000924868555850727,0.00493139116505658,0.0018022492074701,0.000613232404998074,0.000261757952182368,3.65293316312847e-05,4.9230896273026e-05,0,0
"alpha-aminoadipic acid",0.00027134224480552,0.000120954406357884,0.000160482747838642,0.000192133229683439,0.000363115441849137,0.000207836312561872,8.83554513037925e-05,0.000208243691147197,0,0,0,0,0,0,0,0,0,8.69252118445514e-05,0,0,0,0,8.79133878246434e-05,8.08484402811394e-05,0.000135702358993657,8.08594914275652e-05,7.98638751118244e-05,0.000166317169989384,9.38773502395478e-05,4.44762623826962e-05,0.000109758029100554,0,0,0,0,0,0,3.81983484064413e-05,5.02708807397334e-05,0,0,0,4.12527541077081e-05,0
"arginine",0.00884682903945281,0.00186200549427895,0.023238231781683,0.0203254709520937,0.00631657974875643,0.0224349474379157,0.0140609203992689,0.00645032248853033,0.000397635396349821,0.000401132250584781,0.000542159061497765,0.000355370440038909,0.000334719776724697,0.000405562784117102,0.00288544662295134,0.00322260394675599,0.00557824946044375,0.00327108713086668,0,0.000976724135221854,0.00124561653751417,0.00120207154070422,0.0083170507642242,0.0140088361203815,0.00986358609617809,0.0135367581505377,0.00846820059207735,0.0338652982863256,0.010012959168167,0.0113866855349235,0.000493741361314178,0.0014142719859331,0.00101818289854603,0.00122753965147359,0.000741056003972967,0.00137228587115432,0,0.00432913080357371,0.0512430309923394,0.015005875514574,0.000605434816675381,0.00208065754830555,0.00533270349994571,0.00510333529378636
"asparagine",0.00307850699457563,0.00254806896163749,0.00163966369582494,0.00149264629412884,0.00106493868884136,0.00486836843277294,0.00142902218431576,0.00123997806090183,0.0005917450056146,0.000233038650028877,0.000320800285146644,0.000315925744792167,0.000194615141472075,0.000269649367748914,0.000220744734405339,0.0267576279098145,0.0364268025177842,0.0147791659374475,0,0.000333808914929954,0,0,0.000902136135378828,0.00475068124833572,0.00432956414155511,0.00255462730628153,0.00355235957916173,0.00212127336723476,0.00255731349460554,0.000769550569003317,0.000774920862958884,0.00249994037660483,0.0016562532263816,0.00121093323979539,0.000527942627710089,0.00201343808434254,0.00196556141081889,0.0270504429592251,0.0642036113880316,0.0588839766561999,0,0,0.00010620527460938,0
"aspartic acid",0.0359966649574199,0.000305357269818064,0.000746264421724157,0.000239622823010139,0.00181649047487804,0.0024287924530918,0.00119539548793592,0.000806484213979741,0.000115294784023026,3.86577340623195e-05,0.000208179466518973,6.997216387061e-05,0.000701136548782487,0.000189784124205235,0.000366423104918681,0.000422456374788723,0.000329688518913446,0.00021584026121716,4.22951067216323e-05,0.0898409710178659,0.106983309157703,0.0632100059049293,0.00632883575615039,0.0131388971774772,0.0174019299175544,0.00547062353992607,0.00955652106157297,0.00184815580100841,0.00929426996509901,0.00118283734958499,0.000634660610484283,0.000909839413177444,0.00424861312033124,0.000224280901170267,0,0.000181468061221625,0.00183764995492972,0.000173242705572165,0.000883067697889645,0.00127782985221536,0.00104959226920724,0.00138265701465661,0.034536002753847,0.0067053815446964
"betaine",0.428350848547177,0.117117717206536,0.256255584259141,0.201001343911396,0.316505674958674,0.189155683019957,0.206494055226229,0.128115530417512,0.2198265623923,0.230585623589768,0.277342876463324,0.262219273756105,0.320766991463362,0.201201606040553,0.664645249315439,0.453071183042002,0.405124647953283,0.41296050310677,0.8425714160289,0.598785764345725,0.693122856951258,0.786295051794659,0.353642928026588,0.350271418440333,0.354363543763317,0.280322254068054,0.450578144664194,0.353081708764044,0.251179676263985,0.168127134392581,0.459395654291296,0.535358677645676,0.549998142225033,0.443605502275538,0.478538092461644,0.50600961697349,0.56625151188655,0.413013932022661,0.32223693293297,0.299150007004799,0.821463423859979,0.823834784698666,0.537375127960898,0.657636425497604
"caffeic acid",0.00187644141065565,0.00160808786259099,0.000755940535329122,0.00071940596372389,0.00138951777584258,0.000850062421451013,0.00128098641021052,0.00140968398978264,0.000283550629172095,9.73075320088936e-05,0.000186653675807127,0.000190933339500313,0.000229495749490442,0.000168888799273303,0.00013009989741404,0.000165108682197267,0.000354536953401285,2.77988414533266e-06,0.000888644397608221,0.00211869060951918,0.0026920018190374,0.00281263492328237,0.000996442279927184,0.000753786524077819,0.000874735786163183,0.000649964589534346,0.000737808684188682,0.000617110849626007,0.000694821512512338,0.000620339929520046,0.000311264788764824,0.000343381143281572,0.000401194873148748,0.000298946250431533,0.000143028179376755,0.000258187385402648,0.000251618029335512,0.000134316530650355,0.000149532214437864,0.000205580360042904,0.00119207523217239,0.00153239893896508,0.00440492987259774,0.00438995731854195
"citrulline",0.000375673727863281,0.000312824316101458,0.000241367072614798,9.68000070588665e-05,0.000151900472939167,0.00028748286713507,0.000199239238250901,0.000298713684068804,4.60989057910419e-05,0,0,7.82414579745766e-05,0.000120630511010008,0,0.000711667902691696,0.000122873088936061,0.000244403333152822,0.000144454946896753,4.99492770969745e-05,0.000314889744057672,0.000395320604346356,0.000314057217146157,0.000187324702439897,0.000303916304616345,0.000447743262063915,0.000108718908418425,0.000210184399494508,0.000562711062330084,0.000181469337818379,0.000165905440651954,0,0.000136284942842823,0.000133213155042624,0.000103452254403988,6.88084295642695e-05,0,0.00117965293950744,0.000126012680943819,0.00068914572451438,0.000349667907817929,0.0001468859275103,0.000147906165760543,0.000300586892212986,0.000554715999981945
"cytidine",0.0290843538696906,0.0237075531962352,0.0140468651409434,0.0265245252128478,0.00209135247119173,0.0192789101660466,0.0162890851266523,0.00461866775644112,0.0266468310138135,0.0115867931873369,0.0115764031428311,0.0216303812348587,0.0302384731127653,0.0241174987757273,0.00137724600233432,0.00469268573480751,0.00366718900823982,0.00844000118807456,0.000142303204846783,0.000340391653559992,0.000497488766447118,0.000205028240534261,0.00786337251694431,0.0225551890843153,0.0153394577813167,0.00804651355206022,0.00277718085651211,0.0108772154065857,0.00734206544956108,0.00399088221270956,0.00782798148422321,0.0122103025307352,0.00902263579896052,0.00683857235548594,0.00357400684780109,0.00711920727259977,0.00069865648863854,0.00534789158805964,0.00145845979586213,0.0073083701188836,0.000184540103311197,0.000172713143608989,0.000635862297306261,0.000374062302249868
"cytosine",0.0286316042462922,0.0185212699240581,0.0241874728386087,0.0230831949577716,0.0250764146625061,0.0187439209256896,0.0192898250606159,0.0163177954226773,0.003170948251275,0.00325472432731216,0.00398378209095398,0.00263058974690209,0.00685620281325692,0.00660433154309578,0.00809407041325418,0.00442585821975084,0.00681420961715962,0.00414872162978189,0.0124796787563816,0.0124500013548072,0.0078298582042374,0.00768176668602814,0.00372555589220722,0.00791780708119258,0.00743563327857433,0.00355753578706132,0.00756244364140893,0.00261632496360182,0.00418861520519603,0.00367021314950095,0.00589847787684998,0.00555919707729884,0.00548645829372845,0.00553760397329884,0.00593058598326623,0.00584805185349188,0.00908643709104627,0.00442315606436788,0.00569591922609237,0.00286486975834821,0.00845658160016375,0.0111027352963945,0.00385198423721477,0.00329643427110843
"deoxycarnitine",0.012430596743535,0.020407242858358,0.0139794042393378,0.0118752136340269,0.0142860622567745,0.013609008300332,0.0114575895581192,0.0158648545006699,0.000132806069083438,0.000117463768821889,0.00013906398389924,0.0001224847675494,0.000212935782878315,0.000141571575313784,0.000388167086302979,0.00014311566301369,0.000127332939661172,5.30602674181297e-05,0.000204885980429519,0.000372794257708194,0.000667437257253122,0.000226184062131055,0.00567496352944837,0.0031792221315109,0.00598439594291329,0.00373634130879858,0.00265626550621941,0.00457139925347602,0.00618020466907486,0.00435274644246252,0.000158961447496522,6.97599966207148e-05,6.56430707395578e-05,6.20074557300323e-05,8.22010371933679e-05,0,0,8.34545646282425e-05,6.84108258192716e-05,4.03169004910251e-05,7.65444165678097e-05,0.000114160240140059,0.000341084648091837,0.00032573841193828
"deoxycytidine",0.000234675614285201,0.000222343671191497,0.000136431972128064,0.000182332558379224,0,0.000148587324173338,0.000102266706100879,4.68395198292383e-05,0.000416448132686353,0.000502683554059999,0.000277530024571064,0.00056159052413658,0.000758660840878463,0.000553282039882641,0.000145487867253838,0.000216425336868787,0.000255084594817452,0.000420877107436355,0,0,0,0,8.70726930751186e-05,0.000237138451609358,0.000167700101509815,7.10079230280326e-05,6.03159434601107e-05,0.000167616437937806,7.41155788677321e-05,6.30054131250694e-05,0.000233839376680888,0.000442975094798666,0.000694568979566768,0.000295155942603193,0.000202722510804303,0.000308465827439796,0,0.000385758645633125,5.49422611708601e-05,0.000528873193195925,0,0,0,0
"dihexose (ex. sucrose, palatinose)",0.00380255638757796,0.0220845018592707,0.00749877538226738,0.0149032710682751,0.0123129210537724,0.00654751840262091,0.00753934963548326,0.00289754321828661,0.00245203382910889,0.00375022350044897,0.00506783567388524,0.00114975628376864,0.000962309267534442,0.00321836192749272,0.00398857430340921,0.00249988178522766,0.0023073138153295,0.00173621882602465,0.011426530841825,0.016092654067898,0.0156870288239911,0.0149549130010476,0.00916833495533714,0.002960105591266,0.00528902635820783,0.00575052876156674,0.00392829470362303,0.00268107434600689,0.00716815574209504,0.0148815268092463,0.00297734234237688,0.00184270252873292,0.00306116715836761,0.00410284421500765,0.00498584318487974,0.00377921019775093,0.00161957163515898,0.00204753864694651,0.00343802966775201,0.0022514603003607,0.016778517515845,0.0166508894385455,0.0899370390436781,0.0394843493983654
"dihexose (ex. trehalose, melibiose)",0.000211789961872075,0.000264419823778788,0.000238273639054357,0.000229602598686743,0.000271139573069826,0.000344091882821591,0.000201972780612161,0.000165469954723263,0,0,2.00402578938459e-05,0,0,0,0,0,0,0,0,0,0,0,0.000129697512036721,0.000195577155784323,0.000240081662431756,0.000234012968176318,0.000113715414815774,0.000199337722446526,0.000218090072575423,0.000166043693668489,0,0,0,1.15905370456475e-05,0,0,0,0,0,0,0,0,0,0
"ferulic acid",7.87879221727343e-05,0.000106481545316882,0.000151985183973888,0.000202904588507275,0.000301061768281449,0.000393867217710896,0.000125916533933968,0.00013040220591339,5.56342129827246e-05,0,9.9261282577351e-05,4.13574030252535e-05,4.79561693754132e-05,7.27457195185656e-05,0,0.000241717654409862,0.000509524346205329,0.000129061920894494,8.38640143927586e-05,0,0.000206882168127699,0.000122391179954947,0.000143649480521591,0.000104677820105514,7.12459672886461e-05,7.20589193177524e-05,5.53783574584191e-05,5.84224239060187e-05,6.2872682238951e-05,7.48319950458835e-05,0.000258466612964987,0.00010606456707556,6.82373483095702e-05,0.000119623958043981,9.86697234326307e-05,9.59232889379545e-05,0,0.000312961505659739,0,5.27197682456373e-05,0,0.000177446845584704,0.000595191333356404,0
"fumaric acid",0.00223163154276468,3.91877041567665e-05,0.000320379327195352,0.000448802824384607,0.000582087560803807,0.00101266113166238,0.000288442378722978,0.000584764575811347,2.39466674760431e-05,0,3.33822075323831e-05,2.53827187827374e-05,0.000160392931108889,3.00467957967697e-05,0,5.66798724506239e-05,0.00012727022972861,4.66291700997124e-05,0,0.000208927879142678,0.00010071948666826,0.000104763056381983,0.000458581129362981,0.0010628710891433,0.00110356905934336,0.000390928718499467,0.000497538159230576,0.000455748491353809,0.000839439997323176,0.000307766597736935,3.90211784029395e-05,2.547122704789e-05,0.0001390839703081,0,4.5887066484025e-05,0,0,5.13438955613949e-05,0.000101730802619797,8.2323808516432e-05,0,0,0.000157245187253638,0
"gluconic acid",0.00169436535882357,0.00185851319295973,0.00158479041074698,0.000195059258441822,0.000909077694042905,0.00173357378887805,0.00258892603421847,0.000874814300667923,0.000383561915862153,0.000744178091012622,0.000404624016235619,0.000404569739251309,0.000186137622764728,0.000672782653076966,0.00173470373131608,0.00361975725605419,0.00301817996754517,0.00144978813125229,0,0,0,0,0.000863940067142503,0.00045242707806403,0.00102047746442769,0.00127854122612061,0.000343310149917627,0,0.00207797172447473,0.000983397272511825,0,0,7.21756083146473e-05,7.69703007917848e-05,7.90568290990606e-05,0.000141484021731405,0,0.00213273416476507,0.00160845960296394,0.00181260744569773,0,0,0,0
"glucuronolactone",0.000440593754952396,0.000452206435453485,0.00115892580545167,0.000147992030530566,0.000355582604903598,9.0476200946864e-05,0.00012345026091817,0.000221631583366099,4.04594493199503e-05,4.61358305619507e-05,7.13028161549218e-05,3.42222776432925e-05,0,4.84833949387359e-05,0,0.000214068503620439,0,6.19793800084163e-05,5.8393837860187e-05,0,0.00014482332866824,0,0.000947454881997735,0.000422949126302888,0.000121911146216233,0.000401721990763995,0.000395740568903823,0.000453322088199048,0.000336379135234146,0.00126298087172665,6.74402059933914e-05,0,0.000104818818014341,8.64423394803944e-05,5.62751637864919e-05,7.43420072959256e-05,0,0.000155486860128026,0.000257225523782698,0.000181225023911854,6.97618116819129e-05,0,0.000281313350573495,0.000289956228757499
