,exudate-EON-Arabidopsis-1-451-2,exudate-EON-Arabidopsis-2-452-2,exudate-EON-Arabidopsis-3-453-2,exudate-EON-Arabidopsis-4-454-2,exudate-EON-Arabidopsis-5-455-2,exudate-EON-Arabidopsis-6-456-2,exudate-EON-Arabidopsis-7-457-2,exudate-EON-Arabidopsis-8-458-2,exudate-EON-Brachy-1-433-2,exudate-EON-Brachy-2-434-2,exudate-EON-Brachy-3-436-2,exudate-EON-Brachy-4-437-2,exudate-EON-Brachy-5-438-2,exudate-EON-Brachy-6-439-2,exudate-EON-Brachy-7-440-2,exudate-EON-Medicago-1-442-2,exudate-EON-Medicago-2-444-2,exudate-EON-Medicago-3-449-2,exudate-EOD-Arabidopsis-1-451-1,exudate-EOD-Arabidopsis-2-452-1,exudate-EOD-Arabidopsis-3-453-1,exudate-EOD-Arabidopsis-4-454-1,exudate-EOD-Arabidopsis-5-455-1,exudate-EOD-Arabidopsis-6-456-1,exudate-EOD-Arabidopsis-7-457-1,exudate-EOD-Arabidopsis-8-458-1,exudate-EOD-Brachy-1-433-1,exudate-EOD-Brachy-2-434-1,exudate-EOD-Brachy-3-436-1,exudate-EOD-Brachy-4-437-1,exudate-EOD-Brachy-5-438-1,exudate-EOD-Brachy-6-439-1,exudate-EOD-Brachy-7-440-1,exudate-EOD-Medicago-1-442-1,exudate-EOD-Medicago-2-444-1,exudate-EOD-Medicago-3-449-1,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R
leucine and/or norleucine,0.000912218874026532,0.00106168356311482,0.000858669012449569,0.00148835364971137,0.000974849546165493,0.00117234809561903,0.000718252598785942,0.000817444465803424,0.000106992275871035,0.00050549663060739,0.000221431183810266,0,0.000183887648464586,0.000428696184648416,0,9.55016771527656e-05,3.81890843702368e-05,6.61554143078059e-05,0.000943449023153166,0.00224717287695406,0.00120298213410311,0.00152219741350088,0.000975332680067792,0.00128540047770217,0.000759378548590657,0.000677641290034484,0,0,0,0,0,0,0,0,7.91986420802069e-05,0,0.000104022169970988,7.59753195869625e-05,6.4912883860329e-05,7.50159009964923e-05,6.05417984987236e-05,6.36137370096834e-05,7.79068998520753e-05,6.5485333857448e-05,5.98012287487688e-05,7.02203730114508e-05,0.000126035299344524,5.24338464322201e-05,8.94906905618771e-05,8.87757396455142e-05,8.62279463824001e-05,0.000124585098030259,9.84058610532082e-05,0.000109158139606269,9.75750931589174e-05,7.95380902963111e-05,9.14844700754106e-05,0.000108257316180738,6.00378749401356e-05,5.1734668205083e-05,3.61470627302071e-05,8.13729033410483e-05,5.36291497986504e-05,6.08864502478562e-05,5.01224430476372e-05,8.34744501417491e-05,0.000116256359418949,6.34189064546411e-05,0.000118326550096941
lysine,0,0,0,0.00258433126516351,0.00137385707835985,0.000369689597200604,0,0,0.00152746774862181,0.00344238943244025,0.00346978277485068,0.00129317369491089,0.000820336335761995,0.0011425070005676,0.00463795200797941,0.000773346227504861,0.00222341740876047,0.00231801707139818,0.000774356216511663,0.000293903512204241,0,0,0,0.000262861653660813,0,0,0.000145297895903623,0.000193041962740925,0.000399971196140519,0.000179383745204201,0.000875830150038075,0.000354364805430431,0.00157731957836519,0.000721815498164899,0.000743909447883328,0.00125557076584688,4.6555075414265e-08,8.2257787220755e-05,6.31767164809686e-05,0,6.62645749543385e-05,4.46913681809035e-05,0,4.41371062837523e-05,4.31517400358785e-05,0,4.08276659863248e-06,0,5.59638352775746e-05,3.59390966786217e-05,0,2.02630888427475e-05,3.66142753775537e-05,0,7.71791517585096e-08,3.87063478986817e-05,4.78431034525909e-07,0,5.06258342570898e-05,7.76112768869027e-07,4.69964754791404e-05,0,3.7873323475609e-05,3.95315817638092e-05,0,2.31770445823572e-05,0,1.44943340801241e-05,6.40470154033899e-07
N-acetyl-glutamic acid,0.000530949486181731,0.000633966563317416,0.000355096693180148,0.000287321672857286,0.000747240768606059,0.000148135033703097,0.000449085169602068,0.000959607430356565,0,0,0,0,0,0,0,0,0.000635083813751135,0,0.00101938226849504,0.00129653154708349,0.00185076823325227,0.000741512904869704,0.00354877803465876,0.000558839235249692,0.00065380235785271,0.00175769936777512,0,0,9.75917589272141e-06,0,0.00014318416586885,0,0.0108605939157981,0,0.000592763565074721,6.28676444376315e-05,5.66437733977869e-05,3.17268692446336e-05,5.72091791137273e-05,3.90773639519693e-05,2.11190685481299e-05,6.29857329812787e-05,1.2523911253513e-05,8.39288180466005e-06,1.48085214080123e-05,1.75642584309216e-05,1.82781545630235e-05,1.10697787215225e-05,3.39829104698096e-05,3.22674603636024e-05,3.06936515137195e-05,2.68820125583505e-05,3.82277408789343e-05,6.19583832997232e-05,4.27806581278186e-05,2.67566189359878e-05,4.42185488318216e-05,3.15255037002894e-05,1.63041583560538e-05,1.63358488109071e-05,9.84304972180871e-06,2.65524615368669e-05,1.159838381869e-05,1.56273136712489e-05,1.45095081117383e-05,3.639951302068e-05,3.94952641531894e-05,7.49432577856783e-06,2.7480219274014e-05
N-acetyl-hexosamine,0.000640728200380204,0.000853312273316163,0.000743989367675151,0.000551835514575776,0.0004803661027108,0.000582474321979659,0.000469778696234448,0.00106512799951677,0.00154713574049004,0.00161647325724967,0.00127513180102752,0.00139625898535641,0.000872626543702566,0.00148656941721069,4.34582707144809e-05,0.00385740203931824,0.00127428299222802,0.00166106816192613,0.00168342339763909,0.000562014726928097,0.000570785538082194,0.000597216450011235,0.000299173202854681,0.000771363488741606,0.000783399175096962,0.0014634827495812,0.00173161654976452,0.00127339471357067,0.00147156278975046,0.0020186843148938,0.00192652969875045,0.00206405046016277,0,0.00478376417896389,0.00431523013758628,0.00216404891479006,0.000105235555731745,8.06601019624529e-05,5.76782598631885e-05,6.05637536444283e-05,3.76084590642806e-05,8.28200870217013e-05,1.4872993010042e-05,1.39910372405842e-05,1.10970305473391e-05,1.74077159456762e-05,2.25697472975914e-05,1.3609500604578e-05,7.59030137778359e-06,3.06640418166698e-06,9.04861566254784e-06,6.20489945425351e-06,1.50062357501053e-05,6.21542637487299e-05,8.61567576763432e-05,5.50753974106807e-05,6.87291102297105e-05,6.39752125792359e-05,2.14054501626573e-05,1.57089403338214e-05,1.4646018538527e-05,6.6411665282846e-05,1.38216977621129e-05,2.24364460997104e-05,2.23650995408386e-05,9.0120337932326e-06,6.79717117228024e-06,3.30924361674979e-06,1.41582303071587e-05
n-alpha-acetyl-asparagine,8.83295460791285e-05,2.57781655182967e-05,1.6567580499952e-05,0.000131692279639665,3.80130700313948e-05,6.3941472105996e-05,8.7012536938638e-05,7.07560367160967e-05,6.3593640640942e-05,0,0,0,0,0,0,2.81006792046859e-05,9.49692956118709e-05,4.92141720995181e-05,0.000320480255950068,0.00101895153698832,0.000196383922161541,0.000334044902455769,0.000443765034124923,0.000874227380996495,0.000155558410661724,0.000460330835479753,1.47838156957731e-05,0,0,1.80894598723836e-05,0,0,0,5.2254231762525e-05,0,5.58706668082408e-05,8.97165581530024e-05,3.41415654431306e-05,4.2215729179175e-05,5.31842220253497e-05,3.72570310572337e-05,3.8295897650961e-05,3.48953770190609e-05,4.47849063830869e-05,4.51897380636394e-05,4.3174493934004e-05,5.12060265887764e-05,4.08033485638887e-05,1.60605105775175e-05,2.10671807701531e-05,1.51287388644254e-05,1.58496977842477e-05,1.75439633906292e-05,0.000166492141810336,7.00665194651308e-05,6.26682462050302e-05,5.61844042646259e-05,7.25239451712616e-05,4.12465137804332e-05,3.61352523022898e-05,1.73771985117324e-05,7.23026365090824e-05,3.71609674536944e-05,3.86763749466496e-05,2.01975730622891e-05,2.64657725958076e-05,5.86824538913906e-05,1.3191892731268e-05,2.82815328129553e-05
N-trimethyllysine,0.00331975408303381,0.00193504057670712,0.00194869175647318,0.00349386749155748,0.00151027393683043,0.00253120314151691,0.00298352329423758,0.00364951065573824,0.000208814822676584,0.000353262465559684,0.000313900570719091,0.000317359254852213,0.000270907668332064,0.000569205639657962,0.00117435027558185,0.00574255703141763,0.00749017626758567,0.00495358144875696,0.00260081494708788,0.00733039847881385,0.00516842157954688,0.00721365662937755,0.00255328765883044,0.00640311596822067,0.00502756362807321,0.00521495491336484,8.25105370083639e-05,0.000137806204899243,0.000113664756571471,3.23109827105389e-05,8.84347994170178e-06,4.9899745593198e-05,0.00367679382400263,0.00821761860909952,0.00779243274578575,0.00612853081105123,0.000108179057763319,0.000318414779194066,0.000158436597884718,0.000109380555841482,0.000306605277824765,0.000215136796319233,3.48630817250583e-05,6.99781152257615e-05,0.000135373112545597,4.62076084654805e-05,6.88754718056926e-05,9.4637620266012e-05,0.000617963400331215,0.000666523840547507,0.000666755117970475,0.000823964449293289,0.000702240609522296,6.47785647474472e-05,0.000117095354894018,0.000196587356301022,0.000223272457803402,9.82730116497325e-05,8.19879781739846e-05,4.3322733364152e-05,6.65742919337531e-05,8.18651164521874e-05,7.21680857661383e-05,0.000227834151097212,4.98744152851135e-05,0.000393061933799647,9.49433559293643e-05,0.0001209481515004,0.000133363701391585
nicotinamide,0.00522123821434257,0.000246288637164078,0.00268326280770535,0.00114500249066473,0.000831079885833161,0.000316174123757854,0,0.000682023332365249,0.00957979269977946,0.00586480766912934,0.000977471078895756,0.00625085384216635,0.0301790385912429,0.0167390341606947,0.687497391093671,0.0138227641932331,0,0.00578050380626924,0.00084526965627311,0.00167308878599178,0.00384463120201199,0.00412772840731188,0.00344765852874039,0.00121785944135849,0.00132220958493732,0.00236877739796989,0.00855880834185156,0.0165505725644545,0.00739880659905868,0.00706171332878256,0.00544118930393534,0.0150026852347423,0.18593402830532,0.0184513129001756,0.00970908526331595,0.00377499521874035,8.47954102750844e-05,6.57020816509282e-05,8.78190755400575e-05,2.68812467513502e-05,2.47933761913945e-05,0.000123029394360748,0.000237893505580166,0.000196536854391988,0.000251806007953654,0.000280241411423688,0.000467113356825514,0.000268476857110686,0.000312824753608597,0.000144476165607315,0.000204619483822609,0.000194203150572816,0.000302809971981513,0.000105679546565569,2.4867830481533e-05,4.99573691899625e-05,8.8806883044201e-05,0.000114778161050779,0.000377485764605534,0.000182245510096822,0.000133401155163934,0.000110635824303593,0.000169641974505767,0.000195111530297257,0.000280568774008403,4.91268610659201e-05,5.71779464110665e-05,2.5402792468784e-05,7.23458654111565e-05
nicotinic acid and/or isonicotinic acid,0.00100019150026352,0.000819251875543938,0.00077766810928007,0.0012673837806964,0.00106167996370519,0.000656470761700565,0.000541476234608873,0.000668631770643724,0.00138503373286064,0.000456728231922914,0.000398943942699519,0.000818448090685572,0.00082900535803166,0.000115933034594521,0,1.55256331131168e-06,0,1.63523379621683e-05,0.00694230754102837,0.00228318230524826,0.00550632101856472,0.00825472317314565,0.00331912818902007,0.0034409933505203,0.00264382906480153,0.00231784737750949,0.000578505711781821,0.00033169359036615,0.000534970035298003,0.000342809439246441,0.000255065284748285,9.59925874322275e-05,0,0,0,0,8.67696053166154e-05,0,5.7721914412936e-05,9.49434129915655e-06,1.86015209110978e-05,1.1404904039249e-05,0,0,0,0,0,0,0,0,0,0,0,0.000575971156410644,4.24510617179972e-05,0.000138855774289147,4.41014865660351e-05,0.000118292932038432,1.30475855251452e-05,0,0,6.12680487189459e-05,0,0,0,0,0,0,0
pantothenic acid,0.00915483852924625,0.00342294547403265,0.00602999729970304,0.00825573529058838,0.00299631332793011,0.00467134677652117,0.0103993587072908,0.0131464742837471,0.00342919494612281,0.00114575862925487,0.00166009077222435,0.00186017841798663,0.00239558472241196,0.00188354805225036,0,0.0223091267654822,0.016161476552306,0.00764994810283231,0.00774314525812069,0.0125218878713755,0.0130029030510418,0.0148591486564293,0.00647615147491612,0.0133748606686845,0.0156779026602646,0.00946970095636197,0.00447769945872695,0.00418678837063426,0.00509051956902912,0.00394178903173981,0.00387218845034317,0.00458728453775411,0.103848909705725,0.0337131466200274,0.0383580779117051,0.0130154025686594,0.0134688533702478,0.0227473928759785,0.0303830707879941,0.016604860934983,0.0242359584451733,0.0237757409357428,0.0188286432036636,0.0285798666147668,0.0363371882786105,0.0167682148944429,0.0224134714532916,0.0270506989656595,0.0110309889648114,0.0118823276092649,0.0135606008415556,0.0135861177590793,0.0107411512001047,0.0162656521986383,0.0145497584259606,0.0250430481115101,0.0139053115359663,0.0190592753052171,0.0402387275650319,0.0185421338082688,0.0336476320492853,0.0190539193210995,0.0330159315467206,0.0438120384148351,0.0240796715346297,0.0124345269079402,0.00797712520934316,0.0103622701428699,0.00574311940704874
pipecolic acid,0.00161227463139386,0.00138793897545699,0.00110823195057166,0.000640052680118632,0.00128929244664874,0.000449418973818654,0.000436536733385924,0.000799161016011448,9.99939562534923e-05,0.000148495112515872,0.000176441968473209,0.000101639850312559,1.80796027481525e-05,9.07697234637591e-05,0.00196666045394896,0.00063013152944004,0.00143169381055776,0.000869858846465923,0.00288550196828324,0.000409339326687123,0.000645022597224681,0.000489258768096351,0.0035536981298894,0.000343090317408822,0.000509287799141331,0.00114662224799864,0,0,0,6.4870044183374e-06,0,0,0.00030078296283145,0.000790573032257592,0.00120182648623656,0.000544520521205977,0.00366403026748555,0.000712706767397421,0.00165257985557611,0.00117387795400305,0.000714997992918362,0.00138576725290462,0.000478768881265656,0.00020185589595485,7.08408983910263e-05,0.000596860433251626,0.000450010376946781,0.000242605224362887,0.000354309568628217,0.000221188665369821,0.000359737409962155,0.000267974161289928,0.000630950854183183,0.00347155704178417,0.00173701514644646,0.00146082555260126,0.00252299127296627,0.00340696046651312,0.000191939581632064,0.000406870169075702,0.000194363776640897,0.00235200810366242,0.000181807680002175,7.28516783471099e-05,0.000434643887315352,0.000259595521002944,0.00113886431716688,6.32391867846097e-05,0.000826848043098327
proline,0.00175743077309719,0.00815157568781148,0.00376724228096532,0.00147566970512644,0.00334796694282477,0.00448805898249033,0.00137270098643181,0.0010531710459333,0,0.000825686832352698,0.000870272890658712,0,0,0.000364274255699358,0.00300802106267402,0.000446558994030452,0.00173126966382952,0.001160316997155,0.00483239246219272,0.00531004017100647,0.00200232614325917,0.000916815758761152,0.00159762601122901,0.00276462865045909,0.000845060100821397,0.00361482190323623,0,0,0,0,0,0,0,0.00026755619660272,0.000434965615988371,0,0.00317223587481095,0.00669994981789992,0.00963256951936594,0.00253782664919827,0.00607755024441978,0.0067312723483257,0.00473712149963222,0.0110749937168417,0.0117011310053362,0.00484373498049801,0.00372856612514698,0.00953497097605837,0.00286085108608385,0.00262040155675834,0.00356232617656558,0.00250683965819962,0.00359000057984878,0.00284512184128242,0.0032443055622591,0.00853450280476236,0.00341267569806351,0.00361297522290995,0.0100337870683604,0.00470655140899981,0.0108172885656707,0.00391859603162723,0.0108596049181412,0.00939315667682852,0.00505788981018165,0.00273582443146469,0.000976315489229659,0.00187358469390233,0.00142400903559665
pyridoxine,0.00770928313505101,0.00695610242874146,0.00557823532166512,0.0067970290638989,0.00418094391531761,0.00815511706828743,0.00502059711771725,0.00724641017225176,0,0,0,0,0,0,0,0.0361583479061693,0.0233585912118423,0.0125269104446123,0.0202912361582692,0.0249064242493366,0.0206812143944092,0.0234869229996842,0.0281656142762395,0.0188424186885802,0.0163208784993484,0.0183341302988692,0,0,0,0,0,0,0,0.0600204581495221,0.0476583934714708,0.0372298091284867,0.000243191725018581,0.000424886912486632,0.000704133114467446,0.000143712692730721,0.000270890157914145,0.000874938547631672,0.000151465727700886,0.000232795735383015,0.000267309594003627,0.000130921292837784,0.000144010995181402,0.000236553752159601,0.000114887735460575,9.84307809046407e-05,0.000126501395413201,9.41713178841217e-05,0.00010193242355209,0.000167407884906986,0.000140812837709991,0.000371367967092735,0.000134202262877964,0.000190160406352976,0.000187187444569028,0.000142047404385769,0.000165497929160341,0.000156145953556249,0.00017805654452315,0.000202787861015358,0.000140003376855092,9.8984942001929e-05,5.97942164250488e-05,8.2467013221754e-05,6.13460991819567e-05
quinic acid,6.92973004672175e-05,0,5.05255784485845e-05,6.85753468932806e-05,0,0,0.000150140645065088,3.66707794314826e-05,0.00163732182347647,0.00114397460647956,0.000636176003756306,0.00110611687416176,0.00104435536469937,0.00100726904272685,0,0,0,0,9.92588157465901e-05,0.000217146573028513,0.000124198730622095,2.78951688087262e-05,0.000128032114064848,0.000276427712127693,8.60886104926785e-05,0.00014451993680196,0.00271751166370693,0.00250202845949162,0.00257639472227579,0.00185370795764663,0.00189518358257295,0.00225870197182555,0.0275581437393915,0,0,0,0.00218914633861707,0.000310844320529064,0.00061926610705657,0.000513913661122187,0.000468884594706786,0.000351200470579811,0.000941934091102053,0.000720888724142261,0.000512321133139197,0.00134467224460292,0.0017452008778025,0.000765268892708709,6.54950603982354e-05,8.96166473604336e-05,0.000136763244258841,9.44511494909252e-05,8.11634510941004e-05,0.00305426354758222,0.000776250762919171,0.00109189262095124,0.000795786868947795,0.00137899513918237,0.000392720259371228,0.000888989134212286,0.000197293701210228,0.00166809007037411,0.000651109253481792,0.000406481767538087,0.000399154422666373,0.000203471774531886,0.000328033945920794,1.24879762112957e-05,7.61351245162538e-05
serine,0.000154822948197474,0.000940156439965646,0.000671613916008651,0.00023368359023015,0.000490822918780716,0.000676056337534288,0.000173275217599575,0.000103971297100988,0.000456495998667908,0.00104062706578181,0.000549978373759702,0.000279397619504575,0,0.00067442798174709,0.0198572994238577,0.00120941025066961,0.00141455198921107,0.000762067170850255,0.0014064855993834,0.000633792429100568,0.000291343404246177,0.000103895393700188,0.000135697991487134,0.00028189523095987,5.68134616144597e-05,0.000145972910025802,8.51966172415895e-05,0,5.35074665973415e-05,9.34802702101444e-05,3.60908408975479e-05,0,0,0.0013788173975822,0.00230507708817265,0.00159722371042893,0.00218914633861707,0.000310844320529064,0.00061926610705657,0.000513913661122187,0.000468884594706786,0.000351200470579811,0.000941934091102053,0.000720888724142261,0.000512321133139197,0.00134467224460292,0.0017452008778025,0.000765268892708709,6.54950603982354e-05,8.96166473604336e-05,0.000136763244258841,9.44511494909252e-05,8.11634510941004e-05,0.00305426354758222,0.000776250762919171,0.00109189262095124,0.000795786868947795,0.00137899513918237,0.000392720259371228,0.000888989134212286,0.000197293701210228,0.00166809007037411,0.000651109253481792,0.000406481767538087,0.000399154422666373,0.000203471774531886,0.000328033945920794,1.24879762112957e-05,7.61351245162538e-05
sn-glycero-3-phosphocholine,0.00781177948578729,0.0017764332125882,0.00296861372823651,0.0035777802627322,0.00332667007350432,0.00684586887577072,0.00423454290236575,0.00423129402492186,0.00318349134579565,0.00588577976376645,0.00435600787656161,0.00767188100968739,0.00356753168106143,0.00504476178088812,0,0.0502109119886418,0.00790958331769867,0.024858942210234,0.00863333438484555,0.00304136724141944,0.00424857830165607,0.00374058677594641,0.00568057873834761,0.00497594294425589,0.00291046847772444,0.00450699248878099,0.00517778807937921,0.00807667808131838,0.00824126670514698,0.00339860245989647,0.00257788809908009,0.00552072955053699,0,0.0718705780987959,0.0540094004312957,0.0434503998515642,8.0373248623307e-06,0,4.00921512553019e-06,0,6.32204987774942e-06,0,6.86320160425814e-06,6.14040670939224e-06,9.87260986120169e-08,0,1.48733166142839e-06,1.9417934158431e-06,3.98967846646491e-07,0,2.44616046106138e-07,0,8.66882027178756e-06,1.85617868620932e-05,6.26848468179811e-06,2.24947467794991e-05,4.34530011695675e-06,9.29490353344562e-06,3.76577791064197e-06,1.53983998905647e-06,9.11185049688418e-07,1.24730592711515e-05,2.56202206984409e-06,2.30957684285951e-06,0,1.96842218418957e-07,2.43582399244066e-05,1.0077218817913e-06,0
threonine/allothreonine,0.000192248577686844,0.00206371176558224,0.00144659268281106,0.000436323279287761,0.000988520143651659,0.000866728089150855,0.000368077520585241,9.65063610866708e-05,0.000105792155134849,0.000315468635941811,0.000352809931131127,0.000115131465378559,0.000188082279475375,0.000337793213373284,0.0055982375325771,5.40344333997235e-05,0.000927996397113993,0.000511386114579128,0.00186366641044332,0.000877029223999979,0.000360177641399622,0.000331129512614695,0.00036680643989079,0.000615803461692997,0.000216116191317828,0.000122908986004817,4.57527712033711e-05,0,0,3.62232732705005e-05,1.98793592499056e-05,0,0,0.000267149794127471,0.000261863099565593,0.000497846690282362,1.84338086046027e-05,1.11736180578907e-05,5.45826986893599e-06,1.63502559324082e-05,1.34997730740299e-05,1.71225967617628e-05,0.00166056003910575,0.00155294451543554,0.00132715615350035,0.00202258931970885,0.0012308865303701,0.00163805372543326,1.28091239971294e-05,1.65588145005119e-05,2.02428997860255e-05,1.41297754426033e-05,1.47684404026999e-05,1.08136238193918e-05,2.74949401114838e-05,9.00335602995197e-05,9.05740913811275e-06,1.75665668107372e-05,0.00351935628143598,0.00197340512507937,0.00210290972145324,0.000762569899072591,0.00072462396733629,0.0006754006821201,0.00251824641975099,1.06402334345451e-05,2.47305719018656e-05,1.3289773377362e-05,1.40271320955724e-05
thymine,0.000209963752222608,0.000155686428030372,0.000230697819166706,8.4484921256722e-05,0.000374794496001815,7.28010476089305e-05,0.000129560883073975,0.000105584654757109,0,0.000343437693704264,0.000307544750850861,0,0,0,0,0,0,1.38735058880892e-05,6.28894694840641e-05,0.000218483139606487,0.000282063902030953,7.62234082181234e-05,0.00263651164485766,0.000580890610602685,0,0.00233982901701514,0,0,0,0,0,0,0,0,0,0,0.000183088294525565,6.14765246357803e-05,5.42591332230592e-05,7.30842436044782e-05,0.000103915390904281,5.43045647921832e-05,0.00949626526428615,0.00560129745320036,0.00714498792133629,0.00918319399511223,0.00797773255965965,0.0133693499195052,1.26991920429721e-05,1.01024439835068e-05,1.38563819925093e-05,7.0094482991956e-06,1.12606260625358e-05,9.12241681807355e-05,0.000123819587468223,0.000404752795126103,0.000100414413211434,0.000103284156738509,0.0104529104316953,0.00660245668415121,0.00699999732123502,0.00178850516079165,0.00708549817956641,0.0068224570704462,0.0120781642477983,1.04292849742171e-05,1.32787410177489e-05,2.95406533634822e-06,8.37776514517894e-06
uracil,0.0012162777876251,0.0013034245034176,0.00118731192692395,0.000705976599684933,0.00163710996733196,0.000568994743518806,0.000644015964449796,0.000994528243741404,0.000300193919842755,0.000828643420358527,0.000806774080480135,0.000179611544450567,0.000243629471275077,0.000282910438748137,0.00224300378458554,0.000336581457473946,5.84785761318786e-05,0.000286562559475741,0.00459182148421679,0.0028085012037199,0.000851870602066011,0.000486101758474126,0.00389150793392601,0.00194479179650726,0.00085526442306996,0.0174136776350554,0,0,0,0,0.000195427269427582,0,0,0.000228790409928367,0.000443854597927901,0.000688848454614745,0.231603164308595,0.175664467016335,0.16994046605387,0.233605731427857,0.156775608301445,0.23273384763839,0.151607281964146,0.109319306007097,0.146043552141903,0.156279274588238,0.152143961183259,0.14097144470694,0.0978405510015522,0.0930871011286921,0.129578178494613,0.122446003474194,0.137661629799922,0.162994981288471,0.232044105014376,0.167266129460944,0.215563826815175,0.244790114195095,0.167945173833907,0.151313221646949,0.107148312435782,0.207459760741593,0.121984430822731,0.101465787793285,0.151416809664084,0.119173825043248,0.199205694913568,0.105043332214443,0.161948566494649
uridine,0.00127068372673849,0.000511758521899667,0.000669867392593672,0.00119403995330244,9.29310073597738e-05,0.00024031913022921,0.0010603874087111,0.000588714980598702,0.0017306685200055,0.000620731103984432,0.000504254042751152,0.00114171682574304,0.00133129029787694,0.00127562913266866,0,0.0009685627089217,0,0.000168080941140799,0.00178636868864985,0.00289912631620387,0.00261705056959464,0.00584948807702398,0.000701791805149295,0.00244054790614065,0.00294338007438841,0.00117332580640244,0.00234354460894008,0.00237350298281537,0.00292610939780288,0.00195556503240845,0.00088209217878066,0.00190315052617438,0.00115837218397998,0.000869094268447626,0.00109437039743488,0.000507857494851773,4.01444441028043e-05,5.98714698252712e-05,2.91517462957125e-05,0.000126702516275632,6.88774566922939e-05,4.27202190172075e-05,1.61668923428259e-05,2.34871059551866e-05,5.76588785029125e-05,1.74670478892686e-05,3.45858967314616e-05,0.000102546925467094,0.000163521848308028,0.000115342097765704,0.00022965890932418,0.000185210014620037,0.000222487538396744,2.19027775961212e-05,2.72658186596437e-05,7.6358468150924e-05,0,3.34034248373785e-05,0.000103667427434204,5.97490545349208e-05,2.93204853144138e-05,5.01359674751151e-05,3.39415114370305e-05,3.02238151093236e-05,1.95957333505751e-05,0.00014379336779711,9.10864693499047e-05,0.000293288914817431,7.51785957775351e-05
xanthine,0.00183045219995419,0.000952184042054729,0.000391415119095424,0.00172159078274304,0.0092079102675091,0.000784128073738641,0.000957870612053925,0.00175024049579603,0,0,0,0,0,0,0,0.00164574795219402,0.00110739989756806,7.97720652611275e-05,0.00374119327139466,0.0024112636733575,0.00282112151246697,0.00391131769422575,0.00852898629043243,0.0023650764635662,0.00333117488043971,0.00277647681147548,0.000479655454753052,1.36724445971977e-05,0.000310517339045114,0.000176592251355175,0.000315049674496585,0.000311500308015007,0,0.0047355232417306,0.00594357545636797,0.00379750183126276,5.55290615189474e-05,0.000219591689681462,8.16985802651897e-05,0.000283592885968733,6.93679895663053e-05,0.000227285071234579,0.000671664928028088,0.000438279204852967,0.000405635296932818,0.000539945436502893,0.000694839807495598,0.000367536681346034,0.000773447075724853,0.000832410012914073,0.000527347194536053,0.000441246610390448,0.000302144102483963,4.49820925312141e-05,7.40330995356468e-05,3.71504361189392e-05,9.32359744152391e-05,8.27982234630859e-05,0.000151176509879647,0.000866081986153911,0.000591953389537617,7.36816183102897e-05,0.000500436379247028,0.00021318406042004,0.00187140708904531,0.000436668071597232,0.000599294035228011,0.0016447624833242,0.00093103996742511
