,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R
dethiobiotin,4.5629494793979e-06,1.05636754935313e-06,6.63487836471788e-07,0,0,1.06702676723634e-06,0.19886579439817,0.132599660146302,0.130894556819211,0.173850348028993,0.213506792803907,0.178337473542299,2.10027829344117e-08,0,3.29433729478998e-06,0,0,7.24565771998469e-06,1.80768680535265e-06,0.000205383049178843,3.64523911670039e-06,5.49034820089505e-06,0.139008111127221,0.16353050152198,0.0889976872071216,0.00780893336518178,0.174120429588849,0.127296126659954,0.12396206506007,0,1.30535368342682e-06,1.33005933709154e-06,0
dihexose pk 1 (ex. sucrose, palatinose),0.000920889995650095,0.00369077005332158,0.00154962115458446,0.00412777735275976,0.00385282292233254,0.00158646741429997,0.00222964700742389,0.00199975028545954,0.00286978510549893,0.00202686207784955,0.00134988324298645,0.00223350009116479,0.00040676644085291,0.000471701557706939,0.000568173774381879,0.000358783357432253,0.000501463931581473,0.00132449589338959,0.00193667356883879,0.00170909846399508,0.00298708219880934,0.00213078819978458,0.00695564772369319,0.0029116450340219,0.0045089513977407,0.00234327151117077,0.00441616231477449,0.00311960217421679,0.00413087382364408,0.000863185439930476,0.00114633807627397,0.00069248391300381,0.000806542709536951
dihexose pk 2 (ex. maltose, cellobiose),0.000920889995650095,0.00369077005332158,0.00154962115458446,0.00412777735275976,0.00385282292233254,0.00158646741429997,0.00222964700742389,0.00199975028545954,0.00286978510549893,0.00202686207784955,0.00134988324298645,0.00223350009116479,0.00040676644085291,0.000471701557706939,0.000568173774381879,0.000358783357432253,0.000501463931581473,0.00132449589338959,0.00193667356883879,0.00170909846399508,0.00298708219880934,0.00213078819978458,0.00695564772369319,0.0029116450340219,0.0045089513977407,0.00234327151117077,0.00441616231477449,0.00311960217421679,0.00413087382364408,0.000863185439930476,0.00114633807627397,0.00069248391300381,0.000806542709536951
dihexose pk 3 (ex. trehalose),0.000550715817909411,0.00514056585246131,0.0012273084689809,0.00506428657450482,0.00549478580247083,0.00152169665389802,0.00244116744390955,0.0034195333760138,0.00368779719538147,0.0027075469594386,0.00129507838945902,0.00308030900676508,0.000722447984649321,0.000692063236631644,0.00102244230740501,0.000682026343442556,0.000859630555430503,0.000981690531090473,0.00163054866818868,0.00151625421222947,0.00323453820472024,0.00124383208544226,0.00701170403710377,0.00260807066134107,0.00542734971644585,0.00183178913782139,0.00569791545883622,0.00322896421155314,0.00397926678823537,0.00180816505108103,0.00243373959466435,0.00118574394715191,0.00137122110829109
dopamine,3.45232847239489e-05,2.51731009963608e-05,3.87327639289697e-05,1.52962675912697e-05,2.52383783585581e-05,1.92566626445048e-05,4.17094562718429e-05,3.85960606291931e-05,3.48246629448979e-05,4.74785322930835e-05,1.76939025009989e-05,2.64866439487598e-05,0.000159410571054609,0.000246604458329566,0.000177221010990059,0.000152899781624605,0.000152430543241656,3.14709121165113e-05,2.30029212267327e-05,3.69831292350452e-05,2.69719853304306e-05,2.59490563501747e-05,2.62215157691137e-05,3.22973418383471e-05,2.27640098183582e-05,3.05022029501702e-05,2.16590859072677e-05,2.29455012879695e-05,2.58277671192799e-05,0.000154898049689594,0.000693123659356909,6.37150327021073e-05,0.000183004347663219
ectoine,2.13343360190085e-05,0.000135556179083311,0.000126861756288393,1.45590193683554e-05,9.87442121688288e-05,0.000129537161833589,0,4.03664834505966e-05,5.96305305958876e-05,0,0,7.25562361283632e-05,1.44603901092589e-05,3.04810787547779e-05,4.09816398729846e-05,2.88545771205429e-05,4.5359523679879e-05,2.36180174108122e-05,2.2513309015245e-05,0.000127201352141792,2.83692111624229e-05,3.11664954163715e-05,6.6213766087221e-05,0,4.05395210533947e-05,2.16317530700028e-05,3.95962125003904e-05,3.47627123624683e-05,0,5.00019998478949e-05,2.87975571730492e-05,3.9395365266728e-05,0
glucosaminic acid,0.00031396998518963,0.000461934929616947,0.000533754188735764,0.000236619357971761,0.00034623894087846,0.000739921613463685,0.000247279082393937,0.000268939711295532,0.000238892438956227,0.000227331731269111,0.000136764161172992,0.000236547709305047,0.000201915916525921,0.000138092607128838,0.000247850303092372,0.000227396748719119,0.000285771336613285,0.000488990390675859,0.00028994017558468,0.00039971056468729,0.000450982504632194,0.000379115234445847,0.000660069042428248,0.000249586559279217,0.000501328169101848,0.000370761276564354,0.000403820778072043,0.000397865177466385,0.000376075274626072,0.000345929433660247,0.000268696536640018,0.000231527108559861,0.000294976493621933
glucuronic acid,0.000512176572460795,7.43576537584371e-05,0.000114841595975161,3.3139911243813e-05,5.14907062984493e-05,0.000125466653880099,1.8431359015035e-06,3.20107020654653e-06,1.54512943285751e-06,2.23612508075337e-06,1.13499228471078e-06,3.82143564375425e-06,7.16667009465682e-05,6.15512124923289e-05,6.46599976321997e-05,6.78472197679837e-05,7.90563179079973e-05,0.000131786206909104,0.000106610240050517,0.000166722229772808,7.62156397325072e-05,0.000237970592391392,2.68030915510856e-05,2.96342985841047e-06,8.11146550332256e-06,0.000137292449545343,5.07566529069152e-06,3.92783663240166e-06,3.91261626097771e-06,7.06413584040667e-05,0.000113700663937876,2.28837658459937e-05,6.06276489701552e-05
glutathione,1.912401028697e-05,1.21910751830416e-05,3.17868779179536e-05,0,4.56683329273404e-06,3.68118196236545e-05,7.4678740515076e-06,1.65336712998598e-05,1.40566714270731e-05,6.99046990001963e-06,5.66100436212946e-06,1.53771416572303e-05,4.13780303716684e-05,2.35417917827685e-05,1.01704670515037e-05,1.29440444121731e-05,1.22868351723728e-05,1.1159378114451e-05,1.13663066478773e-06,1.10373120998277e-05,8.61930292400963e-07,4.91394631760481e-06,9.71071507177433e-06,3.05483227169792e-06,1.58644403454675e-05,2.97124985957674e-06,6.04835853938433e-06,1.42469569552701e-05,1.1486553196109e-05,5.88557813106449e-06,0,8.22079494696823e-05,1.00268074971549e-05
glyceraldehyde and/or lactic acid,0.000315212927998566,0.000377977997860038,0.00154210956117661,0.000203371840737862,0.000302838041283339,0.000845321178547491,7.45380977381124e-05,0.000173314532311328,0.000229757838037357,9.1625154870187e-05,7.04001341403009e-05,0.000194422034669227,0.000378767754804437,0.000305218324109702,0.00030367710788989,0.000362100468581838,0.00031011531921257,0.00060322631531367,0.000212398107842248,0.000400416333959116,0.000350265770897312,0.000294975179536784,0.000234445945342742,8.09700087552658e-05,0.00021441919044467,0.00021920175434209,0.000154989124352579,0.000226693243924333,0.000148681772910473,0.000296809941605019,0.000187729273144969,0.000273092067277448,0.000195015400522822
glyceric acid and or isomers,0.00266088601919871,0.0208288176080449,0.00650120935274489,0.00490929284960586,0.00863609526491572,0.00851441018794261,0.00166448847689709,0.00305498016442833,0.00507217477288624,0.00133395159919745,0.00157934454064022,0.00289026586330169,0.00186212688694816,0.0017814934369173,0.0016696359025618,0.00202481680476328,0.00222603156789182,0.00495870641153982,0.00381782458354236,0.00539274055203501,0.0120759516197153,0.00308892959721445,0.00456192405166995,0.00131024252551411,0.00390454673504055,0.00405241687523111,0.0030653696079562,0.00505300328227731,0.00202700801585555,0.00171783141595979,0.000791206483843409,0.00107655301692577,0.00119849523795929
glycine,4.02981142106013e-05,7.07850859714485e-05,7.35398967575921e-05,2.97211432557414e-05,5.28321934644625e-05,0.000101492635200782,2.27651715178315e-05,2.45130291912201e-05,2.79509623482304e-05,1.98991689656435e-05,2.19945405655068e-05,2.71752169828738e-05,6.3694094438864e-05,6.36252349807418e-05,8.29818192385025e-05,6.94503528218276e-05,7.08479898021999e-05,4.36872487363083e-05,2.59765455549281e-05,4.56705863024028e-05,4.68053130671486e-05,5.02044117027799e-05,4.80290292774928e-05,2.66318313902203e-05,2.43091081806298e-05,5.21765395984597e-05,2.76148876869557e-05,3.41006654119154e-05,2.50995520564253e-05,7.54124561079435e-05,0.000107723841931555,3.83419566115983e-05,5.44265271402789e-05
guanosine 3,5-cyclic monophosphoric acid,5.09596760831004e-06,4.90289354651456e-06,9.47851813841542e-06,4.12410074379645e-06,3.98033910397155e-06,7.441509553451e-06,0.00188086898494574,0.00185302918096333,0.00131674230546603,0.00167797295570528,0.00131947207994583,0.00161791836777842,1.37649656942695e-05,1.34757569854148e-05,1.69070095606525e-05,1.80240717751683e-05,1.77913147956683e-05,1.42964132134576e-05,4.2007495862597e-06,2.15915164537372e-05,6.63230706739597e-06,6.25520585644908e-06,0.00161695507734643,0.00187100262902228,0.00176417162631066,0.000329715853944346,0.0015154005699729,0.0017040583515125,0.00172114870115693,1.69203346827183e-05,1.5232675516335e-05,1.35756805003751e-05,1.81423400479165e-05
hexosamine,0.000506864925523393,0.000502606986124833,0.000664019197626567,0.000396376745316838,0.000453243629364578,0.000552779306933206,0.00465487260449709,0.00564481826195311,0.00613453298457544,0.00570891373626529,0.00926633699249539,0.00611712654356038,0.000133792030799286,0.000115615337533121,9.87416006731888e-05,9.11105705175083e-05,0.000114132157681056,0.0006340300279507,0.000454803606068058,0.000542901845905982,0.00051772834775303,0.000589933629366859,0.00327681343992863,0.0034126370247841,0.00249214262857204,0.00130587531188316,0.00295315172889262,0.00564815472050782,0.0043299857613005,0.000122633643531421,0.000118725562405987,8.29934919968568e-05,0.000124857682093521
hexose phosphate,0.000218553827767919,0.000229661971381918,0.000200231158833694,9.80216356458709e-05,0.000183095487265132,0.000125642511632261,2.21488527209455e-05,2.50216742107005e-05,2.70561485841587e-05,1.68962552075664e-05,1.56611735990187e-05,1.73225079609913e-05,8.90158011323843e-05,0.000117903684506159,7.09173121706085e-05,9.95749732361524e-05,8.05950570825983e-05,0.000349301004221109,9.18954915441247e-05,0.00012907154499794,0.000223797096249872,0.000122539526452072,6.03832472676868e-05,1.97998216316813e-05,3.64731477190128e-05,0.000105578565344014,2.29565564951662e-05,3.84792352253283e-05,2.7444099632227e-05,0.000115445241291593,0.000208110610560723,9.0725285944048e-05,8.21659253384035e-05
homoserine,0.00120970525365306,0.00599135264708585,0.00646413362391969,0.0019086430022634,0.00596393579025729,0.0056708612076309,0.00154089568361255,0.00327775206968001,0.00470199323137233,0.00154110561450481,0.00119049503635841,0.00383342362494467,0.00161642580154264,0.00148098627348111,0.00207461053147848,0.00167106964750003,0.00186650909417629,0.0013538775961759,0.00138747806076017,0.00339375048924724,0.00162592369732933,0.00135368641064299,0.00577794820224146,0.00160599661310803,0.00461995857784185,0.00167598289531624,0.00438376644840684,0.00595875722726279,0.00188931101897642,0.00226899199061351,0.00104506922703842,0.00134997839896789,0.000802798484615182
inosine,0.000141675997854309,0.00015818026587492,0.000414852660738854,4.11091267986557e-05,7.83489121989005e-05,0.000584356850258161,3.46596536882473e-05,6.6431777014035e-05,9.3126722493899e-05,3.33977295952617e-05,5.02249361963818e-05,6.93535333563885e-05,6.11692509345412e-05,3.25142124570072e-05,6.78910661007738e-05,8.76068488829606e-05,0.000102236674761964,0.000105267809869778,7.35223898023618e-05,0.000152246777642787,7.24933439736315e-05,0.000100849599539587,0.000100322199282249,2.2319570863881e-05,4.32868301759749e-05,5.88711692188912e-05,5.58906703230641e-05,8.06949792087883e-05,4.64633076664009e-05,3.56582100118028e-05,1.1529909002411e-05,2.31195281287546e-05,2.17509504982186e-05
isomer of deoxycarnitine,4.23737447022126e-05,0.000109269828090827,8.17002368120152e-05,0.000147637062365817,2.13521502637088e-05,0.000223256625378367,1.82490357359405e-05,1.90288840098211e-05,1.78244277774167e-05,1.91773306878533e-05,6.28278495538445e-06,2.56522791033809e-05,8.19839293071369e-07,2.15525552003835e-06,3.52697204872875e-05,1.45086693110267e-05,3.50843010085318e-06,2.10543050809137e-05,3.10672478025546e-05,2.75207978069276e-05,5.98465479269135e-05,4.38839767767945e-05,2.52934600462094e-05,2.95898190057754e-05,4.61296535675748e-05,3.07206745749855e-05,1.94327212028084e-05,5.36413608879863e-06,4.96962225855978e-05,1.77144156955916e-05,3.33638123470527e-05,3.6473602595221e-06,1.3773324071588e-05
kynurenine,0.000104022169970988,7.59753195869625e-05,6.4912883860329e-05,7.50159009964923e-05,6.05417984987236e-05,6.36137370096834e-05,7.79068998520753e-05,6.5485333857448e-05,5.98012287487688e-05,7.02203730114508e-05,0.000126035299344524,5.24338464322201e-05,8.94906905618771e-05,8.87757396455142e-05,8.62279463824001e-05,0.000124585098030259,9.84058610532082e-05,0.000109158139606269,9.75750931589174e-05,7.95380902963111e-05,9.14844700754106e-05,0.000108257316180738,6.00378749401356e-05,5.1734668205083e-05,3.61470627302071e-05,8.13729033410483e-05,5.36291497986504e-05,6.08864502478562e-05,5.01224430476372e-05,8.34744501417491e-05,0.000116256359418949,6.34189064546411e-05,0.000118326550096941
lumichrome,1.2455078359836e-05,2.02217224682536e-05,1.78077741799509e-05,2.95452604730948e-05,5.3708532013243e-06,4.64800510644308e-05,5.10904483453007e-05,4.0963220388616e-05,4.44616089279215e-05,5.40432437563798e-05,2.53890390643955e-05,4.11345619010157e-05,1.02638396395212e-05,1.18599148492501e-05,1.91624996462749e-05,1.46529024313318e-05,2.8591336863073e-05,5.68241874376405e-06,1.20378500034434e-05,6.0150305300903e-06,1.53058650851428e-05,1.01683085354001e-05,3.26039551980801e-05,5.73071698918337e-05,5.63002651742666e-05,1.94544484673525e-05,3.80681793064297e-05,2.00672629629814e-05,8.2888443573164e-05,1.89370325631953e-05,7.22264012617125e-05,7.80584469022998e-06,1.69381505806747e-05
maleamic acid,0.0339476617844342,0.0725887802642194,0.0534522498529183,0.0413413264106403,0.0616596772356388,0.054215856006228,0.0286244156437312,0.0356675527121021,0.0599340855154462,0.0249607004043073,0.0331315141659619,0.0481850436016039,0.0137756519181615,0.0114361073369603,0.011560609952953,0.016339095693548,0.0170995858215264,0.0461127189657224,0.0578380914829911,0.0672904126521054,0.0662718606951985,0.0507043685679976,0.0578673361058084,0.0269338770115491,0.0446668160224476,0.0473588364627018,0.0336920430875929,0.0739468076706862,0.0334848604802437,0.00928004569239143,0.003264806760854,0.0107338005970045,0.0086469114949538
malonic acid,0.000323943738409915,0.00302936339994454,0.00226105422975862,0.00077194844837364,0.00368385627819429,0.00191038392157152,0.000694879989633746,0.00382836751862139,0.00516036325173721,0.000819515209745108,0.000544326020455783,0.00353894646548302,0.00290886993297326,0.00255801410297413,0.00264532777556621,0.00358868846568979,0.00353077218084149,0.000297933614058087,0.00044786084522884,0.00142289935802324,0.000400567221378903,0.000356785648573948,0.00347611338515144,0.000775241602546903,0.00391392332098529,0.000587369503981172,0.00429550894711594,0.00461868141408219,0.000869351480103535,0.00246471109940692,0.000606300171696072,0.00221686666119694,0.000627243393511466
mevalonic acid,0.00180559836416019,0.0170138441990279,0.00916197631097232,0.00477781359113306,0.0234265449838046,0.00785507995007266,0.0158014100750299,0.0586064256706718,0.0758152501983367,0.0182892071190357,0.0124539165363212,0.0556844343150957,0.159747130254354,0.183525210718104,0.18214906707664,0.1593194371362,0.190370572140761,0.00203502630844453,0.00320414259821307,0.0133096652217367,0.00518191409370657,0.00327004105588139,0.0641767734180479,0.0171914422146506,0.0655095107031696,0.0086632510040538,0.0760484658304845,0.0710500216862849,0.0206966505562143,0.195601357561707,0.0455038944644123,0.141324119161704,0.0434799594697911
N-acetyl-alanine,0.0151912415599993,0.0104908186618903,0.0125763305847244,0.0164366156026465,0.011934389791103,0.00906685867655082,0.00478548372832085,0.00587087877580641,0.0038130441910581,0.00624962030456203,0.00497100779338044,0.0053810066092035,0.0145961601741319,0.0152579208690194,0.0129645270032641,0.0115518030278619,0.0158856869430858,0.0167664673498217,0.0129406441789624,0.0120883028654792,0.0199072208134168,0.0149286315099371,0.00570334559979302,0.00558804684614144,0.00487295514232718,0.0140482366810274,0.00507827937601849,0.0037438997436591,0.00661631955441902,0.0132798567884598,0.0137204338174679,0.00548768184336734,0.0174971885611536
N-acetyl-serine and/or isomers,0,4.9133046872667e-06,0,0,4.48789376317712e-06,7.31824687849399e-06,2.19895342754441e-05,2.58039207342198e-05,2.20340322437929e-05,3.31356622438428e-05,1.64229591585559e-05,2.21700589212394e-05,0.000110561452360168,0.000184640482899341,4.08447160456455e-05,8.57556823911472e-05,0.000112458015829968,5.98082855127543e-06,3.41039761895769e-06,2.91537027951039e-06,1.7894708564431e-05,2.23951537525569e-06,4.04442604855497e-05,4.94878377433823e-05,6.25438725312749e-05,9.99094895638426e-06,4.55922433118435e-05,4.88235678528884e-05,6.23382755726319e-05,8.1841502762921e-05,6.5976218450933e-05,2.65919237157473e-05,8.40809523325448e-05
N-acetylneuraminic acid,0.00201602692868798,0.000983144514944272,0.0017095859498284,0.000774823765583878,0.000746722682503592,0.00108455394063013,1.09365638076093e-05,1.79669538828391e-05,9.34203356116941e-06,8.71538714326188e-06,1.16950965716479e-05,1.08765887042619e-05,9.24414031980186e-06,7.84625956234822e-06,6.56146779562254e-06,1.40253642591017e-05,9.69433586423062e-06,0.00135900027534048,0.00175329935593148,0.00213781986856783,0.00105275666705412,0.00206003820052447,0.000278680043997531,9.25772124002111e-06,6.76320473804677e-05,0.00140999424509143,4.17380262284635e-05,2.47971616554185e-05,9.21729554702086e-06,8.00504483079858e-06,1.28107444410404e-05,5.52463179922961e-06,1.19171688049987e-05
N-acetylputrescine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30139700880304e-08,0,0,3.07080789154666e-07,0,0,0,0,0,0,0,0,0,0,0
N-acetylserotonin,0.00135138125356833,0.0030731501324949,0.00128997999152521,0.00487528817877388,0.00297374472520172,0.000988887325735783,0.00270239148089615,0.00268030292398429,0.0019903693229081,0.00396954386378592,0.00186075518451445,0.00221271780338241,0.00387136233777136,0.00648526556052609,0.00519784691697076,0.00632447572732314,0.00455376713793837,0.00316485741124292,0.00157333788160189,0.00124910746493904,0.00414785698816866,0.00190539266784614,0.00236873080619987,0.00319871860660246,0.00306052183358842,0.0027672947769277,0.00291367961121774,0.00179678668185472,0.00399293750669974,0.00584882696057175,0.00516041973942856,0.00197617627130747,0.00578101772253971
NAD+,0.000137927782304683,0.00010028635168927,0.000132064987467663,7.2902467056425e-05,7.82051158122432e-05,0.00016338430842737,3.00782088720686e-05,2.061594535598e-05,2.46051088360788e-05,3.21241165377097e-05,1.72047705390437e-05,2.37667951739982e-05,9.29394436882213e-05,7.99703571311815e-05,9.41017488752876e-05,6.10813007708915e-05,0.000144921008326449,0.000172313053410416,9.63300380436298e-05,8.2356085653195e-05,0.000141676494035054,0.000158252571059577,4.83693875344175e-05,2.75160781148946e-05,3.22672433184508e-05,0.000110967427862208,1.9933255219484e-05,1.8612235755107e-05,2.80837155121973e-05,8.84834605942639e-05,8.23065412611469e-05,3.94737839402744e-05,6.88087275998275e-05
nicotinamide mononucleotide,0.000476299084451836,0.00058574056917173,0.000710969258431361,0.000400825241087137,0.000574444432723821,0.000597174211487468,8.97947611118523e-05,0.000154513539406325,0.000114440748414271,0.000120599339895177,9.66298682238639e-05,0.00014879507474438,0.000184050559635278,0.000138870652045245,0.000268158182516658,0.000246200933074531,0.000235235149628973,0.000442709097879981,0.000472119882156807,0.000737658232269809,0.000462055215285817,0.00051389449633028,0.000196696210795247,0.000153408278252703,0.000280240422542948,0.000383168167592459,0.000222721277108063,0.000328609456381784,0.000191971413802444,0.000239274081411449,0.000141797227302789,0.00010183885020872,0.000123338874686271
o-acetyl-serine,0,0,0,0,0,0,0.00107929104734044,0.00128705940772656,0.000880799974785899,0.00119576909844614,0.00085451218964101,0.00093363929765845,5.21985886390556e-06,4.16202376672204e-06,5.86959199239248e-06,5.05532797491139e-06,4.05166201685466e-06,0,0,1.51204786859093e-05,0,0,0.000840197865197727,0.00123125970749191,0.0011954596604099,0.000330437673245699,0.00133099109844969,0.000874456108507928,0.00128952819570071,6.39444538669592e-06,6.1790199463652e-06,7.28911913343677e-07,4.0432305807311e-06
ophthalmic acid,0.00124891182738283,9.64885177627385e-05,0.00119174939059417,1.80435001139071e-05,6.26789131733106e-06,0.00066712754093585,0.000597362237118439,0.000240201589019418,0.000251868095180994,0.000483957928603883,0.00049844343786055,0.000422701862868341,8.75738477319171e-06,6.7266129293107e-06,1.2602644847373e-05,8.81872264363519e-06,8.74237611016766e-06,0.0017081433171778,0.000135548642559939,0.000133709326183332,0.000107899099590007,0.000355191576633394,0.000522686809780138,0.00054429145304538,0.000229766637648635,0.000380744626347278,0.000340941115102623,0.000584804250159338,0.000332764692835435,9.59111747638038e-06,1.14633262262717e-05,8.30390941313846e-06,1.85023579699892e-05
ornithine,0.000137927782304683,0.00010028635168927,0.000132064987467663,7.2902467056425e-05,7.82051158122432e-05,0.00016338430842737,3.00782088720686e-05,2.061594535598e-05,2.46051088360788e-05,3.21241165377097e-05,1.72047705390437e-05,2.37667951739982e-05,9.29394436882213e-05,7.99703571311815e-05,9.41017488752876e-05,6.10813007708915e-05,0.000144921008326449,0.000172313053410416,9.63300380436298e-05,8.2356085653195e-05,0.000141676494035054,0.000158252571059577,4.83693875344175e-05,2.75160781148946e-05,3.22672433184508e-05,0.000110967427862208,1.9933255219484e-05,1.8612235755107e-05,2.80837155121973e-05,8.84834605942639e-05,8.23065412611469e-05,3.94737839402744e-05,6.88087275998275e-05
orotic acid,0.000648925442359945,0.00137731943429641,0.000586771081155257,0.00174929139426752,0.001615397539486,0.000607662331683841,9.56498492353017e-05,0.000236955832491106,0.000173822018202582,0.000120289025972523,4.10015767996545e-05,0.000154155142688831,7.72847716144119e-05,9.62311187474655e-05,0.000114983071944401,9.71756973977419e-05,9.43389272143891e-05,0.00088095009363546,0.000503217712960199,0.000504381205165409,0.000942812520061038,0.00054015000167661,0.000535994291725364,0.000101975589882844,0.000210996121567362,0.000662007941627707,0.000302603398683606,0.000103482655491611,0.000169969320668831,0.000131032698417371,0.000210324857720764,4.19931036876247e-05,5.86982150752101e-05
putrescine,0.000552506760626213,0.000183623068401501,0.000307968469669821,0.000321069606789101,0.000303290733981191,0.000196618151560454,0.000363415460917,0.000229182543175854,0.000151018724479315,0.000465104455848396,0.000260319958938525,0.00018549015895289,2.90447901274615e-05,2.75542027402383e-05,5.65180608681318e-05,5.38079501833508e-05,5.51682957760222e-05,0.000735487368925093,0.00025482110707564,0.000323549229227747,0.000390807460573897,0.000422711566563203,0.00023295843487702,0.000394258515963978,0.000181384622042133,0.000548937846844234,0.000310530890925725,0.000138299486687571,0.000389407884104552,0.000105128363698783,0.00022593259402607,3.73735844063068e-06,7.4121685932489e-05
pyridoxamine,0.000552506760626213,0.000183623068401501,0.000307968469669821,0.000321069606789101,0.000303290733981191,0.000196618151560454,0.000363415460917,0.000229182543175854,0.000151018724479315,0.000465104455848396,0.000260319958938525,0.00018549015895289,2.90447901274615e-05,2.75542027402383e-05,5.65180608681318e-05,5.38079501833508e-05,5.51682957760222e-05,0.000735487368925093,0.00025482110707564,0.000323549229227747,0.000390807460573897,0.000422711566563203,0.00023295843487702,0.000394258515963978,0.000181384622042133,0.000548937846844234,0.000310530890925725,0.000138299486687571,0.000389407884104552,0.000105128363698783,0.00022593259402607,3.73735844063068e-06,7.4121685932489e-05
pyruvic acid,0.00126368087293798,0.000248966352788624,0.000505299690162256,0.000351393475220576,0.000342979876813451,0.000244087857012386,0.00019896784171869,0.000147095784977785,8.64932750401551e-05,0.000246453770517891,0.000219811824977782,0.000152994154503614,0.000300395925261126,0.000237378917487187,0.000365033968735003,0.000270200512185889,0.000553133068493707,0.0013260663161677,0.000654484233178595,0.000666199727575465,0.00083198748611321,0.0011503215966316,0.000116617534473446,0.000179531369442238,0.00010660517823516,0.000863854160823565,0.000113114504269862,0.000101061276824963,0.00015527167710227,0.000329994529946307,0.000921840085510726,0.000121283127566038,0.000562852843225443
riboflavin,0.00126368087293798,0.000248966352788624,0.000505299690162256,0.000351393475220576,0.000342979876813451,0.000244087857012386,0.00019896784171869,0.000147095784977785,8.64932750401551e-05,0.000246453770517891,0.000219811824977782,0.000152994154503614,0.000300395925261126,0.000237378917487187,0.000365033968735003,0.000270200512185889,0.000553133068493707,0.0013260663161677,0.000654484233178595,0.000666199727575465,0.00083198748611321,0.0011503215966316,0.000116617534473446,0.000179531369442238,0.00010660517823516,0.000863854160823565,0.000113114504269862,0.000101061276824963,0.00015527167710227,0.000329994529946307,0.000921840085510726,0.000121283127566038,0.000562852843225443
S-(5-adenosyl)-homocysteine,3.9041642103393e-06,5.05834075807232e-06,2.94785297256643e-07,6.89293995540601e-06,3.93347883792801e-06,3.47600295089709e-06,6.19820521430501e-06,2.90953707010044e-06,3.18306203683193e-06,7.70229529557798e-06,1.42197284996082e-06,2.01282797241893e-06,5.78481387058707e-06,1.38246702517342e-05,2.42673229250163e-06,6.38369362955926e-06,7.10578529499489e-06,3.61215650264157e-06,3.60300153300087e-06,2.64368825902616e-06,5.59608158275239e-06,2.1633781326716e-06,3.89816851742534e-06,5.93062842168155e-06,7.09758362422014e-06,2.06632853079668e-06,3.72085663743297e-06,2.96683917082829e-06,7.44231324247294e-06,5.28352807438578e-06,3.78789006412522e-06,4.01725391239583e-06,7.49444995684444e-06
S-(5-adenosyl)-methionine,0.000239542169611106,0.00241964299416817,0.000450519362286147,0.00285621854144579,0.00207001504456127,0.000645056941288175,0.00159073969504897,0.00196310455772766,0.00202086188580667,0.00243538933236513,0.00105975148192849,0.00180259316924573,0.0048820406443573,0.00883531828872661,0.00385560640161778,0.00701038283769888,0.00351161553305092,0.000810088221099357,0.000797070667026351,0.000705740158007358,0.00241655377574579,0.000385877165472232,0.0025850570242738,0.00192860888065262,0.00269676528745497,0.00108675756047002,0.00301178985545917,0.00140937365224713,0.00276711479045258,0.0049911984563167,0.00404243235235352,0.00104119911148588,0.00418132152690657
shikimic acid and or isomers,2.35643028721858e-06,2.30969815311316e-05,1.99868068216458e-06,4.24857412847051e-05,1.5195963009466e-05,6.73819102346639e-06,4.26974367055555e-05,4.8891480996147e-05,5.22989282493846e-05,7.04888998424234e-05,6.56132231731804e-05,5.55726296920373e-05,0.000139134379856988,0.000165131950339347,4.10742601346619e-05,6.33387559593379e-05,3.92895352326085e-05,2.10669239737708e-05,1.65221449771164e-05,8.65463549124031e-06,5.84895399324184e-05,4.90884962947477e-06,5.61321630953139e-05,5.62666345614499e-05,7.34247309778999e-05,2.07328415561126e-05,7.64936308219362e-05,8.18371948706181e-05,8.4931153586516e-05,4.38057385487868e-05,6.01199668837939e-05,9.67733390697275e-06,8.6564389853578e-05
