"","Medicago-1d.1","Medicago-1d.2","Medicago-1d.3","Medicago-1d.4","Medicago-00h.1","Medicago-00h.2","Medicago-00h.3","Medicago-00h.4","Medicago-02h.1","Medicago-02h.2","Medicago-02h.3","Medicago-02h.4","Medicago-04h.1","Medicago-04h.2","Medicago-04h.3","Medicago-04h.4","Medicago-4d.1","Medicago-4d.2","Medicago-4d.3","Medicago-4d.4","Medicago-p5h.1","Medicago-p5h.2","Medicago-p5h.3","Medicago-p5h.4","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","id","PCone"
"trigonelline and unresolvable, unidentified isomers",0.0704615259201746,0.0872349337594761,0.143335884204415,0.111257058719524,0.160773160061195,0.25613370891465,0.271565946538732,0.0434463883718088,0.0865779589908864,0.0711501104781566,0.224527196584684,0.280514592671101,0.0885238077038367,0.0807460048762353,0.107980752237569,0.1226646386681,0.0893123607364703,0.226748236197884,0.194885489851656,0.193074091535132,0.0583390315735528,0.193923438827705,0.00838787408416206,0.00659307864949724,-0.0205271881522772,0.294347402726868,-0.0768952161322566,0.835704017985688,0.145033921865743,-0.168994721652509,-0.158825940674039,0.175979952859939,0.0345324822281984,-0.0915388225680938,-0.123601990638929,-0.0525740731728783,-0.0685963983288344,0.096850206614467,-0.0485513316007738,0.0263578939023536,-0.0513560788312548,0.0290049152237197,0.0704805015274174,0.00656563856917317,0.073900277967549,-0.0679057502328629,0.0242643693125016,-0.111094372308326,"trigonelline and unresolvable, unidentified isomers",0.00042136545343899
"tyrosine",0.000137436767720866,0.000123347100111178,3.4717536216454e-05,1.68181365803476e-05,9.65981292805796e-05,0.000538542221368694,2.24634635791625e-05,5.59640936812904e-05,0.00136119428543249,1.55142567232585e-05,0,0,7.27857856878632e-05,3.91939677353583e-05,8.42051507725575e-06,6.51135925736054e-05,9.644204442011e-05,6.85379081234501e-05,3.08648496726001e-05,3.26005580599091e-05,0.000124209707908488,3.62665436022216e-05,6.03274496643014e-05,4.64244387150537e-05,-0.00057573256650157,0.00017059793484841,0.000716553349404741,-0.000358017420766588,0.000131635670704646,0.00105616699096409,-0.000714104764176174,0.00287659789192949,0.00216779973622328,0.00862450030788152,-0.00579614714038741,0.00731555049119287,-0.00141702290187498,-0.0018928903316387,-0.0021578741627399,0.00162635383064642,0.000477972330440726,0.00275058449502269,0.000731055264086345,-0.0125500592265879,0.0168034903764315,-0.0327396230658902,-0.0243093920418201,-0.0062322681063542,"tyrosine",3.31467988130485e-07
"unidentified isomer of 3-hydroxyanthranilic acid",7.77208382539097e-05,1.37663866492034e-05,0.00259554622846979,9.97899833395188e-05,0.000142521324368554,6.96377228402828e-06,0.000220157932474286,0.000256610838616878,0.000709692696748748,7.23694838583602e-06,0.000513884372561821,0.000162779456843961,7.02398707644665e-05,1.44862778870794e-05,0.000197459223321764,8.83205962186776e-05,0.000348336272580944,0.00026078875960547,0.000443020559743143,0.000349003968921866,0.000166416893546854,2.76767583874914e-06,0.000693303785485563,0.000361625949469529,0.000726276838766544,0.000783884444315614,-0.00126582747427048,-0.000555669218355891,-0.0014445121807638,0.00106223130895913,-0.00305191119089555,-0.00234516279188586,-0.000119877586611685,0.00509957934787876,-0.00688347881246023,-0.005769564989261,-0.00176582954194812,-0.013383732653069,-0.0362528576794494,-0.0406088328846803,0.0108537779565923,0.0131977537503383,-0.0124907413261754,-0.0404438689986058,0.0296032253771248,-0.0149232780607984,0.06486636174825,0.0152945149014996,"unidentified isomer of 3-hydroxyanthranilic acid",5.27478046528724e-07
"unidentified isomer of cytidine",0.0267795862507164,0.0384808470023172,0.00354573970182554,0.0263180707431213,0.0456276479639041,0.00950230409463121,0.00105544639103247,0.00175200182306686,0.0180485032570326,0.038107839801877,0,0,0.0418872769821167,0.0490815421491445,0.00310918029519568,0.00206524276236357,0.00921855395316106,0.0282041888670213,0.0236905762994093,0.0374276867393762,0.021765847617708,0.0170522378841988,0.00189879203268484,0.0014348358917344,-0.0525559605629553,0.0187979849809116,0.0289108077223169,-0.0388397034465788,0.0149585047973783,0.0837974538471508,0.145450202231186,-0.136251984110034,0.340823086109762,-0.330080249103935,0.0990542061946816,-0.0401788506296431,0.144468354627423,0.58072229054281,0.161821990630073,0.069953564081401,0.188198534900384,-0.285449564085825,0.22401025398439,0.135700536622936,-0.0892274959957629,0.0139069012577573,0.00170724873209036,-0.0412912069525379,"unidentified isomer of cytidine",0.00276212899069491
"unidentified isomer of nicotine",0,0,0,0,0,0,0,0.114953290562356,0,0.0174479120456236,0,0,0,0,0,0,0,0,0,0,0,0,0.0201259320211124,0,0.0168713054381465,-0.037750199403198,-0.0600636467543939,-0.0619772029630556,-0.0697403261939981,0.033691313009273,0.477287155719139,0.390318848099981,-0.455624500969652,0.0223862743198249,0.0365622342780462,-0.00832594482984959,-0.083489744668984,0.362012097820494,-0.0938345557926995,-0.20055756906964,0.0819327179913582,0.137366758094916,0.0745737942233418,-0.234215704559874,-0.00355887594370738,-0.130958059061877,0.0681072683223695,-0.0922191973349167,"unidentified isomer of nicotine",0.000284640947187233
"unidentified isomer of nicotinic acid",0.00026581783166605,2.37394632172886e-05,0.000467687655922302,0.00028361110991469,0,0,0,0,3.83139369493376e-06,1.79383456338377e-06,0.000143749854936272,7.45811816472527e-05,2.74483958954919e-05,1.15527008446331e-05,1.87997034661729e-05,0.00017078052791615,7.73592047507368e-05,8.21878104255492e-05,0.000371929000215044,0.000498226068080299,6.60306196155932e-05,6.04434223180736e-05,0,0,-5.21003287206171e-06,0.000488693741103285,-0.000691667000256013,0.000181730542626289,-0.000607504028724418,5.22487649795867e-05,-0.000154540598273091,-0.0032651139339531,-4.33139562510378e-05,0.000789537953233722,0.000921196054972996,0.000188546089554744,0.0025400300686586,-0.00102985738583437,-0.00404925920351211,-0.00795004778235813,0.00508298085281076,0.000369514626305562,0.00542051165330974,0.00213151767026299,-0.00110545998842923,-0.00109018132638734,-0.00848658601618735,0.00122995028578608,"unidentified isomer of nicotinic acid",2.71444425279635e-11
"unidentified isomer of valine",0,5.17727490232499e-05,0,0,0,0,0,0,0,6.27731035148708e-05,0,0,0,0,0,0,0,0,0,0,0,0.00234363664512374,0,0,-6.10992663675967e-05,-0.000498742551100161,0.00127165736721058,0.00143452353728797,0.00018217870797511,5.09528374029839e-05,-0.000529004609415283,0.00290170873154264,0.00062821105670255,-0.000429974405636672,0.00659662691308522,0.00680656997998353,-0.00592560981385704,-0.0067212592065337,-0.00898951853498432,-0.00296235430006853,0.0573048522788063,-0.0322067934442091,-0.0082162901330834,0.0429399804052692,-0.044321938411413,0.0216895742696446,0.0400378238451252,0.03180086216245,"unidentified isomer of valine",3.73312035065854e-09
"uracil",0.000110035937916847,5.52089326162444e-05,7.84381921623827e-05,4.49906326303253e-05,0.000111760474637605,1.82805064272484e-05,2.32250279695276e-05,5.60544113372691e-05,0,0,0,0,5.14018695622797e-05,3.42199390858058e-05,4.99222082582389e-05,0.000192188980721064,0.00020234982403776,0.00211668858337972,0.000116655524321531,0.000219515968674041,5.53684524804577e-05,5.69470942736017e-06,3.90194153115654e-05,7.17516701147614e-05,-0.000694712077607141,0.000625315902257217,-0.00038360374467551,0.000903148098541398,-0.00109293826373731,-0.00104722778341154,0.000627445622181744,-0.00252189271623444,0.000201012658554634,-0.000155575203705022,-0.000150782256337335,-0.00298999298751809,-0.0150308446346153,0.0167043689726002,-0.0173603030873975,0.0159957288472766,-0.0206430421537893,-0.0079540697584277,-0.0477679301791277,-0.00972828726647618,-0.0149567839150431,0.0529657394844969,-0.0145323473998858,-0.0189652863201613,"uracil",4.8262487077323e-07
"vanillic acid",0.0275479182485405,0.0236000948093908,0.0540290599880125,0.0592508100102755,0.000775963769222088,0.000283098092816467,0.00147112221996268,0.00141727203707355,0.00456605507182414,0.00426734943486505,0.0348315396729326,0.0221047334045215,0.00058892800637899,0.0172945907799952,0.00266886954617613,0.0923550051485835,0.0182804036712865,0.0536060486558542,0.0487421007711031,0.0627479677314472,0.00596013338588876,0.00289786759092384,0.00109438539970637,0.00238895007718089,-0.00660594002199974,0.0305615316888703,-0.0788493837981964,0.0785679738410363,-0.10107800083691,-0.153386860959762,0.118268886423576,-0.758154815013031,-0.0531737058215104,0.195532200611232,-0.118219091899781,0.146533188763082,-0.144730271733827,0.0114192650604311,-0.139178853614069,-0.134180732439676,-0.0309057928419369,-0.073364239314727,0.184493237301897,-0.272696917456653,-0.0221303515275303,-0.0641925202204026,0.0743999289398004,-0.101046531719075,"vanillic acid",4.36384435742579e-05
"xanthine",0.012566564380351,0.000145435296093324,0.000613182027961134,2.15677503095761e-05,0.0256176298940137,0.000170142020176983,0.000743466001737866,0.0225633395094877,0.0132662341654433,0,0,0,0.0198635244339692,0.0012981567735063,0.00672381510273184,0,0.00796514884194609,0.0091023227333877,0.0119208655885406,0.000496329100076576,0.0151986441426145,0,0,0,-0.0161870832163261,0.0110229811298767,-0.0391366296184326,-0.042287438673695,0.0430631112778891,0.0471598907832121,0.0736475885086032,0.0752066448228152,-0.0313496830065422,-0.0274695568740353,0.0229049762208806,0.0563104150363885,-0.114563203500846,0.0682001544151011,-0.146901684154743,0.282137132716159,0.0257764597632044,-0.061896785267875,-0.00962748311625751,-0.181987288741589,0.434117776831874,0.201031316783237,-0.0191871509490109,-0.0744203564637364,"xanthine",0.000262021663052266
