"","exudate-EOD-Arabidopsis-1-451-1","exudate-EOD-Arabidopsis-2-452-1","exudate-EOD-Arabidopsis-3-453-1","exudate-EOD-Arabidopsis-4-454-1","exudate-EOD-Arabidopsis-5-455-1","exudate-EOD-Arabidopsis-6-456-1","exudate-EOD-Arabidopsis-7-457-1","exudate-EOD-Arabidopsis-8-458-1","exudate-EOD-Brachy-1-433-1","exudate-EOD-Brachy-2-434-1","exudate-EOD-Brachy-3-436-1","exudate-EOD-Brachy-4-437-1","exudate-EOD-Brachy-5-438-1","exudate-EOD-Brachy-6-439-1","exudate-EOD-Brachy-7-440-1","exudate-EOD-Medicago-1-442-1","exudate-EOD-Medicago-2-444-1","exudate-EOD-Medicago-3-449-1","exudate-EOD-TxCtrl-1-441-1","exudate-EOD-TxCtrl-2-450-1","exudate-EOD-TxCtrl-3-459-1","exudate-EOD-TxCtrl-4-460-1","exudate-EON-Arabidopsis-1-451-2","exudate-EON-Arabidopsis-2-452-2","exudate-EON-Arabidopsis-3-453-2","exudate-EON-Arabidopsis-4-454-2","exudate-EON-Arabidopsis-5-455-2","exudate-EON-Arabidopsis-6-456-2","exudate-EON-Arabidopsis-7-457-2","exudate-EON-Arabidopsis-8-458-2","exudate-EON-Brachy-1-433-2","exudate-EON-Brachy-2-434-2","exudate-EON-Brachy-3-436-2","exudate-EON-Brachy-4-437-2","exudate-EON-Brachy-5-438-2","exudate-EON-Brachy-6-439-2","exudate-EON-Brachy-7-440-2","exudate-EON-Medicago-1-442-2","exudate-EON-Medicago-2-444-2","exudate-EON-Medicago-3-449-2","exudate-EON-TxCtrl-1-441-2","exudate-EON-TxCtrl-2-450-2","exudate-EON-TxCtrl-3-459-2","exudate-EON-TxCtrl-4-460-2","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","id","PCone"
"deoxycytidine",0.000234675614285201,0.000222343671191497,0.000136431972128064,0.000182332558379224,0,0.000148587324173338,0.000102266706100879,4.68395198292383e-05,0.000416448132686353,0.000502683554059999,0.000277530024571064,0.00056159052413658,0.000758660840878463,0.000553282039882641,0.000145487867253838,0.000216425336868787,0.000255084594817452,0.000420877107436355,0,0,0,0,8.70726930751186e-05,0.000237138451609358,0.000167700101509815,7.10079230280326e-05,6.03159434601107e-05,0.000167616437937806,7.41155788677321e-05,6.30054131250694e-05,0.000233839376680888,0.000442975094798666,0.000694568979566768,0.000295155942603193,0.000202722510804303,0.000308465827439796,0,0.000385758645633125,5.49422611708601e-05,0.000528873193195925,0,0,0,0,-0.000389918545806153,-0.000744115063189284,-0.00161071970072926,0.000616418577815421,-0.000238930571994276,-0.00061317640006573,0.000401753028844485,0.00198196987751628,-0.00303369686972868,0.000922875857629578,-0.00666989199595024,-0.00652065653946089,-0.000409944777867321,-0.00320862339479767,-0.000642525004579967,0.00790585287904958,0.00974438218762901,-0.00901881933502279,0.00171407736789062,-0.00216564272379429,-0.000879915959787897,-0.0123557420057721,0.00975119942032089,-0.00373130399150701,0.0175834448155369,0.0082530314539219,0.00306527130785586,-0.0051705182270852,-0.0259185281643048,-0.00480792982357592,-0.074014032413532,-0.0189315876703649,0.0604074648036108,0.0183924961673728,0.0233961353668544,-0.0656361586549059,0.158755796443719,-0.00691789974722759,0.011367500732694,0.103164399239078,0.163053539517186,-0.0665522221934437,0.336632245981695,-0.00591885827577157,"deoxycytidine",1.52036472363585e-07
"dihexose (ex. sucrose, palatinose)",0.00380255638757796,0.0220845018592707,0.00749877538226738,0.0149032710682751,0.0123129210537724,0.00654751840262091,0.00753934963548326,0.00289754321828661,0.00245203382910889,0.00375022350044897,0.00506783567388524,0.00114975628376864,0.000962309267534442,0.00321836192749272,0.00398857430340921,0.00249988178522766,0.0023073138153295,0.00173621882602465,0.011426530841825,0.016092654067898,0.0156870288239911,0.0149549130010476,0.00916833495533714,0.002960105591266,0.00528902635820783,0.00575052876156674,0.00392829470362303,0.00268107434600689,0.00716815574209504,0.0148815268092463,0.00297734234237688,0.00184270252873292,0.00306116715836761,0.00410284421500765,0.00498584318487974,0.00377921019775093,0.00161957163515898,0.00204753864694651,0.00343802966775201,0.0022514603003607,0.016778517515845,0.0166508894385455,0.0899370390436781,0.0394843493983654,0.018817597526803,0.0192332924241407,0.0607467009686126,-0.121658149371553,-0.0555746881278049,0.112850885422113,0.0665529304261635,-0.113523406973038,0.212176688413332,0.875499515607878,0.0742309562859211,0.00863454348847262,0.154612094576339,-0.102418913607242,-0.120608277277481,0.101893071595973,0.0792637132967062,0.127255021330858,0.0405975126311271,0.0142447316658859,-0.027011908557407,-0.0884005120287009,-0.0229037588263611,0.0312436720850967,-0.0448624997560946,0.00997705306666547,0.0335978280130438,-0.0958728853465378,0.0163905729840728,0.00299009262259758,0.00717166938755331,0.00921127983123748,-0.0159809278063466,0.00792927892930385,-0.0232438805112915,-0.00935611571916739,-0.000881159666455843,-0.00167632548963845,0.00171265014821123,0.00948516284959249,-0.0449973211403899,-0.0253655832619425,0.00576675190759081,-0.0446338870682653,"dihexose (ex. sucrose, palatinose)",0.000354101976680743
"dihexose (ex. trehalose, melibiose)",0.000211789961872075,0.000264419823778788,0.000238273639054357,0.000229602598686743,0.000271139573069826,0.000344091882821591,0.000201972780612161,0.000165469954723263,0,0,2.00402578938459e-05,0,0,0,0,0,0,0,0,0,0,0,0.000129697512036721,0.000195577155784323,0.000240081662431756,0.000234012968176318,0.000113715414815774,0.000199337722446526,0.000218090072575423,0.000166043693668489,0,0,0,1.15905370456475e-05,0,0,0,0,0,0,0,0,0,0,-0.000225761293434184,0.000462845469833915,0.0012959050272136,0.000464376368330338,0.000148770818348814,6.83040678855111e-05,0.000412882815240196,0.000432498652473372,0.00034747273112085,-0.000831258728578523,0.00143355415071388,0.00244388643048358,0.00178900617935854,0.000818651808660153,0.000393321381744208,0.00100805868840851,-0.000146218216569437,-0.00103085413260011,-0.00200345288933071,-0.000470488497422146,4.3624832620125e-05,0.0018223057383366,0.00346774536017745,-0.00244142897055635,0.00264375983675227,0.00623851099168293,-0.00238839360682286,-0.00792006186167582,0.000993691793402057,0.00659706806764349,-0.00970188515888207,-0.00501793388616939,-0.00222174876752754,-0.00855673248158229,-0.00115717022113737,-0.000498780304781461,0.00223226382149092,-0.00324227420488829,0.00826956224831643,-0.00360536129185117,0.0127360379556252,0.0241205630272383,-0.0228647514433486,-0.00525249081853101,"dihexose (ex. trehalose, melibiose)",5.09681616130758e-08
"ferulic acid",7.87879221727343e-05,0.000106481545316882,0.000151985183973888,0.000202904588507275,0.000301061768281449,0.000393867217710896,0.000125916533933968,0.00013040220591339,5.56342129827246e-05,0,9.9261282577351e-05,4.13574030252535e-05,4.79561693754132e-05,7.27457195185656e-05,0,0.000241717654409862,0.000509524346205329,0.000129061920894494,8.38640143927586e-05,0,0.000206882168127699,0.000122391179954947,0.000143649480521591,0.000104677820105514,7.12459672886461e-05,7.20589193177524e-05,5.53783574584191e-05,5.84224239060187e-05,6.2872682238951e-05,7.48319950458835e-05,0.000258466612964987,0.00010606456707556,6.82373483095702e-05,0.000119623958043981,9.86697234326307e-05,9.59232889379545e-05,0,0.000312961505659739,0,5.27197682456373e-05,0,0.000177446845584704,0.000595191333356404,0,1.39842744996854e-05,0.000313313775262507,-5.1006045960984e-05,-0.000202062682296984,-0.00185902335810616,7.30691307128961e-05,0.000396503449703901,0.000515560760754746,0.00068672918603083,0.00414893445441825,0.00241865868520061,0.00270233559294671,0.00298636058024531,0.00103012616582618,-0.0071078192182034,-0.00307403245614017,0.0024351831362257,-0.00475843594524398,0.0020267771686031,-0.00608911154417226,-0.00381943730464934,-0.012426093852617,-0.000675653594814976,0.0239056183490809,0.0152379930820388,0.0618201732000165,-0.0124377547555875,-0.014170604183702,0.0265515159223503,0.0207534812326873,-0.00225525255273729,-0.00710832697045474,-0.0104009200627017,0.105763016535976,0.00791406351322321,0.0594417277303625,-0.0769843276018545,0.0284481473345532,-0.0480266590878773,-0.0224686314682037,-0.0442678011142692,-0.104052521854235,0.107213164792976,0.0180229390411804,"ferulic acid",1.95559933282552e-10
"fumaric acid",0.00223163154276468,3.91877041567665e-05,0.000320379327195352,0.000448802824384607,0.000582087560803807,0.00101266113166238,0.000288442378722978,0.000584764575811347,2.39466674760431e-05,0,3.33822075323831e-05,2.53827187827374e-05,0.000160392931108889,3.00467957967697e-05,0,5.66798724506239e-05,0.00012727022972861,4.66291700997124e-05,0,0.000208927879142678,0.00010071948666826,0.000104763056381983,0.000458581129362981,0.0010628710891433,0.00110356905934336,0.000390928718499467,0.000497538159230576,0.000455748491353809,0.000839439997323176,0.000307766597736935,3.90211784029395e-05,2.547122704789e-05,0.0001390839703081,0,4.5887066484025e-05,0,0,5.13438955613949e-05,0.000101730802619797,8.2323808516432e-05,0,0,0.000157245187253638,0,-0.000366484982965518,0.00140386630960269,0.00359742440902642,0.00118589312118752,0.000506925908852046,-0.000149427072353977,0.00452261881497356,0.000896579743889047,-0.000176257822325554,-0.0094743947892862,-0.00226566979466392,-0.000790159326648354,0.0223743391540258,-0.0164502952089105,0.0133710589174786,-0.00481752442640672,0.00568760280266182,-0.0244342092275685,-0.00443778736590236,-0.00976280292148589,-0.0268951943044397,0.0197817266645849,0.0799911858271809,-0.013053668593137,-0.0650189830647648,0.0951892894605739,0.0344870935444859,-0.016117230360544,0.00730718313338352,0.0177772241879084,0.0318619950218237,-0.0308401148538342,-0.0442053443166485,0.0501848989414867,0.135263384232818,0.222529968308779,0.159232612846462,-0.000613975127766474,0.346420770475882,-0.0183012849062432,0.156868623510736,0.0871805418205991,0.03573185496076,-0.138454821399318,"fumaric acid",1.34311242739236e-07
"gluconic acid",0.00169436535882357,0.00185851319295973,0.00158479041074698,0.000195059258441822,0.000909077694042905,0.00173357378887805,0.00258892603421847,0.000874814300667923,0.000383561915862153,0.000744178091012622,0.000404624016235619,0.000404569739251309,0.000186137622764728,0.000672782653076966,0.00173470373131608,0.00361975725605419,0.00301817996754517,0.00144978813125229,0,0,0,0,0.000863940067142503,0.00045242707806403,0.00102047746442769,0.00127854122612061,0.000343310149917627,0,0.00207797172447473,0.000983397272511825,0,0,7.21756083146473e-05,7.69703007917848e-05,7.90568290990606e-05,0.000141484021731405,0,0.00213273416476507,0.00160845960296394,0.00181260744569773,0,0,0,0,-0.00113957442656824,0.00512881367551856,-0.00420006089589892,0.00416170284607241,-0.00912112083775138,-0.00256773431457194,-0.00341173459972198,0.00957952399062167,-0.00793006778459525,-0.0066023870783054,0.00128151248336586,-0.00470397688425332,0.023797033157613,0.0111388602797285,-0.0498976768257244,-0.0145682909894161,-0.0460535129317829,0.0218559589039653,0.0151784182383817,0.0192634174239427,-0.00268988073758432,0.0453210983200629,0.0330220382352171,-0.16434862063183,-0.0920856539426106,0.0629541330009419,0.167686504556798,-0.0465628872808335,0.198942231710535,-0.165955257347216,-0.0441735604539896,-0.00476760969585965,0.236521186294644,-0.299773796569732,-0.116601156015713,0.31208061678536,0.1152964753228,-0.452786825453144,0.150375376189984,0.113219590674458,0.120869073742537,0.0814317661696551,-0.0966284265625714,-0.0845224221753657,"gluconic acid",1.29862987368833e-06
"glucuronolactone",0.000440593754952396,0.000452206435453485,0.00115892580545167,0.000147992030530566,0.000355582604903598,9.0476200946864e-05,0.00012345026091817,0.000221631583366099,4.04594493199503e-05,4.61358305619507e-05,7.13028161549218e-05,3.42222776432925e-05,0,4.84833949387359e-05,0,0.000214068503620439,0,6.19793800084163e-05,5.8393837860187e-05,0,0.00014482332866824,0,0.000947454881997735,0.000422949126302888,0.000121911146216233,0.000401721990763995,0.000395740568903823,0.000453322088199048,0.000336379135234146,0.00126298087172665,6.74402059933914e-05,0,0.000104818818014341,8.64423394803944e-05,5.62751637864919e-05,7.43420072959256e-05,0,0.000155486860128026,0.000257225523782698,0.000181225023911854,6.97618116819129e-05,0,0.000281313350573495,0.000289956228757499,-0.000361573890381068,0.000973634933905375,0.00189747343136113,4.94148721830587e-05,0.000102793926749792,0.00201498177808558,-0.00116408252578604,-0.00103187823042863,0.00165498558099359,-0.000118479111045741,0.00100279788982888,0.00419372527988616,-0.00221119727756923,-0.00140918353227305,-0.00398142000673446,-0.00215180549911699,0.0125346041230689,0.0113804199079245,0.0169069056693346,-0.00802745933230564,0.0102565005981325,-0.000498792152799542,0.0381919813460209,-0.0617040651427215,-0.0479878389104759,-0.0646571899213003,-0.0672660031656006,0.0141547182911082,-0.0706652426899979,0.0277367081229988,0.0608555965754152,0.212428947644057,0.24293383818792,0.074747829220561,0.0364489097801429,0.284672775070441,-0.0586298381650767,0.285793763141385,-0.115921206861485,0.116543416708885,0.00364097115014113,0.0189529979042007,-0.289318750431936,0.025418843804439,"glucuronolactone",1.30735678205301e-07
"glutamic acid",0.029901931835268,0.0246392204493899,0.023974201359536,0.0134404230354434,0.0237654238423061,0.0327184929679945,0.0109472411819363,0.0100027552622445,0,0,0,0,0,5.09665333869125e-07,0,0.000399967164055279,0.000311565975086498,0.00099102585993616,4.06202461868546e-05,0.000612805048300389,0.000830390089228833,0.000719520121953789,0.0172869525873537,0.0326914311599409,0.0457342695879978,0.0438785946548376,0.0423399623771655,0.0371236934792369,0.0308723965213636,0.00729960109454352,0,1.67787671703894e-05,0,0,0,0,0,0.000306828016433071,0.000551588059124997,0.000136158477597718,0.000122263036557916,0.000171378945958042,0.00128899288253663,0.00037627568838655,-0.0204105902609595,0.0490513213980968,0.161824213434349,0.095728189510656,0.0387079149168952,0.00662975959333214,0.0959137300583881,0.0839241938569712,0.304843717577669,-0.29143901725351,-0.182835410278203,0.279184647008586,0.422056062523219,-0.439727111009348,-0.0882240088363577,0.359625077494421,-0.145073402649428,0.121950817610292,-0.0538029208122117,0.124501135058424,-0.0871092585368506,-0.103211876326811,-0.121379426978527,-0.0646107826479214,0.0214802609265904,-0.0486726446926055,0.0365972088616263,-0.112980333425085,0.0132379222829918,0.0578666492917923,-0.0488616443149939,-0.0019133049074824,-0.0281140169062326,0.00998894469410851,-0.0392642462778941,-0.00426071233721678,-0.0496418217160956,-0.0147994722396267,0.0187326212654965,0.0240801623375949,-0.0556375635005727,-0.0265614203498157,0.0128711132605767,-0.0462386478429913,"glutamic acid",0.000416592194800775
"glutamine",0.0864756477672533,0.156947926090135,0.077582854878005,0.0415866533260973,0.0541731031663957,0.109764096756935,0.0474427925529474,0.0424390645258185,0.00137493795164932,0.000976027791648756,0.00172678690777912,0.00145857493843977,0.000719544901447295,0.000941566936395449,0.000375821941351125,0.00220119420249511,0.00288191980581291,0.00153368684884,0,3.76748793763039e-05,0.00200727506165355,0.00011333027118363,0.0354196338992758,0.0982380954286613,0.0807312122428156,0.0479013191918834,0.0489123807477773,0.0672644049419882,0.0523260613873198,0.0267783431255362,0.00280704605788535,0.00297440676815697,0.00201169073813605,0.00250924317817185,0.00311019755139915,0.00666220829364613,0.00259446608906887,0.00200102541996996,0.00278820374819477,0.00140240558305292,0,0,0,0,-0.0655830169998886,0.164859094203104,0.439373578284751,0.21218556189705,0.0869364754718615,-0.109014067729206,0.358924992344042,0.414693463421772,0.102212009991219,-0.0390503326838016,0.124362076250014,-0.409557002850666,-0.169753119412373,-0.0495117436947315,0.017166520199708,-0.148703626140231,0.161971513265281,0.243709023956095,0.116485613856294,-0.0497358665742166,0.0644532775376921,-0.053201038145535,0.0343736541699588,-0.0740102373687272,-0.00845434813669517,-0.0141300364774834,0.0429995370813692,-0.0913912204630305,-0.0342063630527709,-0.0157157169494068,0.0308895721053783,0.0261950552602379,-0.0673843199616397,0.0142207189124997,-0.00553071839982841,-0.0136167427244398,0.0144568602042163,0.00258735527922959,0.00119682121582984,0.0024892909612474,-0.0461211383269583,-0.0101448711574593,0.0166853906975436,-0.0479235434014943,"glutamine",0.00430113211880767
"glyceraldehyde or lactic acid",0.00209983498783336,0.000671198620678019,0.000229744657249159,7.2425452887094e-05,0.00067480670891995,0.000433885545637345,0.00033203983713024,0.00123214442648473,0.000351014488174366,0,7.7681826541296e-05,0.00072902742814939,0.00119692793214385,0.000343050937865173,0.000356831459518582,0.000779904720491571,0.00181100893155552,0.000761748188228405,4.89981690470738e-05,0.00301649255090812,0.00412140436868176,0.00344922280773404,0.000667315183451587,0.00261310036879881,0.00162185912482387,0.000561443794084898,0.00134152409033432,0.001641119332612,0.000490473311989233,0.000482127455854929,0.000128429660202668,0.00299685181875828,0.00274839357460538,0.000304194513768237,0,0.00102866853612973,0.0070772875293354,0.0005492169749068,0.001134723453342,0.00167403185636021,7.67922889804256e-05,0.000137445543103254,0.000735750907146305,0.00191992584665313,0.00231816655475289,0.00182890564632973,0.000312566888981228,-0.00434093017343878,0.00752612126403298,-0.0238897504618914,0.00717884461768547,-0.0249053728840047,0.0073142229891363,-0.0261499681924511,-0.0220560289763338,-0.0174502317034887,-0.0169490806635882,-0.0135179943171136,0.00301192120920541,0.00463355646602274,0.106948199797221,-0.0950363331593052,-0.0175117985858047,0.00856380560419138,0.0965530055691751,-0.125128054357247,-0.0643835494659396,-0.10319710226743,-0.0482552724183982,0.0586956824450397,-0.0217302545357282,0.17716550824946,0.0112102950343404,0.179984784567028,-0.204657657726952,-0.210940718116626,0.37719402375521,-0.157103466743483,-0.0219656706082221,-0.207872856303289,0.443257883810184,0.165654588525256,0.0321969892607814,-0.0478123503771019,-0.246464389824121,0.033416103957544,-0.0890490436777911,-0.133961008049423,"glyceraldehyde or lactic acid",5.37389617557489e-06
"glycerol phosphoric acid",4.56409146336313e-06,3.47286959104396e-06,0,0,0,6.32713102411489e-06,0,0,0.000211219876699372,0.000288986946158999,0.000214566706489718,0.000142173327349588,0.000130068420250989,0.000281228844975209,0.000407844160067208,0.000921810244769889,0.000599714321642625,0.000546898021713418,0,0,0,0,0,0,0,2.90107144308919e-05,3.8508684229728e-05,0,0,0,9.59512470193289e-05,0.000104855359791795,0.000120754418579238,0.00013865285453447,7.61112125648057e-05,8.86025864615585e-05,0.000161554131436057,0.000786161932383511,0.000182770612381841,0.000482618128086684,0,0,0,0,-4.21639460120777e-06,0.000264225596913928,-0.00291566012538715,0.00032571862138674,-0.00250518202084807,-0.001569579951532,-0.00152184238377453,0.00248106712709626,-0.0011177012594213,-0.000998384189279637,-0.00336109705531691,-0.0020743681838463,0.000545990428959064,-0.00167674956035874,-0.0113389062686047,0.00143725756376217,-0.0126156475683507,-0.00307046585095815,0.013169632067858,-0.00726138080847898,0.00284809706183686,-7.17558866089552e-05,0.0169589476724888,0.00289053970299732,0.00989146889127425,-0.0189574435855824,0.000795250089814576,-0.00394541059484302,0.00889413621418907,-0.0126206788431317,-0.0173527040211128,-0.00804372332499712,-0.00208173249610163,-0.0179721645536125,0.0197696426615803,-0.0465819479550633,0.051888449741886,-0.0476945715030971,-0.0837285978794607,-0.0108820945712901,0.00740009152166791,-0.0369436021032738,-0.01996955360358,0.0411313006033729,"glycerol phosphoric acid",1.7777983433094e-11
"guanine",0.0357595118313631,0.052774374411364,0.0637235443449945,0.0856554266210675,0.0342084685785502,0.0444019736100022,0.0886638798925195,0.0881874424027438,0.0895033184533655,0.0993534433615811,0.0822974557880286,0.0899531287141295,0.0968145779032128,0.113599299217903,0.0215365121778368,0.0383716449835424,0.041111184582974,0.0378004919891736,0.00397586547073151,0.00371209541552381,0.00587145325883147,0.00193722079670455,0.0521437771392205,0.0284301841005256,0.0233265477333526,0.0380381815610246,0.0301820869465825,0.0297115278003294,0.0458828777859609,0.0808518653471158,0.0546148903882506,0.0490998974536712,0.0428438584580815,0.041551809779744,0.0551031693695648,0.0403023323425306,0.00842629547551861,0.0629902431884342,0.0190194003387686,0.0497256229453733,0.00522746182391476,0.00593780642003686,0.00726696815268392,0.00624932737524827,-0.115313534217519,-0.072135341939914,-0.0761188481842912,-0.0802243299833884,-0.112399235555197,0.0136686245157488,-0.139713480513019,0.0382519188293151,-0.713354839346229,0.0112541224744816,-0.034083814013684,0.0118091655388585,-0.146647676274169,-0.395335370921941,-0.103027580009188,0.137436582644351,0.164337804450734,0.33695042965573,0.10287751909651,0.084291234261836,0.0216918209213445,-0.152158376089133,-0.0466143981956824,-0.0503144442022808,-0.0347688268688197,0.00987192330603238,0.015441737481093,-0.0603095957052313,-0.0107772407142273,0.0118415321900944,-0.0104938263362178,0.0202687164278472,-0.0605431773268106,-0.00453815751023763,-0.027255490663085,0.0115345174600065,-0.0209137444835617,-0.00738348629410689,-0.0070101848528532,0.000998443139653981,-0.0323872823198831,-0.0224025685841896,0.0155958558114929,-0.0452824582081933,"guanine",0.013297211173735
"guanosine",0.000986714159680434,0.00292318524496277,0.00222212369032198,0.00345416277897076,0.000979263896504574,0.00312665998106429,0.00213465209355752,0.00335933839463624,0.0384177083395304,0.0345704953399349,0.0273895730385975,0.030233235226574,0.0195420399601638,0.0338098492426077,0.00235553600894775,0.000387924955368057,0.000588299260083169,0.000369080305109331,0.00032170119631374,0.000299539015008158,0.000442928745373493,0.000367496617975979,0.0019530426048153,0.00202250631474381,0.0012557709375194,0.0020790614000745,0.000718490670149867,0.00125614980772586,0.00253087620363048,0.00298256331579394,0.0161245041639802,0.00881506440204786,0.00732854427204063,0.0137926528346828,0.0122954366926331,0.014054349638559,0.00180745164797068,0.000649642005858637,0.000301184522466562,0.000600207485389806,0.00133183317735917,0.00131428746142321,0.00169077277964831,0.00132190515538088,-0.0235682276724663,-0.0704989887933014,-0.0449034725348009,-0.0274651613663957,0.0072610112040248,-0.0292023657242701,0.027039581612062,-0.00347121873207022,-0.0426202150677076,0.10755132587502,-0.0905707184417984,-0.14427427929683,-0.11220094627038,-0.139923933691213,0.169262472328159,-0.367728869356728,-0.70255941311195,0.0348502946746581,-0.174568573211895,0.0770443159101722,-0.164602385274097,-0.236122994856559,-0.0293575003235501,-0.170562118947557,-0.0473277979902954,0.0332626520905347,0.00697600277372661,0.0467929877888302,0.0233278965966807,0.245422248915601,0.0023868184244586,0.0422283466570507,-0.0409112238714346,0.00380787667333394,-0.041370403267971,-0.00467168095925341,-0.0198638478737983,-0.00161810261510249,0.00548176205539099,-0.023254312487746,-0.0134891252354162,-0.08005381555077,0.0283532039394089,-0.0479908812368979,"guanosine",0.000555461355621204
"histamine",0.000461131501277951,0.000373648990213853,1.69095772262305e-05,1.14579530443045e-05,0,3.20663514970986e-05,0.000209130947965212,0.000416631372002728,0.0140534825646945,0.00575779774093168,0.00783676984403426,0.0195943217150677,0.0174087911857662,0.0123195732634044,0.0303226520033807,0.00139155037215127,0.00256118909851386,0.00120083703729581,0.000454458651953621,0.00115118742145696,0.00056180079433592,6.46882483657558e-05,0.000213357057236652,0.000385369099922401,5.94587315958075e-05,4.59409173649786e-05,1.99756111152598e-05,3.43002245268889e-05,0.000306732778699119,0.000237415383308553,0.00995961481963436,0.0239770234554795,0.0151620376261357,0.0144558400728506,0.00583843847508044,0.0180945382815009,0.0336824027585107,0.00100343021034224,0.00212310585620249,0.00168469437035547,0.000156539837591657,0.000247733794144413,0.000181034620810474,7.79254750277045e-05,0.000600192324685723,-0.0406116950778915,-0.0296960036657241,-0.0329837842821502,0.0691398690795895,-0.148318047376522,-0.0630908933187916,0.0248381933809097,-0.0488005927342793,-0.00218045367340361,-0.335248490985591,-0.165665695920154,0.165800453270146,0.439533729423243,-0.0342153456846228,0.0756099534097288,0.184715088252983,-0.180701039315344,0.23842370351898,0.417098239464531,-0.14464658693819,-0.392513659412833,0.0248270464928183,-0.199806572118194,-0.0173902393856406,-0.051870608643093,-0.0537607459759137,-0.1280646298193,-0.00590970127218097,0.080123821768213,0.00386365078960951,-0.0347841645643061,-0.109838894744551,0.0181446154760068,-0.0336114655947046,0.0256020275549489,-0.0916677069121781,-0.0373943903408412,0.0186610730544531,-0.00805642316379288,-0.0276058528543177,-0.0242423086835784,0.0205149579222287,-0.0424751170562539,"histamine",3.60230826611652e-07
"histidine",0.00293581684547783,0.00329570395759947,0.002026469167802,0.00118868015464595,0.000497242811298757,0.00543955121087642,0.00247770355292183,0.000692236112325931,5.0417071921828e-05,8.8012706451658e-05,9.75766206172154e-05,6.33334330276412e-05,5.09431570048273e-05,8.37557578588803e-05,0.000353169861048728,0.000200652938429445,0.000170151864219491,0.000216727078175641,0.000222687857324229,0.000527949532212543,0.00100642068490138,0.000703105023005043,0.00174774317751183,0.00407109812232607,0.00420272668990629,0.00251347475867853,0.00160464552430172,0.00616735941909224,0.00254676437844019,0.00132797263848021,0.000172765020524668,0.000183778598663621,0.00018909197402116,0.000166911480511689,5.16807693337285e-05,0.000105768134661263,0.00185787345018945,0.000302930037230199,0.00060971671066458,0.00129721897300894,0.000627935333012699,0.000372564861913123,0.00178834229851844,0.00140178984368208,-0.00121776670689455,0.00679565554096196,0.0159942509025941,0.00886912713715933,0.00699952036313126,-0.00424419723125868,0.00649630492870813,-3.9153278802988e-05,0.0225346034849494,0.00529602125027142,-0.0518152112853229,0.0203960446458947,-0.0263666864803298,-0.0364950710343003,0.0160995465562728,-0.0180478803150007,0.0116575495386003,-0.0197964859285401,-0.0256114450498408,-0.000298824616972668,-0.00139475684735101,-0.0162807378859223,0.141209353229801,-0.0262513293350225,0.143701879890112,0.219710004615545,0.132824138872383,-0.0492130767493631,0.156167430935866,-0.183740854157392,-0.138400564137659,-0.292493824484985,-0.197332232605227,-0.231418324286684,-0.334422587282795,0.0294375771693962,-0.0219338224213875,0.31450272773504,-0.0956942376878454,-0.176394970007422,0.290625842786638,-0.178038041311684,-0.0522102773407904,0.056071610153017,"histidine",1.48295575242079e-06
"histidinol",0.000305299933341976,0.00117953907508577,0.000424175875028152,0.000380213388330782,0.000945347689243689,0.00120291970116348,0.000397397536077203,0.000555867727624989,0.000736649771142446,0.000691286405862246,0.000647432389977255,0.000798914353247311,0.000683718824840283,0.000960517122629545,0.00271756026543158,0.000245053208846866,0.000302861419512462,0.000197801811523577,7.55669078537195e-05,0.000121899373149886,7.31549230587833e-05,8.60995854871793e-05,0.000229398273091753,0.000437582060018374,0.000302662207560265,0.000466475196641858,0.000211202608527449,0.000230397590697278,0.000559712105818406,0.000394618115655747,0.000865365046797431,0.000751191164555449,0.000645256119610539,0.000656226647470695,0.00106483220350763,0.000837271900349784,0.00187818037165406,0.000231853983472674,0.000166717119993533,0.000137720377125486,2.46284953195603e-05,5.8614874188858e-05,0,0.000221498977826822,-0.000413923999399364,-0.000927993012182718,0.0011448641269818,-0.00196299997527263,0.00380556076402761,-0.00882533668430232,-0.0024313160748061,0.00510342880156534,-0.00269442001863394,-0.00155056214794342,-0.0106161066989526,-0.00806654833078753,0.00733710772584816,0.037088307707251,-0.0150946177796665,0.00211852509007691,-0.0254263538427915,0.02269696945166,0.0173936925249211,0.0206510686743258,0.00699998886239135,0.0304538228010297,0.0268626066320247,0.0320311008004588,0.0557987918753725,0.0510528209148348,0.0224602697741414,-0.00405726879145872,0.0164741875000115,-0.00843903851170629,-0.130173304491705,0.0587500706291419,-0.184292821175616,0.00133781230197484,0.179831092986474,0.148099362712578,0.236451711247496,-0.112945382847863,-0.0150254167805797,-0.111256554503138,-0.00550890230836905,-0.0844045815297363,-0.320140204545831,0.0131698937720363,"histidinol",1.71333077278765e-07
