function	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A2	A3	A4	A5	A6	A7	A8	A9
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	5994.5	4865.74	6104.74	5577.25	4557.75	5436.52	5535.73	5967.75	6167.76	5996.76	6135.0	8408.76	6922.25	8310.99	7667.24	6030.25	5236.0	4307.73
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	7592.13	7944.11	8293.6	8761.46	9912.16	9445.79	8866.09	9991.35	9901.81	9234.13	10754.28	9533.0	10100.39	8463.900000000001	8535.189999999999	8488.51	9071.31	8185.82
5-FORMYL-THF-CYCLO-LIGASE-RXN	19008.34	20687.42	23124.88	23030.81	23819.75	23438.0	24560.9	23807.869999999995	23695.29	24864.1	24330.01	24909.02	22507.68	19949.39	21277.99	23256.230000000003	24466.55	22183.28
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	10930.36	10596.15	13150.1	13083.63	14059.1	12851.89	14131.64	13535.51	13169.44	12795.67	13856.84	11457.79	10960.07	8926.869999999999	12335.66	13837.67	13351.14	12153.29
5-METHYLTHIORIBOSE-KINASE-RXN	1761.82	2073.26	1890.49	2758.07	1556.18	1368.18	1730.95	2192.88	1838.43	1730.0100000000002	1868.36	2078.8	2334.35	1517.5700000000002	1885.74	2751.7200000000003	2098.72	2373.62
5-NUCLEOTID-RXN	58587.92	54535.59	57961.58	53341.71	64350.36	69629.86	61410.23	61020.12	65162.44	61946.26	57778.27	68381.70000000001	65353.29000000001	75924.18	65827.01000000001	51403.54	53192.58	57471.44
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	12564.17	10253.37	12201.239999999998	11101.5	12836.23	14871.53	12166.92	12840.84	13998.25	11795.79	9686.71	13012.94	13412.48	16186.63	14780.62	10349.53	9661.9	11050.1
5.1.1.17-RXN	2138.01	2008.33	2797.17	2193.16	2189.35	1932.67	2400.66	2141.02	2416.32	2535.36	2952.98	2196.67	2138.5	2104.66	2580.83	2134.32	2839.33	2527.32
5.1.1.18-RXN	87.17	63.17	67.0	91.08	30.25	36.0	81.17	65.08	55.17	44.0	56.0	256.0	59.0	36.0	51.08	81.0	39.08	64.08
5.1.2.3-RXN	16191.94	15446.07	17175.22	15797.78	16495.61	17150.510000000002	17647.83	17882.059999999998	17723.33	18357.06	16791.57	19041.29	17144.519999999997	18778.92	18078.04	16122.71	15859.48	14788.07
5.1.3.20-RXN	5667.54	5228.76	5227.83	4580.52	5768.62	7933.67	5469.469999999999	5963.950000000001	5897.620000000001	5326.1	4097.780000000001	5031.71	5458.81	6856.09	5835.34	4842.23	3889.440000000001	4974.87
5.1.3.23-RXN	1389.5	937.0	1396.0	1878.5	1078.5	1198.0	1093.0	1135.0	1299.5	1259.5	1567.0	1531.0	1566.0	1494.5	1874.0	1490.5	1127.0	1007.5
5.1.3.9-RXN	1139.22	1347.92	2601.57	2782.86	2148.07	2113.53	1920.84	1678.1799999999998	2620.85	1420.03	1151.75	1596.0099999999998	1917.04	1886.81	1424.35	2571.96	2599.57	1647.14
5.1.99.4-RXN	15038.759999999998	13566.21	15588.21	13817.81	19811.49	18617.56	17698.510000000002	18920.72	17257.36	18085.35	20890.300000000003	19074.33	18820.64	16561.9	17003.09	13870.14	15088.0	15531.3
5.3.1.17-RXN	5835.66	5379.23	6154.65	5067.82	5184.9	6550.98	5415.52	5546.459999999999	6671.85	5460.53	5373.09	8586.09	8195.89	9720.6	7690.32	4850.34	4953.200000000001	5258.900000000001
5.3.1.23-RXN	12130.84	12937.289999999995	15072.36	16184.34	16081.14	14463.79	16491.399999999998	16166.38	15303.23	15556.44	15289.12	13345.3	13863.45	10363.77	13022.41	16561.329999999998	15210.39	13903.06
5.3.3.10-RXN	6056.14	5828.98	5962.88	5128.17	6282.61	7253.11	5661.78	6834.39	6968.849999999999	5862.02	5259.52	6726.4	5716.639999999999	7593.18	6181.65	4383.53	4882.900000000001	6132.620000000001
5.3.3.14-RXN	6824.92	6448.17	8004.1	7356.559999999999	5796.82	6667.389999999999	7497.74	7046.13	7620.28	8214.34	6576.5	8716.01	7476.07	8796.529999999999	8175.76	7507.32	7017.9400000000005	6038.6900000000005
5.3.4.1-RXN	17131.33	15495.33	13585.46	12198.06	16199.43	19598.4	14745.75	15120.51	17125.25	16588.25	12670.43	21216.730000000003	18457.68	24337.14	18821.47	11378.21	11982.33	16028.48
5.4.1.2-RXN	13788.94	13263.27	17521.32	16495.08	19529.97	19162.61	17780.34	18476.120000000003	19010.56	16620.89	18714.910000000003	17122.72	16187.04	15870.39	15821.91	16141.0	17273.72	14861.72
5.4.2.10-RXN	29249.120000000003	27010.65	30268.92	29167.22	32013.94	33876.020000000004	32078.060000000005	31875.500000000004	32545.2	31839.5	31207.57	32709.91	32685.6	33890.41	33074.770000000004	29156.83	27713.4	27838.370000000003
5.4.99.15-RXN	8679.95	8982.08	10305.86	9279.21	12073.24	10773.32	11310.35	11545.55	10069.15	11238.57	12888.79	10153.07	9807.64	8454.07	8918.599999999999	9873.580000000002	11174.05	9434.66
5.4.99.16-RXN	13641.61	14460.05	15581.77	14382.990000000002	17511.79	15432.77	17334.25	17433.08	15039.16	16485.980000000003	18262.550000000003	14458.66	14036.34	11051.22	13962.82	15693.43	16236.73	15080.48
5.4.99.17-RXN	2774.8	3001.84	4200.05	5042.71	4722.84	4285.360000000001	4532.67	4891.7	4937.08	3715.83	3757.3	3810.42	2622.87	2653.33	3261.1400000000003	4814.759999999999	4558.889999999999	4019.88
5.5.1.2-RXN	14496.030000000002	13303.86	14411.96	12958.91	16920.690000000002	18488.86	15299.59	16409.700000000004	16967.89	16067.86	15297.69	15757.97	15921.51	17738.54	14799.2	12764.81	13693.75	13640.09
5.99.1.2-RXN	48631.94	49108.06	48063.6	48352.9	51115.89	55592.95	50089.12	50115.73	52280.77	50836.92	47947.02	56010.98999999999	54110.78	59625.56	54585.53	46992.100000000006	45474.95	48001.37
5.99.1.3-RXN	77311.40000000001	76199.23999999999	83850.62	79546.37000000001	94272.58000000002	95102.0	91495.64	89971.85999999999	91774.89	89732.61	91214.29	89221.13999999998	86234.31	85524.62	86296.56999999999	80075.54000000001	83481.12	81965.41999999998
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	6.0	20.24	16.740000000000002	46.0	3.5	14.26	8.5	12.0	11.74	11.5	20.0	19.76	8.5	7.5	7.5	23.26	9.5	10.0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	5.0	7.0	5.0	7.0	1.0	0.0	1.0	2.0	0.0	10.0	1.0	0.0	0.0	2.0	3.0	45.0	4.0	18.0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	6932.09	8698.25	8027.67	10347.81	10766.25	8011.82	8995.63	9613.47	8092.65	8907.800000000001	13109.69	7217.02	11166.759999999998	5532.780000000001	6882.370000000001	11717.87	10094.25	9936.170000000002
6.1.1.13-RXN	179.34	600.24	218.4	626.0	170.16	146.92000000000002	137.84	134.34	136.4	196.34	179.84	171.76	121.84	158.5	119.84	523.92	299.5	170.66
6.1.1.23-RXN	1451.58	1479.6699999999998	1716.0800000000002	1515.49	1946.68	1435.1699999999996	1884.83	1614.27	2271.98	1857.37	2751.58	1530.41	2110.5	1180.59	1731.08	1577.32	1945.83	2092.65
6.1.1.24-RXN	593.88	982.54	764.5899999999999	1560.62	558.72	512.6600000000001	599.77	559.11	416.56	511.37	616.1700000000001	737.56	1332.04	718.65	641.0	1514.67	1016.41	906.22
6.2.1.19-RXN	28.0	44.0	41.0	48.0	25.0	10.0	41.0	58.0	20.0	36.0	34.0	41.0	32.0	13.0	18.0	29.0	69.0	50.0
6.2.1.34-RXN	10238.43	9214.09	9807.34	8892.34	11009.38	12075.37	10412.35	10730.76	10913.03	10562.06	9863.97	9763.99	9827.45	11680.6	11520.419999999998	9294.79	8739.28	8956.96
6.3.1.10-RXN	30783.92	26628.32	28684.03	25937.14	33092.16	35322.21	30344.55	31441.6	33347.490000000005	30453.65	30646.95	34504.47	35671.850000000006	40626.47	35487.7	25218.75	25306.76	27776.65
6.3.1.12-RXN	217.0	185.0	408.0	295.0	235.0	222.0	285.0	188.0	132.0	242.0	338.0	126.0	238.0	121.0	362.0	236.0	212.0	180.0
6.3.2.10-RXN	31018.62	30369.81	32515.42	31353.71	35404.93	36977.03	35012.899999999994	34551.14	35383.86	35087.31	33235.72	36418.89	34700.92	36630.22	34809.92	31498.98	31703.24	31980.520000000004
6.3.2.29-RXN	20394.300000000003	15520.28	17078.43	15230.55	19618.43	23563.06	17351.05	18521.38	19963.01	17229.39	16000.12	21020.5	24028.51	29862.23	26421.97	12989.16	12372.58	17291.18
6.3.2.30-RXN	20394.300000000003	15520.28	17078.43	15230.55	19618.43	23563.06	17351.05	18521.38	19963.01	17229.39	16000.12	21020.5	24028.51	29862.23	26421.97	12989.16	12372.58	17291.18
6.3.2.7-RXN	6.0	14.0	5.0	20.0	2.0	2.0	4.0	5.0	3.0	6.0	7.0	3.0	8.0	5.0	1.0	21.0	16.0	6.0
6.3.5.6-RXN	128849.79	118739.92	129989.77	122217.69	139506.91999999998	146614.65	137628.51	139564.2	140637.59	138059.46	132790.31	145316.27000000002	143124.61	151870.51	141634.51	125187.4	118839.48	119757.35
6.3.5.7-RXN	128872.79	118763.92	130001.77	122247.69	139552.91999999998	146661.65	137679.51	139591.2	140671.59	138103.46	132818.31	145321.27000000002	143136.61	151878.51	141641.51	125226.4	118889.48	119821.35
6.4.1.6-RXN	28.1	30.4	30.700000000000003	35.1	26.8	44.8	35.5	37.1	46.1	53.1	48.400000000000006	67.9	70.3	54.5	55.0	41.9	30.9	27.0
6PFRUCTPHOS-RXN	27274.91	28142.6	28958.620000000003	28619.28	34112.63	34067.07000000001	32377.82	32857.95	31856.14	31733.05	30403.61	30187.05	29643.33	28658.75	28473.92	28951.43	29507.27	31889.68
6PGLUCONOLACT-RXN	26008.1	26536.620000000003	29119.33	28063.9	30911.11	31223.96	31431.21	30777.23	30295.3	29870.5	30817.23	29929.06	29096.67	28300.83	28210.64	28360.54	28164.94	27019.39
7-ALPHA-HYDROXYSTEROID-DEH-RXN	2244.58	2180.33	2575.92	2389.5	4041.5	3734.83	3493.5	3542.25	3232.83	3744.67	3852.75	3312.08	3417.17	2065.08	2166.92	2861.0	3271.67	2619.5
7KAPSYN-RXN	29456.93	27600.07	28842.92	27340.25	32525.35	35626.46	30746.66	30748.51	33125.619999999995	31772.5	29252.05	34604.28999999999	32628.039999999997	35856.08	33525.33	27420.270000000004	26822.77	29535.18
ABC-10-RXN	77900.11000000002	77585.82	84784.55	81046.17	100249.85	97768.31	90939.91	95318.07	94833.04	93351.95	101445.5	92917.16	98139.3	87962.68	86006.62	80380.48999999999	89564.1	82133.65
ABC-11-RXN	77900.11000000002	77585.82	84784.55	81046.17	100249.85	97768.31	90939.91	95318.07	94833.04	93351.95	101445.5	92917.16	98139.3	87962.68	86006.62	80380.48999999999	89564.1	82133.65
ABC-12-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-13-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-14-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-18-RXN	128948.54	119580.97	127947.68	115158.71	149915.86000000002	153546.02000000002	135194.12	142239.56	151157.31	139729.91999999998	149778.85	150589.41	154148.45	160613.23	143945.82	112912.06	123591.73	125869.92
ABC-19-RXN	27240.67	24617.12	26889.55	24868.840000000004	28762.67	30712.66	29149.41	29431.24	29212.15	29496.28	29096.6	30472.89	29788.69	30915.79	30629.39	25126.13	24230.56	25231.93
ABC-2-RXN	128948.54	119580.97	127947.68	115158.71	149915.86000000002	153546.02000000002	135194.12	142239.56	151157.31	139729.91999999998	149778.85	150589.41	154148.45	160613.23	143945.82	112912.06	123591.73	125869.92
ABC-20-RXN	432.6	935.72	464.54	1491.3199999999997	295.3	100.16	287.36	202.46	155.66	247.64	482.38000000000005	168.14	1666.74	212.3	360.0	1645.96	963.94	820.6400000000001
ABC-23-RXN	15207.23	13492.39	14285.98	13204.88	14951.28	17721.69	13942.07	14518.38	16186.57	13762.81	12804.71	17502.96	18465.66	21618.32	17194.35	13014.62	11997.2	12492.07
ABC-24-RXN	13065.93	13180.07	17104.67	15726.97	16118.66	16558.07	15332.26	16145.46	18181.22	15037.009999999998	16462.21	17972.84	17563.09	17977.58	16569.42	15067.01	16235.07	14263.03
ABC-25-RXN	13065.93	13180.07	17104.67	15726.97	16118.66	16558.07	15332.26	16145.46	18181.22	15037.009999999998	16462.21	17972.84	17563.09	17977.58	16569.42	15067.01	16235.07	14263.03
ABC-27-RXN	30606.41	29383.17	33750.34	32876.03	35254.41	36367.25	34673.16	34261.5	36081.73	33639.35	33134.72	34115.86	35279.23	35453.78	34645.44	32667.08	31364.65	30121.59
ABC-28-RXN	128948.54	119580.97	127947.68	115158.71	149915.86000000002	153546.02000000002	135194.12	142239.56	151157.31	139729.91999999998	149778.85	150589.41	154148.45	160613.23	143945.82	112912.06	123591.73	125869.92
ABC-3-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-33-RXN	128948.54	119580.97	127947.68	115158.71	149915.86000000002	153546.02000000002	135194.12	142239.56	151157.31	139729.91999999998	149778.85	150589.41	154148.45	160613.23	143945.82	112912.06	123591.73	125869.92
ABC-34-RXN	14989.399999999998	13098.26	13479.329999999998	12232.34	12688.28	15211.27	13076.02	13947.54	14804.71	13700.11	12231.05	17263.06	15803.96	21726.25	16452.4	12266.989999999998	11260.49	12152.59
ABC-37-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-4-RXN	48312.62	51850.2	54741.2	50188.4	57773.5	60267.83	55084.03999999999	60761.42999999999	62667.1	57411.02	59048.44	61398.85	61776.09	64987.78	57399.87	47854.17	55330.17	50533.88
ABC-5-RXN	25.0	67.67	22.5	59.0	50.0	42.5	21.0	26.5	40.0	35.0	14.5	30.33	24.84	57.0	30.5	91.75	20.5	33.5
ABC-64-RXN	4504.9	4237.77	4584.41	3810.84	5048.28	6238.299999999999	4674.67	4908.1	5422.219999999999	4551.7	4302.07	5231.72	4775.33	6960.47	4581.17	3755.32	3980.37	3727.24
ABC-7-RXN	28422.6	23839.15	25983.29	23331.46	26072.19	30821.91	25553.95	26321.24	28648.47	25504.11	22897.22	32215.21	32344.2	40720.1	33909.19	21997.61	20865.54	23664.33
ABC-70-RXN	28422.6	23839.15	25983.29	23331.46	26072.19	30821.91	25553.95	26321.24	28648.47	25504.11	22897.22	32215.21	32344.2	40720.1	33909.19	21997.61	20865.54	23664.33
ABC-9-RXN	77900.11000000002	77585.82	84784.55	81046.17	100249.85	97768.31	90939.91	95318.07	94833.04	93351.95	101445.5	92917.16	98139.3	87962.68	86006.62	80380.48999999999	89564.1	82133.65
ACECOATRANS-RXN	1925.77	2038.35	2052.34	3231.99	1517.46	1352.87	1734.5300000000002	1655.8	1460.44	1825.14	2193.55	2426.69	1524.91	1701.63	1916.75	3389.6800000000003	1957.94	1970.96
ACETALD-DEHYDROG-RXN	7426.799999999999	8080.33	9098.43	9158.66	12195.68	9954.22	10555.11	10738.94	10704.99	9885.71	11555.91	9334.66	9348.93	6277.120000000001	7961.76	8978.54	10326.46	10315.19
ACETATE--COA-LIGASE-ADP-FORMING-RXN	787.0	578.0	468.0	480.0	736.0	631.0	557.0	463.0	586.0	550.0	533.0	610.0	653.0	729.0	765.0	542.0	473.0	557.0
ACETATE--COA-LIGASE-RXN	55565.7	51582.5	55968.04	53135.31	61841.45	63615.62000000001	59597.380000000005	60603.84	61344.96	60975.61	59584.76000000001	64962.86	63076.89	66788.83	62003.57000000001	53759.58	53882.34	53608.42999999999
ACETATEKIN-RXN	16845.82	15980.6	18999.34	18831.11	20565.14	19859.230000000003	20331.34	19841.06	20077.77	19479.61	21291.81	20837.25	20520.52	18706.48	18918.120000000003	18378.7	18502.45	18063.52
ACETOACETATE--COA-LIGASE-RXN	13443.72	13305.009999999998	15026.79	12802.94	17153.010000000002	16955.79	15922.03	17139.13	17454.86	16311.73	16439.04	15480.13	15187.32	15913.48	14243.41	12995.940000000002	14992.23	14933.01
ACETOACETATE-DECARBOXYLASE-RXN	4472.24	3692.29	5014.05	4483.02	4828.56	4372.45	5235.299999999999	5145.49	5123.79	4882.34	6588.110000000001	6715.8	5601.59	5683.83	5573.33	5069.13	4295.33	3722.8
ACETOLACTATE-DECARBOXYLASE-RXN	327.79999999999995	721.8	331.76	866.21	229.07	210.45	269.82	273.67	157.17000000000002	219.15	256.12	109.62	190.14	159.39	220.74	975.9600000000002	371.63	595.22
ACETOLACTREDUCTOISOM-RXN	28720.51	27238.73	30024.820000000003	29085.050000000003	32304.69	33728.94	32053.42	32482.13	32336.26	31511.66	30810.370000000003	32459.71	32128.52	33344.72	31673.69	29029.39	28178.85	28497.37
ACETOLACTSYN-RXN	111553.83	101948.34	114176.53	108060.95	122830.94	127213.69	120079.2	121258.41	123314.97	120044.54	122952.47999999998	132146.62	126994.42	132340.11	127241.17	109106.36	103441.38	105332.41
ACETOOHBUTREDUCTOISOM-RXN	28720.51	27238.73	30024.820000000003	29085.050000000003	32304.69	33728.94	32053.42	32482.13	32336.26	31511.66	30810.370000000003	32459.71	32128.52	33344.72	31673.69	29029.39	28178.85	28497.37
ACETOOHBUTSYN-RXN	111553.83	101948.34	114176.53	108060.95	122830.94	127213.69	120079.2	121258.41	123314.97	120044.54	122952.47999999998	132146.62	126994.42	132340.11	127241.17	109106.36	103441.38	105332.41
ACETYL-COA-ACETYLTRANSFER-RXN	151303.43	139110.34	150523.91999999998	135548.6	169088.97	175012.65000000002	162352.8	167347.16999999998	166144.30000000002	165633.43	166347.15999999997	174680.59	167620.21	180425.32	165667.64	137974.16	140229.7	142507.4
ACETYL-COA-CARBOXYLTRANSFER-RXN	101147.66999999998	99594.95	105651.55	102787.0	116088.16	119369.61	114142.45	112375.44	115456.51	115127.34	109738.33	118038.76	113440.28	117305.67	113809.51	103032.16	104619.27	103400.08
ACETYL-COA-HYDROLASE-RXN	227.64	276.66	383.5	424.83	244.91000000000005	282.13	314.11	295.7	327.27	308.70000000000005	215.83	401.06	363.0	298.0	294.24	309.53	330.47	325.73
ACETYLGLUTKIN-RXN	32273.98	31333.65	33482.439999999995	32299.7	36335.45	37565.58	36156.69	35285.31	36079.02	36207.26	34356.18	36910.74	35452.96	36917.98	36405.26	32641.92	32525.97	32624.71
ACETYLHOMOSER-CYS-RXN	37466.51	32740.38	34671.490000000005	31356.08	38923.6	42447.11	37253.99	38139.98	38507.54	38404.65	36382.15	41392.51	42354.99	47321.63	41308.93	31960.83	30540.870000000003	33458.55
ACETYLORNDEACET-RXN	16465.2	18142.1	18716.36	19652.53	16999.63	16679.45	19683.06	18541.49	17679.550000000003	19313.9	18679.11	20732.16	17164.03	18467.15	19136.83	20087.89	18758.18	17441.58
ACETYLORNTRANSAM-RXN	35377.53	34050.82	35493.66	33968.13	38977.33	41829.81	37618.12	37557.740000000005	39467.31	38350.21	35817.600000000006	40545.87	38786.8	42535.82000000001	38464.86	33720.0	33736.45	34682.91
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	41.0	22.0	18.0	52.0	9.0	11.0	9.0	10.0	6.0	14.0	3.0	4.0	30.0	13.0	12.0	64.0	13.0	32.0
ACETYLSYNCLTH-RXN	27.0	27.0	18.0	42.0	18.0	21.0	23.0	21.0	13.0	29.0	30.0	23.0	16.0	9.0	15.0	39.0	16.0	23.0
ACID-PHOSPHATASE-RXN	5935.72	5021.57	5680.73	5959.76	5529.41	6191.459999999999	5395.42	5666.82	6120.75	5608.57	5432.4800000000005	5967.91	6887.289999999999	7107.6900000000005	8344.28	5073.799999999999	4193.9800000000005	5010.26
ACNEULY-RXN	579.83	586.34	596.8299999999999	667.4200000000001	512.74	568.3299999999999	651.1700000000001	553.5699999999999	521.99	545.34	570.66	791.5	582.6700000000001	861.83	755.41	642.5	771.25	589.4200000000001
ACSERLY-RXN	67429.36	65294.86	72083.16	67542.91	79838.28	78678.03	76135.89	77645.84	79034.45000000001	77271.98	77979.11	79913.94	78162.24	76183.95000000001	75188.89	66752.42	69752.84	69077.63
ACYL-COA-HYDROLASE-RXN	39.8	41.16	53.66	56.34	36.23	78.47	68.42999999999999	33.86	56.77	33.37	65.0	43.07	58.0	60.67	97.74	86.2	73.3	31.73
ACYL-COA-OXIDASE-RXN	6344.52	6332.83	7306.03	6586.88	9740.56	8275.64	8611.14	8903.869999999999	8218.26	8511.91	11069.86	8291.99	7605.049999999999	4948.76	6475.1	6559.83	8231.03	7595.409999999999
ACYLACPSYNTH-RXN	3183.66	2593.92	3476.83	3671.84	2690.74	2720.58	3637.0	3344.99	2968.07	3371.84	3514.41	4449.33	3310.84	3169.08	3628.58	4107.92	3540.92	2738.34
ACYLAMINOACYL-PEPTIDASE-RXN	231.67	158.0	213.83	201.5	120.33	167.32999999999998	173.17000000000002	217.67	220.33	150.17000000000002	175.67000000000002	247.5	307.17	365.0	250.67	236.33	252.5	159.32999999999998
ACYLCOASYN-RXN	119898.28	113687.06	123715.87	113218.73	146150.56	144818.58999999997	136464.41	140793.2	137924.69	138539.43	141434.76	135391.0	135077.59	130680.74	130340.59	117653.93	121870.38	123598.9
ACYLGPEACYLTRANS-RXN	2974.66	2426.42	3290.83	3349.84	2474.24	2571.58	3266.5	3128.49	2824.07	3172.34	3213.41	4164.33	3201.84	3086.08	3523.58	3817.92	3123.42	2480.84
ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN	5182.2	4798.41	4415.31	3904.44	4938.34	6519.949999999999	4562.469999999999	5050.91	5570.66	4726.25	3962.46	5612.889999999999	5147.37	6926.59	5059.05	3876.730000000001	3624.4100000000008	4561.13
ACYLPHOSPHATASE-RXN	14918.429999999998	15003.32	17770.89	18016.91	18655.79	17428.77	19418.72	18215.29	17548.82	18546.86	17276.0	15862.75	15764.61	13553.48	15831.44	18894.550000000003	17740.46	16445.94
ACYLPYRUVATE-HYDROLASE-RXN	804.12	1133.74	986.64	1021.9	1031.18	1032.45	999.02	1516.12	1374.63	1028.69	1031.6	934.36	868.69	414.58	837.3900000000001	864.67	1169.7600000000002	1588.2800000000002
ADCLY-RXN	18100.34	16767.739999999998	18726.57	18291.49	19290.44	20076.14	19528.5	18885.74	20430.23	19923.74	18943.29	22063.17	21432.43	23276.020000000004	20959.76	17454.79	16755.92	17308.22
ADDALT-RXN	34751.850000000006	32527.95	35163.58	32397.01	44897.01	46030.67999999999	38428.98	41218.62	42349.36	37387.94	39257.34	37106.32	39156.16	38239.850000000006	38707.86	30640.06	33615.92	35645.41
ADENINE-DEAMINASE-RXN	5490.929999999999	5461.04	6072.719999999999	7033.450000000001	4074.2	4924.47	4478.599999999999	4907.84	5925.79	5025.110000000001	4709.05	7821.790000000001	7076.83	8477.79	6834.58	6430.31	5642.24	5131.299999999999
ADENODEAMIN-RXN	34751.850000000006	32527.95	35163.58	32397.01	44897.01	46030.67999999999	38428.98	41218.62	42349.36	37387.94	39257.34	37106.32	39156.16	38239.850000000006	38707.86	30640.06	33615.92	35645.41
ADENOSINE-KINASE-RXN	15927.91	14153.8	15179.08	13199.070000000002	19323.550000000003	19549.04	17583.559999999998	18516.58	17819.95	17639.75	17825.23	16786.97	17891.199999999997	18536.98	17665.28	12872.64	14339.09	15542.47
ADENOSYLHOMOCYSTEINASE-RXN	32168.96	31099.370000000003	33842.33	31698.11	38372.15	40068.37	37060.55	36952.47	37884.33	36840.86	35636.41	37010.51	37142.3	38046.73	36069.69	32411.69	33733.59	32979.46
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	13807.47	12947.830000000002	13004.91	12747.39	13193.27	15733.19	13025.17	13513.13	14384.44	13120.75	12056.76	15150.4	15859.67	19022.08	16294.85	12359.01	11490.080000000002	13133.740000000002
ADENPHOSPHOR-RXN	19045.42	19596.99	19893.05	19460.77	23250.07	23154.68	21509.48	21444.61	22248.120000000003	22162.69	22855.08	23398.48	22977.1	22318.41	20248.97	20044.770000000004	22258.96	21084.9
ADENPRIBOSYLTRAN-RXN	22258.95	22981.76	25540.09	25211.58	27125.81	25907.44	27380.64	26211.11	26698.72	27062.5	27674.0	28223.92	26597.32	25653.88	25982.84	24564.9	26868.79	25107.42
ADENYL-KIN-RXN	32889.37	32027.800000000003	35142.47	33428.44	39086.55	40383.61	37830.51	37438.2	37597.22	37606.61	36299.01	37643.47	36777.88	38268.86	36528.48	33846.48	35039.25	34446.13
ADENYLATECYC-RXN	53274.37	47955.06	56811.51	51022.99	58178.2	63530.8	54857.92	57768.17	62001.78	57108.28999999999	56232.1	65528.33	63135.24	69503.51000000001	63857.02	50710.8	50814.5	49327.9
ADENYLOSUCCINATE-SYNTHASE-RXN	34384.63	33471.3	36253.78	34488.49	41246.42	42379.55	39875.630000000005	39227.84	39695.59	39131.68	39397.43	39255.8	38464.09	39489.55	38064.64	34856.37	36140.19	35584.8
ADENYLYLSULFATE-REDUCTASE-RXN	50.0	42.0	38.0	42.0	36.0	36.0	46.0	30.0	20.0	70.0	50.0	40.0	26.0	14.0	24.0	94.0	32.0	42.0
ADENYLYLSULFKIN-RXN	23406.62	22659.36	26325.55	25690.6	27885.49	24867.15	28274.29	27052.550000000003	26488.64	26060.46	30393.01	27259.27	25696.94	23965.34	26842.77	25995.590000000004	25793.37	23487.37
ADOMET-DMK-METHYLTRANSFER-RXN	35112.62	33298.13	36879.92	35898.73	40286.42	41730.1	39542.32	38662.05	39723.34	38687.3	36950.57000000001	40683.32	39099.67	41961.87	39936.67	35789.74	35358.07	35247.2
ADPREDUCT-RXN	71836.31	68995.29000000001	73130.64	70426.85	82452.93	85941.61	78767.06	80455.45	81265.18	79303.33	77957.98000000001	84819.32999999999	82490.04	86266.17	80108.1	69754.01000000001	70094.32999999999	74440.90000000001
AGMATIN-RXN	14057.55	15786.32	17212.95	17896.11	17672.89	17838.45	16650.19	17221.0	18078.64	17186.66	16095.99	18887.52	18407.27	17535.86	16794.53	17680.6	18359.05	16659.36
AGMATINE-DEIMINASE-RXN	4231.75	5795.37	6018.98	6897.31	5318.02	5616.85	5982.23	5963.469999999999	6642.97	5197.06	4883.06	5506.610000000001	4075.75	4810.44	4639.700000000001	6438.88	6799.87	5976.4
AICARSYN-RXN	30779.94	30065.97	32340.57	31118.72	35188.92	36848.03	34821.73	34177.630000000005	35029.18	34852.149999999994	32998.72	36082.56	34525.75	36531.88	34572.08	31275.82	31552.07	31630.36
AICARTRANSFORM-RXN	30340.6	29658.92	31738.9	30691.39	34721.92	36280.52	34261.91	33566.95999999999	34447.62	34318.98	32409.39	35353.5	33890.58	35796.05	34015.25	30788.1	31087.01	31208.48
AIRCARBOXY-RXN	80.0	62.0	81.0	133.0	58.0	46.0	61.0	57.0	82.0	70.0	77.0	39.0	41.0	31.0	113.0	173.0	89.0	77.0
AIRS-RXN	30883.94	30047.39	32435.74	31073.22	35246.17	36745.44	34777.07	34214.13	35083.76	34913.48	33058.97	36050.89	35152.75	36849.8	34668.0	31180.32	31599.82	31584.2
