function	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A2	A3	A4	A5	A6	A7	A8	A9
AKBLIG-RXN	18454.49	18605.63	17229.04	16993.02	21376.26	23435.74	18807.390000000003	19569.7	20666.230000000003	20701.13	18074.15	24671.12	23578.38	24736.47	21575.65	16236.38	18103.89	21102.1
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	8056.039999999999	6774.07	8370.83	7491.519999999999	7784.96	8285.66	7941.970000000001	8464.79	7889.29	8955.94	7501.619999999999	9753.54	8878.63	9318.259999999998	8419.02	8253.64	7251.610000000001	6434.04
ALANINE--TRNA-LIGASE-RXN	33781.99	32746.2	34720.37	33854.1	37968.89	39633.3	37169.35	36541.06	38474.42	37464.51	35742.05	39513.78	37806.62	40386.18000000001	37467.08	34059.74	33953.96	34199.05
ALANINE-AMINOTRANSFERASE-RXN	15382.9	13402.04	13340.35	11614.99	16228.409999999998	18432.59	14533.38	16190.61	16622.21	15015.02	13784.89	15545.89	16507.25	19934.32	17044.730000000003	10642.929999999998	11870.7	14692.42
ALANINE-DEHYDROGENASE-RXN	22109.48	22883.66	25827.5	26360.16	27087.82	26900.57	27047.54	26240.51	26981.15	26369.81	28015.58	29006.980000000003	26102.0	23420.63	25815.82	25936.69	26199.91	25680.75
ALARACECAT-RXN	34642.98	33591.81	36615.39	34997.75	39247.060000000005	41209.420000000006	39305.03999999999	38038.15	39029.4	39019.52	37858.86	40635.73	39117.07000000001	41011.0	39565.29	34905.5	35778.28	35591.44
ALCOHOL-DEHYDROG-GENERIC-RXN	82619.86	78101.58	87732.04	82649.57999999999	95236.43	97996.17	91134.46	94796.9	97101.52	93181.13	92719.35	99193.14	97154.87	97821.32	93666.45	83694.07	85196.35	82181.92000000001
ALCOHOL-DEHYDROG-RXN	82619.86	78101.58	87732.04	82649.57999999999	95236.43	97996.17	91134.46	94796.9	97101.52	93181.13	92719.35	99193.14	97154.87	97821.32	93666.45	83694.07	85196.35	82181.92000000001
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	0.0	0.0	2.0	1.0	0.0	1.0	18.0	0.0	0.0	9.0	1.0	0.0	1.0	0.0	0.0	18.0	0.0	1.0
ALCOHOL-SULFOTRANSFERASE-RXN	5.0	2.5	4.0	10.5	4.0	2.5	4.0	5.0	8.0	1.5	1.0	4.0	5.5	8.0	2.5	5.0	4.5	3.0
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	50.0	31.0	23.0	28.0	66.0	13.0	51.0	41.0	15.0	38.0	50.0	97.0	5.0	17.0	29.0	13.0	61.0	23.0
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	14994.620000000004	13792.81	13645.75	13164.32	18220.67	19946.56	14934.05	16702.41	16666.37	15115.69	16207.23	15575.54	18578.97	17764.190000000002	17716.32	11697.4	13241.26	14985.77
ALDEHYDE-REDUCTASE-RXN	3.9700000000000006	10.33	8.33	11.17	1.4	2.8	9.93	13.53	11.77	7.7	2.0	2.4000000000000004	30.17	3.0000000000000004	70.57	12.7	11.8	8.73
ALDHDEHYDROG-RXN	86859.33	83812.22	90631.48	82120.61000000002	99181.6	101241.21	93046.6	98096.82	101796.1	95957.88	97346.93	107114.06	100861.27	109178.14	97188.67	81824.54999999999	87220.42	87755.66
ALDOSE-1-EPIMERASE-RXN	31159.68	29441.06	29305.71	27510.54	35123.600000000006	37029.73	31569.82	33683.72	34018.64	31895.82	34047.6	36245.56	37619.08	38353.75	34877.8	26803.800000000003	28384.02	31707.83
ALDOSE1EPIM-RXN	31159.68	29441.06	29305.71	27510.54	35123.600000000006	37029.73	31569.82	33683.72	34018.64	31895.82	34047.6	36245.56	37619.08	38353.75	34877.8	26803.800000000003	28384.02	31707.83
ALKANE-1-MONOOXYGENASE-RXN	6849.17	4974.03	5520.209999999999	4423.299999999999	6527.04	6484.0	6296.5	6273.44	6470.28	5865.37	7613.74	8639.380000000001	7511.61	9500.43	7419.639999999999	4205.1	4677.7300000000005	4849.65
ALKAPHOSPHA-RXN	55318.45	49653.380000000005	53599.86	50271.47	63579.61	63366.65	57319.71	59846.24	60789.29	57632.22	62687.62	63282.54000000001	66128.84000000001	64586.63	63216.83	49160.15	48241.43000000001	52735.02
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	9128.12	8328.099999999999	9523.29	9125.16	12631.29	11599.71	11082.88	10771.71	11811.18	10518.14	13909.36	9768.77	10862.64	8528.52	11316.669999999998	8675.31	9563.57	8549.43
ALKYLMERCURY-LYASE-RXN	83.75	82.5	78.25	50.0	107.0	134.5	69.0	161.75	431.5	65.5	223.75	165.25	97.5	90.25	115.75	43.0	62.0	36.0
ALLANTOATE-DEIMINASE-RXN	4193.46	3664.08	3677.07	4237.379999999999	3788.35	4129.03	3793.57	3558.2	3469.84	3676.55	3736.24	4717.620000000001	5210.49	4535.85	5361.63	4749.67	3537.2200000000003	3816.14
ALLANTOICASE-RXN	4079.51	4629.6900000000005	4854.21	4644.11	6760.0	5893.280000000001	5691.17	6252.710000000001	5775.720000000001	5808.01	6829.81	4910.1	5731.64	3990.6	3831.73	4466.58	5590.52	4828.17
ALLANTOIN-RACEMASE-RXN	3880.69	4666.99	4490.83	4237.530000000001	4230.45	4262.29	4158.99	4923.370000000001	5254.01	5153.77	4072.48	5788.42	4695.0	5304.46	4441.97	4248.48	4220.820000000001	4146.21
ALLANTOINASE-RXN	8391.53	8057.709999999999	9363.55	8749.380000000001	11869.32	11516.44	10203.29	11514.58	10251.87	10186.42	12377.97	10008.97	10978.75	8784.3	9024.08	8995.87	10390.68	8869.75
ALLOPHANATE-HYDROLASE-RXN	10480.76	10475.67	9740.42	9426.77	9942.35	11555.29	9883.63	10620.179999999998	11350.32	9986.07	9645.419999999998	12593.34	12048.18	14546.2	11760.34	8961.42	8657.31	9001.07
ALLOSE-KINASE-RXN	5.0	2.5	4.0	10.5	4.0	2.5	4.0	5.0	8.0	1.5	1.0	4.33	6.17	8.0	2.5	54.67	4.5	3.0
ALPHA-AMYL-RXN	27024.59	28037.36	28740.94	28269.33	34538.47	32480.01	31867.56	32257.75	30206.45	30435.7	33794.619999999995	29954.11	29442.38	26410.82	28882.38	27962.24	30252.2	31984.23
ALPHA-L-FUCOSIDASE-RXN	16137.33	18537.1	15605.42	14815.46	19268.89	17949.510000000002	17908.11	18909.15	16728.190000000002	14817.28	19585.630000000005	19059.65	20497.75	15819.259999999998	16329.84	15066.11	14753.809999999998	22301.15
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	7120.19	6317.799999999999	7287.24	7216.55	10027.11	8761.119999999999	8863.380000000001	8959.64	8216.53	8807.79	10989.95	8192.24	8651.68	5827.17	7654.57	6884.26	8292.9	7447.0
ALPHAGALACTOSID-RXN	25000.8	24776.94	26677.02	24712.43	31810.82	28071.91	28775.07	29427.62	28641.95	27052.65	36399.41	29957.8	34720.92	29148.95	27709.57	24143.06	26169.67	28435.08
ALTRO-OXIDOREDUCT-RXN	2063.3	2461.14	1894.4	1752.56	1969.06	2517.7200000000003	1805.78	2004.55	2263.04	1830.81	1559.6999999999998	2985.7900000000004	3030.69	2864.48	2135.24	1956.36	1672.64	2403.99
ALTRODEHYDRAT-RXN	10678.61	9533.69	9803.74	8439.439999999999	9782.76	11996.53	9729.59	10847.22	11073.670000000002	10075.45	8645.880000000001	12374.4	12418.51	15232.12	11976.68	8504.59	8322.079999999998	9457.28
AMACETOXID-RXN	2467.78	2369.61	2708.03	2751.26	2422.92	2314.0200000000004	2736.77	3389.2200000000003	2904.63	2755.6800000000003	3500.55	2875.72	2264.83	1824.36	2589.36	2867.02	2818.24	2961.2300000000005
AMIDASE-RXN	65622.23	60706.33	67976.92	62853.9	76653.03	78072.91	72708.99	74959.39	75045.5	72784.94	75934.18	74346.58	76350.44	75186.91	72920.67	64754.4	65647.67	62397.630000000005
AMINEOXID-RXN	2467.78	2369.61	2708.03	2751.26	2422.92	2314.0200000000004	2736.77	3389.2200000000003	2904.63	2755.6800000000003	3500.55	2875.72	2264.83	1824.36	2589.36	2867.02	2818.24	2961.2300000000005
AMINEPHEN-RXN	2467.78	2369.61	2708.03	2751.26	2422.92	2314.0200000000004	2736.77	3389.2200000000003	2904.63	2755.6800000000003	3500.55	2875.72	2264.83	1824.36	2589.36	2867.02	2818.24	2961.2300000000005
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	6920.249999999999	6279.49	7031.38	6856.84	9309.42	9260.56	8632.02	9345.02	8203.56	7697.59	9377.2	6534.69	7928.23	6662.6	7231.370000000001	6520.009999999999	7456.66	7527.889999999999
AMINOBENZCOALIG-RXN	10824.16	9344.37	9156.06	8466.539999999999	11217.16	12845.64	9484.41	10398.4	11981.38	10341.77	9381.13	12473.759999999998	12621.75	15519.89	12396.69	6811.34	8315.59	10476.07
AMINOBUTDEHYDROG-RXN	1510.65	1628.93	2056.53	1889.82	1224.3	1765.39	1440.04	1405.63	2374.9700000000003	1701.02	1400.97	2378.8	2183.25	3289.73	2291.88	1483.25	2134.2200000000003	1252.51
AMINOCYL-TRNA-HYDROLASE-RXN	31035.44	30208.14	32535.74	31251.22	35370.92	37084.69	35022.57	34317.130000000005	35148.01	35056.48	33199.72	36282.89	34692.25	36818.05	34781.75	31388.82	31599.07	31701.2
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	3781.42	4051.84	3763.65	4291.79	4874.48	4667.35	4446.21	5483.469999999999	4137.48	4321.459999999999	4753.32	3567.19	4386.29	3029.03	3650.04	4551.91	5010.599999999999	5266.84
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	11357.82	10010.65	11312.04	9905.919999999998	12626.06	13680.63	11230.81	12809.82	13166.65	11824.260000000002	13263.69	14075.47	14322.55	14658.87	13559.07	9587.11	11021.11	11186.57
AMINOPARATHION-PHOSPHATASE-RXN	3.0	3.0	2.0	7.0	5.0	6.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	6.0	13.0	3.0	5.0	1.0
AMONITRO-RXN	28.5	19.5	37.0	43.0	31.5	25.0	34.0	55.5	27.0	33.0	25.0	12.0	22.0	15.5	23.5	39.0	22.0	29.5
AMP-DEPHOSPHORYLATION-RXN	58587.92	54535.59	57961.58	53341.71	64350.36	69629.86	61410.23	61020.12	65162.44	61946.26	57778.27	68381.70000000001	65353.29000000001	75924.18	65827.01000000001	51403.54	53192.58	57471.44
AMP-NUCLEOSID-RXN	12454.47	11366.15	11747.22	9962.59	11357.32	13941.22	11905.91	12910.649999999998	13186.08	12346.91	9944.32	13702.07	13310.46	18883.77	14178.61	10214.73	9963.73	10177.67
AMPSYN-RXN	30779.94	30065.97	32340.57	31118.72	35188.92	36848.03	34821.73	34177.630000000005	35029.18	34852.149999999994	32998.72	36082.56	34525.75	36531.88	34572.08	31275.82	31552.07	31630.36
AMYLOMALT-RXN	15759.39	15669.59	17615.07	16248.21	20581.48	20768.4	19275.33	18920.21	18507.25	18389.26	17774.510000000002	16286.33	16151.62	16108.06	15436.320000000002	17441.49	16224.07	15880.809999999998
AMYLOSUCRASE-RXN	1276.58	882.39	876.48	915.71	1454.8	842.4200000000001	1022.6	953.11	1087.52	1049.92	1235.89	878.79	1204.51	1275.33	1289.06	855.72	1239.44	958.76
ANTHRANILOYL-COA-MONOOXYGENASE-RXN	12789.79	11664.58	11397.68	10360.55	13649.34	14626.47	12205.88	12844.07	13792.46	13591.55	11904.65	15253.62	14313.4	16333.390000000005	14695.34	9713.66	10613.28	12594.489999999998
ANTHRANSYN-RXN	53829.2	52295.67	56197.81	54225.09	59848.7	63202.37	60069.39	58294.61	59839.51	60922.88	53460.4	62269.04	59262.69	64846.16	60790.38	54617.91	53937.43000000001	54476.7
AQUACOBALAMIN-REDUCTASE-RXN	25.0	67.67	22.5	59.0	50.0	42.5	21.0	26.5	40.0	35.0	14.5	30.33	24.84	57.0	30.5	91.75	20.5	33.5
ARABINONATE-DEHYDRATASE-RXN	95.5	74.0	80.0	91.0	55.5	143.0	56.5	103.0	144.5	99.5	79.5	161.0	158.5	231.0	143.0	57.0	60.5	63.5
ARABISOM-RXN	5851.04	6406.7	6603.31	6559.49	8512.91	7573.710000000001	7956.53	7752.18	6920.889999999999	6882.99	9580.87	6030.19	6795.65	4307.68	5701.08	6959.530000000001	7487.33	7707.23
ARACHIDONATE-15-LIPOXYGENASE-RXN	262.0	245.33	309.34000000000003	328.67	203.67	292.33000000000004	261.33	287.67	385.33	264.33	175.0	358.0	236.0	388.0	243.67	291.0	190.67	158.0
ARALKYLAMINE-DEHYDROGENASE-RXN	8.0	89.0	5.0	47.0	3.0	2.0	2.0	9.0	0.0	7.0	0.0	8.0	1.0	8.0	0.0	8.0	41.0	2.0
ARGDECARBOX-RXN	21160.37	20715.33	20961.120000000003	19626.58	23185.6	26666.51	22321.92	21738.24	23737.51	22395.65	16659.730000000003	22424.48	22292.97	27462.67	22489.58	19113.88	19151.66	21494.15
ARGINASE-RXN	21123.17	19762.64	20613.94	18956.73	24054.74	25797.77	21774.57	23379.17	24497.79	23556.730000000003	22011.22	25348.08	25802.4	27729.1	23056.31	19065.89	20832.53	21878.89
ARGININE--TRNA-LIGASE-RXN	35182.82	34634.56	37523.07	35775.630000000005	42553.67	43100.96	40887.65	40659.09	41202.91	40366.97	40883.3	40391.53	40619.63	40191.85	39105.01	36022.71	37536.66	37221.47
ARGININE-DEIMINASE-RXN	8059.98	8123.9	9554.44	8421.189999999999	12742.87	12128.66	11370.01	12125.06	11129.51	10988.82	13391.46	9692.84	9885.98	7302.25	8435.34	8736.51	11217.07	9750.47
ARGININE-N-SUCCINYLTRANSFERASE-RXN	6666.34	6068.17	4821.71	6377.41	5558.66	6747.900000000001	4859.879999999999	4778.049999999999	6175.75	5180.58	4840.8	5464.5	7388.51	7970.32	9338.51	4304.9	4630.08	5066.91
ARGINYLTRANSFERASE-RXN	17982.559999999998	15141.7	15780.05	14082.63	15558.43	19018.14	16053.989999999998	16821.61	17457.269999999997	16835.33	14308.9	19960.89	19594.78	25309.28	20925.32	13837.22	12527.31	14198.93
ARGSUCCINLYA-RXN	33041.83	31968.649999999998	35396.41	33781.880000000005	38054.08	38464.9	37729.35	37458.75	37532.19	38387.28999999999	36547.05	40247.94	38036.25	38508.72	37119.74	33593.759999999995	34510.95	33925.590000000004
ARGSUCCINSYN-RXN	32126.19	30998.81	34139.16	32494.22	37664.93	38134.19	37046.74	36128.39	36621.350000000006	36178.49	36768.64	37862.97	35668.590000000004	37623.14	35963.66	32272.99	32818.73	32448.53
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	4546.01	4092.66	4656.83	4240.5	5642.15	5890.34	5114.64	5314.02	5286.15	5569.6900000000005	4729.35	5609.51	5344.99	5146.01	3944.48	4244.01	4316.969999999999	4492.98
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	1782.18	1401.49	2087.84	1994.67	2003.34	1604.0	2253.83	2162.51	1684.33	1808.33	3039.16	2276.6800000000003	1535.5	1852.66	2052.34	2007.0	1788.84	1484.5
ARYL-ALCOHOL-DEHYDROGENASE-RXN	2372.09	2568.09	2558.4500000000003	2637.01	3821.42	3544.7400000000007	3309.08	3643.08	3122.57	2848.63	3646.81	1892.88	2357.17	1832.65	2279.39	2415.3499999999995	3113.9300000000003	3016.58
ARYL-SULFOTRANSFERASE-RXN	28.0	30.0	29.0	49.0	12.0	23.0	37.0	41.0	21.0	23.0	15.0	42.0	20.0	11.0	22.0	33.0	13.0	14.0
ARYLAMINE-N-ACETYLTRANSFERASE-RXN	116.0	64.33	60.83	97.0	91.83	46.0	173.32999999999998	85.67	64.0	80.17	151.67000000000002	141.5	79.67	47.0	49.67	95.17	100.0	82.0
ARYLDIALKYL-PHOSPHATASE-RXN	3.0	3.0	2.0	7.0	5.0	6.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	6.0	13.0	3.0	5.0	1.0
ARYLDIALKYLPHOSPHATASE-RXN	3.0	3.0	2.0	7.0	5.0	6.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	6.0	13.0	3.0	5.0	1.0
ARYLESTERASE-RXN	3.0	3.0	2.0	7.0	5.0	6.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	6.0	13.0	3.0	5.0	1.0
ARYLFORMAMIDASE-RXN	18204.19	15251.68	14847.27	11664.2	18459.63	22524.09	16017.26	17986.489999999998	18964.68	16724.66	14109.34	18717.38	19377.25	26208.54	19112.27	12537.75	12104.23	15180.72
ARYLSULFAT-RXN	15466.36	16725.27	17922.94	18481.35	14687.01	15706.17	18394.11	17066.05	16704.72	16807.43	16669.5	22474.38	15295.07	16666.87	16605.67	19139.4	17213.7	17351.239999999998
ASNSYNA-RXN	60.67	120.42	72.58	190.5	77.08	67.08	68.67	57.92	64.58	86.17	212.42	111.5	59.09	84.5	50.92	142.91	59.5	130.32999999999998
ASNSYNB-RXN	53869.33	52881.44	56125.26	53129.31	64840.96	63352.06999999999	61773.42999999999	62064.35	61564.34	63629.53	62565.12	63843.85	60223.5	60076.490000000005	57225.43	55433.42	55655.03	55572.240000000005
ASPAMINOTRANS-RXN	20887.87	23284.4	25736.64	25357.22	25016.79	28180.31	25667.83	25496.81	27163.83	26927.41	23224.11	29663.18	25400.89	28855.6	25000.88	24639.34	26462.6	24850.63
ASPARAGHYD-RXN	29292.96	27666.71	28221.82	28462.129999999997	33451.420000000006	36724.22	29672.84	29473.36	33469.409999999996	29595.64	26105.81	31163.87	34261.27	39162.990000000005	34571.76	26096.48	25173.430000000004	28890.8
ASPARAGINE--TRNA-LIGASE-RXN	5293.59	7601.700000000001	7760.02	8193.970000000001	8542.45	8209.560000000001	8390.34	7057.030000000001	8081.359999999999	7421.18	6220.08	7018.81	6133.370000000001	5986.38	6138.4	8168.25	8546.4	8425.82
ASPARTASE-RXN	5481.799999999999	6992.07	6455.66	8096.34	6762.360000000001	7568.07	5932.2	6742.2	7833.89	5517.5	4870.9400000000005	6247.88	5694.31	6291.67	5255.22	6587.66	6279.889999999999	7419.309999999999
ASPARTATE--TRNA-LIGASE-RXN	30648.73	29954.81	32157.74	30938.1	35048.57	36649.77	34635.14	33966.28	34864.59	34745.189999999995	32882.3	35875.96000000001	34381.119999999995	36293.7	34369.75	31047.28	31400.71	31549.91
ASPARTATE-4-DECARBOXYLASE-RXN	1063.5800000000002	1026.13	1363.7700000000002	1188.55	891.37	1184.82	884.8900000000001	1048.9299999999998	1469.6	1098.32	1239.16	1791.4	1556.28	2034.44	1452.09	973.9199999999998	1014.22	979.95
ASPARTATE-RACEMASE-RXN	14884.62	12396.329999999998	14029.71	12601.73	13992.4	15485.9	13908.02	14202.52	15095.63	14588.580000000002	15083.54	19509.83	18210.68	21308.96	18326.57	11565.93	11687.08	12456.75
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	32861.36	32029.38	34376.33	33165.92	37307.78	38510.01	37049.64	36651.65	37048.8	37120.44	35473.81	38096.44	36121.5	37742.94	36512.01	33314.58	33866.16	34361.83
ASPARTATEKIN-RXN	38387.42	39871.35	40042.12	40099.89	43843.83	45111.240000000005	43894.99	42252.48	42637.850000000006	43724.73	41748.01	46321.5	42623.73	44163.59	43142.27	40643.62	40288.51	41924.98
ASPARTOACYLASE-RXN	0.0	0.66	408.01	12.67	3.34	2.33	2.66	76.34	22.66	13.33	0.0	0.0	0.0	13.0	11.34	18.0	236.34	4.33
ASPCARBTRANS-RXN	30651.85	30019.4	32223.41	30979.390000000003	35071.990000000005	36737.06	34693.78	34021.73	34915.380000000005	34749.38	32859.84	35882.369999999995	34480.880000000005	36370.65	34357.69	31082.59	31432.54	31489.84
ASPDECARBOX-RXN	15636.9	16899.68	19023.04	17637.230000000003	21805.34	21223.620000000003	20729.38	20049.61	20768.67	20622.17	20223.2	20731.22	19853.66	19602.73	17811.699999999997	17757.22	20484.39	19328.57
ATP-ADENYLYLTRANSFERASE-RXN	9164.13	9368.32	11045.02	9852.48	13375.38	11074.56	12426.76	12203.12	11521.48	11914.04	14581.21	10226.91	10304.71	7099.81	9671.17	10044.0	11988.09	10499.74
ATP-CITRATE-PRO-S--LYASE-RXN	56.0	54.0	78.0	66.0	54.0	46.0	58.0	108.0	60.0	68.0	58.0	24.0	38.0	32.0	50.0	84.0	40.0	68.0
ATP-PYROPHOSPHATASE-RXN	9772.35	8975.16	10341.18	10440.07	7993.209999999999	9085.97	10188.73	9864.97	9827.45	10691.91	9525.02	11479.28	10100.39	11078.61	12011.16	10815.66	9119.32	7984.77
ATPASE-RXN	1.33	3.0	1.17	2.5	0.17	0.0	2.67	2.67	0.5	2.67	3.5	0.33	5.67	0.0	1.33	6.33	1.0	3.33
ATPPHOSPHORIBOSYLTRANS-RXN	30447.44	29633.89	31973.99	30738.72	34794.67	36179.94	34386.57	33759.88	34583.76	34448.98	32630.47	35543.39	33997.5	35781.05	34137.0	30792.07	31172.57	31231.2
ATPSYN-RXN	93251.34	86697.39	91346.44	87559.47	98131.32	106752.65	97219.03	96542.06	100031.77	98912.91	92082.09	107164.81	104162.45	116261.22999999998	105277.11	87316.44	84715.44	88736.48
AZOBENZENE-REDUCTASE-RXN	215.17	403.7	208.61	770.0	86.33	51.71	121.17	90.25	66.69999999999999	119.17	187.67	76.38	111.67	95.0	183.42	717.2900000000001	291.0	383.5
BA7DEHYDRA-RXN	1.0	2.0	4.0	6.0	0.0	1.0	1.0	3.0	1.0	1.0	6.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0
BADH-RXN	18540.74	20045.47	21490.15	21747.82	24632.84	22794.97	22787.76	24559.52	25217.63	23334.32	26513.46	23506.36	23500.97	18963.93	20470.42	21291.41	24322.23	22973.16
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	5076.67	5900.96	5894.880000000001	4888.219999999999	7621.03	6809.84	6761.15	7243.820000000001	6834.0	7449.23	6680.110000000001	5879.16	6387.73	5465.41	5744.81	5367.6900000000005	6907.85	6991.1
BENZOATE--COA-LIGASE-RXN	4408.110000000001	4192.42	4351.4	3364.8700000000003	4614.0	5644.49	4299.99	5149.68	5484.39	4442.1900000000005	3656.09	4488.95	4216.61	5439.1900000000005	4307.15	3357.92	3408.99	4422.4400000000005
BENZOATE-12-DIOXYGENASE-RXN	3378.5999999999995	2603.82	2841.92	3515.2200000000003	2454.48	2685.74	2548.32	2557.82	3160.0	2817.84	2684.84	3635.980000000001	3865.94	5273.4	4078.08	2280.78	2861.1	2027.02
BENZOYLFORMATE-DECARBOXYLASE-RXN	4099.79	4128.96	4699.73	4297.89	5050.34	3971.05	5263.6	5166.990000000001	4943.92	5835.29	5356.67	5607.389999999999	5565.66	4739.68	4694.98	5207.21	5025.47	4727.66
BENZYL-ALC-DEHYDROGENASE-RXN	2372.09	2568.09	2558.4500000000003	2637.01	3821.42	3544.7400000000007	3309.08	3643.08	3122.57	2848.63	3646.81	1892.88	2357.17	1832.65	2279.39	2415.3499999999995	3113.9300000000003	3016.58
BETA-GLUCOSIDE-KINASE-RXN	17.0	18.0	16.0	45.0	32.0	9.0	9.0	16.0	7.0	13.0	14.0	18.0	38.0	14.0	12.0	40.75	22.0	22.0
BETA-GLUCURONID-RXN	4048.82	3434.16	2300.02	2515.96	3023.98	3364.3499999999995	2231.17	2698.14	3181.34	2510.98	2914.49	4912.82	4914.469999999999	4679.16	4148.799999999999	2140.83	1789.84	3657.49
BETA-LACTAMASE-RXN	37976.45	36428.58	42267.01	38872.96	47408.95	48455.58	43910.96	45321.58	45594.84999999999	43622.32	45747.62	44584.740000000005	44900.96000000001	44461.51	42957.53	38879.35	38421.57	38804.26
BETA-LYSINE-56-AMINOMUTASE-RXN	8253.02	7648.66	9974.0	8579.32	13210.32	11250.34	11899.96	11687.04	10186.96	12003.38	14820.36	10551.68	10823.96	7378.34	8487.279999999999	9113.0	11151.6	10130.96
BETA-PHOSPHOGLUCOMUTASE-RXN	2882.32	3425.23	2557.01	3510.4300000000003	3399.9700000000003	3932.36	2532.4700000000003	2302.55	3004.5	3116.9	2188.23	4167.96	4419.97	4065.56	3989.99	2349.67	3588.63	4271.070000000001
BETAGALACTOSID-RXN	32597.27	32859.380000000005	30425.550000000003	30235.620000000003	39194.89	36359.740000000005	33506.56	36866.31	34537.83	31642.370000000003	41282.06	36721.2	39877.21000000001	31141.66	34727.68	28076.15	29723.86	40604.98
BILIRUBIN-OXIDASE-RXN	365.42	420.33	443.42	435.5	388.83	529.59	368.66	646.5	437.75	384.42	351.41	451.6700000000001	437.0	307.17	385.92	271.58	297.92	693.0799999999999
BILIVERDIN-REDUCTASE-RXN	45.5	387.66	1573.0100000000002	1515.17	1470.17	1430.66	1104.33	839.17	1647.33	433.66	120.33	197.33	41.67	185.33	196.34	1309.0	1152.5	793.33
BIOTIN-CARBOXYL-RXN	46113.63	46680.29	49379.49	48441.53999999999	55704.49	55220.63	53801.83	53190.55	53655.600000000006	53748.72	54562.53999999999	52677.03	52137.42	50177.7	51514.130000000005	48824.64	50260.52	48502.55
BIOTINLIG-RXN	30637.94	29898.64	32289.24	30997.72	35082.92	36643.69	34709.07	34004.63	34834.51	34750.48	32884.72	35857.89	34244.75	36260.55	34438.75	31023.82	31402.07	31480.7
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	44829.92	46475.45	48757.850000000006	47078.16	53388.75	55360.88	53369.68	51721.630000000005	51921.53	53000.56	50515.490000000005	54328.68	50204.55	52160.17	50400.62000000001	48434.17	50830.26	49499.59
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	44829.92	46475.45	48757.850000000006	47078.16	53388.75	55360.88	53369.68	51721.630000000005	51921.53	53000.56	50515.490000000005	54328.68	50204.55	52160.17	50400.62000000001	48434.17	50830.26	49499.59
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	44829.92	46475.45	48757.850000000006	47078.16	53388.75	55360.88	53369.68	51721.630000000005	51921.53	53000.56	50515.490000000005	54328.68	50204.55	52160.17	50400.62000000001	48434.17	50830.26	49499.59
