"","MSSuc-ster-Brachy-1-419","MSSuc-ster-Brachy-2-420","MSSuc-ster-Brachy-3-421","MSSuc-ster-Brachy-4-422","MSSuc-ster-Brachy-5-423","MS-ster-Brachy-1-412","MS-ster-Brachy-2-413","MS-ster-Brachy-3-414","MS-ster-Brachy-4-415","MS-ster-Brachy-5-416","MS-nonster-Brachy-1-426","MS-nonster-Brachy-2-427","MS-nonster-Brachy-3-428","MS-nonster-Brachy-4-429","MS-nonster-Brachy-5-430"
"N-acetyl-hexosamine",0.00304305085159702,0.00272014066053186,0.00255939694649275,0.00355930162098126,0.00218536289916641,0.00260480233829321,0.00295585587059406,0.00346880364652708,0.00283114407410222,0.00267696085850963,0.001044409865546,0.00467107939738866,0.00175897731298064,0.00530765032545703,0.00162579976306893
"N-acetyl-phenylalanine",1.27301560355601e-05,0,0,0,0,0.00012285311720486,0.000241958167963072,0.000355202018187687,0.000181298951697915,2.94710225382268e-05,4.61661252440022e-05,0.000167344286839349,4.3040345973625e-05,0.00117521215668497,0.000496297720059805
"N-acetyl-serine",0.31746843217392,0.347405274559098,0.424641796211723,0.441822573537933,0.0768854669820859,0,0,0,0,0,0.051925872793182,0.15580081695842,0.612134052141441,0.00353289894570979,0.000629572406911072
"N-acetylputrescine and/or isomers",1.49385356784025e-05,2.18236693674753e-05,0,3.38782011754965e-06,0.0056192728299367,0,0,0,0,0,0.000195702596395939,0.000103328873405992,6.11704939528339e-05,0.000178297335816587,9.55523864672264e-05
"N-alpha-acetyl-asparagine",0.000542124599214115,0.00194645541003146,0.000266770233989916,0.00162392362551894,5.78390322180406e-07,0.00858828543333472,0.0526460879544742,0.00499982240079425,0.00575147523993439,0.196807146365922,0.000871959273280274,0.0037995023999889,0.000707422875337115,0.00699497659807181,0.00382360106058905
"N-alpha-acetyl-lysine",1.89838412637019e-05,4.26813598690467e-06,1.79562868459275e-05,1.50459620837382e-05,0.000175996581344506,0,0,0,0,0,1.54158497242927e-05,1.82972475654515e-05,6.44756186833421e-06,2.35281597064668e-05,1.31637648140486e-05
"N-methyl-glutamic acid",0.0347117143661323,0.019022342783285,0.0346639350953163,0.0270324852769942,0.000922845659493478,0,0,0,0,0,0.000794607637457595,1.46941408402907e-05,8.68007841664969e-06,1.78237263559235e-06,6.16783482517734e-07
"N-trimethyllysine",0.00220338810028829,0.00121025773519723,0.00101158075531519,0.000564240502781771,0.0233171970969342,0.000332868419781473,2.94213279182647e-05,0,0.000278697167127729,0.000692066331969357,0.00511184950469753,0.00098877272337472,0.00085542268432992,0.00350148745948371,0.00316310065304603
"nicotinamide",0.000375888922368991,0.000439590824317931,0.0002827325273158,0.000469336188336719,0.00073320998051343,0.00108718421147629,0.0015545670813507,0.00161038291837893,0.000558768019549215,0.00041827109721152,0.000594523205467759,0.000821476078566722,0.000272912393370114,0.000739899489150317,0.000689715806896014
"nicotinic acid",0.00020115315242306,0.000159547815544248,0.000282126153824039,5.38207960798647e-05,0,0,0,0,0,0,0.00019217338385439,0.000690480212804225,0.000252326408453531,0.000288827729314033,0.000169450468861855
"o-acetyl-serine and/or isomers",2.41733892174033e-05,0.000584911503567836,2.13561878760041e-05,0.000403114311047773,0,2.66972670597082e-05,7.2109414430272e-05,2.55504055840918e-05,3.13253335057489e-05,3.03330619862471e-05,0.000530124358587362,7.11871078080181e-05,7.90393788763588e-05,0.000268556005379782,0.000129308230123623
"omega-hydroxydodecanoic acid",0,0,0,0,0.000725560478448203,0,0,0,0,0,0,0,0,0,0
"ornithine",0.00164569828788141,0.00181331719765997,0.000619961050610228,0.00172023478625624,0,0,0,0,0,0,0.00109654820560688,0.000464471531426968,0.00031734695049356,0.00196497800101277,0.000713889322261033
"orotic acid",0,2.15604596619106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"pantothenic acid",0.000438356577718508,0.00104809190266452,0.000527404078680593,0.000957355337944509,0.00139722466899797,0.00225498637779205,0.00234880869415748,0.00203303730432929,0.00283236015941817,0.000708672164464341,0.00170333285894503,0.00494984403961696,0.00116239414994264,0.004133984564157,0.00448719530997138
"phenylalanine",1.33092687564001e-05,1.51382547060316e-05,9.30238718232583e-06,1.08566699583867e-05,4.99066012425607e-06,8.60796881571849e-05,0.000203416631262379,0.000102054092409021,0.000188389979030454,0.000175848870167639,8.84137057843665e-05,5.44687381492344e-05,2.8118128891879e-05,0.000131709434970757,0.000103452713034231
"pipecolic acid",0.000264636306746061,0.000484533279082451,1.51712196640436e-05,0.000273026109215361,0.00049200073294474,0,0,0,0,0,0.000929053677743875,0.000193421005264948,0.000108516061790708,0.000466509393964831,0.000137486960407883
"proline",0.00101253511036797,0.00190301514783723,3.34914321320021e-05,0.000989628884927656,0.0048871583745511,0,0,0,0,0,0.0722446338898103,0.00761443915420129,0.00949595502738632,0.00729992999050878,0.00738648455020283
"pyridoxamine",0,0,0,0,0.000802065546913169,0,0,0,0,0,0.000138532366508471,0.000248507465879121,6.16724952208936e-05,0.000542687063040355,0.000325539184267995
